"BioID","GovtrackID","opensecrets_id","first_name","last_name","state","district","party","name","Vote_change","Vote_change_dummy","birthday","gender","nominate_dim1","nominate_dim2","Geographical","Instance","Vote","seniority","Contribution_minus","Contribution_plus","Dmajority","anti_env_dummy","pro_env_dummy"
"D000096",400093,"N00004884","Danny K.,Danny","Davis","IL",7,"D","davis danny k,davis danny",0,0,1941,"M",0.486,0.26,"MW","52",1,11,7,0,0,1,0
"D000096",400093,"N00004884","Danny K.,Danny","Davis","IL",7,"D","davis danny k,davis danny",0,0,1941,"M",0.486,0.26,"MW","6",1,12,9,0,1,1,0
"D000096",400093,"N00004884","Danny K.,Danny","Davis","IL",7,"D","davis danny k,davis danny",0,0,1941,"M",0.486,0.26,"MW","7",1,13,5,1,1,1,1
"S001145",400360,"N00004724","Jan,Janice","Schakowsky","IL",9,"D","schakowsky jan",0,0,1944,"F",0.603,0.276,"MW","3",1,8,0,3.6,0,0,1
"S001145",400360,"N00004724","Jan,Janice","Schakowsky","IL",9,"D","schakowsky jan",0,0,1944,"F",0.603,0.276,"MW","4",1,9,3,0,0,1,0
"S001145",400360,"N00004724","Jan,Janice","Schakowsky","IL",9,"D","schakowsky jan",0,0,1944,"F",0.603,0.276,"MW","51",1,10,0.15,2.375,0,1,1
"S001145",400360,"N00004724","Jan,Janice","Schakowsky","IL",9,"D","schakowsky jan",0,0,1944,"F",0.603,0.276,"MW","52",1,10,0.15,2.375,0,1,1
"S001145",400360,"N00004724","Jan,Janice","Schakowsky","IL",9,"D","schakowsky jan",0,0,1944,"F",0.603,0.276,"MW","6",1,11,0,1.275,1,0,1
"S001145",400360,"N00004724","Jan,Janice","Schakowsky","IL",9,"D","schakowsky jan",0,0,1944,"F",0.603,0.276,"MW","7",1,12,0.175,0,1,1,0
"S001190",412534,"N00033101","Brad,Bradley","Schneider","IL",10,"D","schneider brad",0,0,1961,"M",0.187,0.14,"MW","3",1,1,5.5,0,0,1,0
"S001190",412534,"N00033101","Brad,Bradley","Schneider","IL",10,"D","schneider brad",0,0,1961,"M",0.187,0.14,"MW","4",NA,1,NA,NA,0,0,0
"S001190",412534,"N00033101","Brad,Bradley","Schneider","IL",10,"D","schneider brad",0,0,1961,"M",0.187,0.14,"MW","51",1,2,3,0,0,1,0
"S001190",412534,"N00033101","Brad,Bradley","Schneider","IL",10,"D","schneider brad",0,0,1961,"M",0.187,0.14,"MW","52",1,2,3.05,0,0,1,0
"S001190",412534,"N00033101","Brad,Bradley","Schneider","IL",10,"D","schneider brad",0,0,1961,"M",0.187,0.14,"MW","6",1,3,8.5,0,1,1,0
"S001190",412534,"N00033101","Brad,Bradley","Schneider","IL",10,"D","schneider brad",0,0,1961,"M",0.187,0.14,"MW","7",1,4,6.95,0,1,1,0
"F000454",412257,"N00029139","Bill","Foster","IL",11,"D","foster bill",0,0,1955,"M",0.233,0.215,"MW","3",1,3,12.85,4.85,0,1,1
"F000454",412257,"N00029139","Bill","Foster","IL",11,"D","foster bill",0,0,1955,"M",0.233,0.215,"MW","4",1,4,15.7,1.2,0,1,1
"F000454",412257,"N00029139","Bill","Foster","IL",11,"D","foster bill",0,0,1955,"M",0.233,0.215,"MW","51",1,5,12.95,2.8,0,1,1
"F000454",412257,"N00029139","Bill","Foster","IL",11,"D","foster bill",0,0,1955,"M",0.233,0.215,"MW","52",1,5,11.45,3.4,0,1,1
"F000454",412257,"N00029139","Bill","Foster","IL",11,"D","foster bill",0,0,1955,"M",0.233,0.215,"MW","6",1,6,9.2,0,1,1,0
"F000454",412257,"N00029139","Bill","Foster","IL",11,"D","foster bill",0,0,1955,"M",0.233,0.215,"MW","7",1,7,3.4,1,1,1,1
"D000619",412536,"N00034784","Rodney","Davis","IL",13,"R","davis rodney",0,0,1970,"M",0.279,0.17,"MW","3",0,1,39.805,1.5,0,1,1
"D000619",412536,"N00034784","Rodney","Davis","IL",13,"R","davis rodney",0,0,1970,"M",0.279,0.17,"MW","4",0,2,24.9,5,0,1,1
"D000619",412536,"N00034784","Rodney","Davis","IL",13,"R","davis rodney",0,0,1970,"M",0.279,0.17,"MW","51",0,3,38.95,9,0,1,1
"D000619",412536,"N00034784","Rodney","Davis","IL",13,"R","davis rodney",0,0,1970,"M",0.279,0.17,"MW","52",0,3,47.95,10.5,0,1,1
"D000619",412536,"N00034784","Rodney","Davis","IL",13,"R","davis rodney",0,0,1970,"M",0.279,0.17,"MW","6",0,4,62.064,0,1,1,0
"D000619",412536,"N00034784","Rodney","Davis","IL",13,"R","davis rodney",0,0,1970,"M",0.279,0.17,"MW","7",0,5,38.633,0,1,1,0
"K000378",412421,"N00030667","Adam","Kinzinger","IL",16,"R","kinzinger adam",0,0,1978,"M",0.234,0.382,"MW","3",0,2,69.85,5,0,1,1
"K000378",412421,"N00030667","Adam","Kinzinger","IL",16,"R","kinzinger adam",0,0,1978,"M",0.234,0.382,"MW","4",0,3,68.4,4.5,0,1,1
"K000378",412421,"N00030667","Adam","Kinzinger","IL",16,"R","kinzinger adam",0,0,1978,"M",0.234,0.382,"MW","51",0,4,44.45,1,0,1,1
"K000378",412421,"N00030667","Adam","Kinzinger","IL",16,"R","kinzinger adam",0,0,1978,"M",0.234,0.382,"MW","52",0,4,60.7,2,0,1,1
"K000378",412421,"N00030667","Adam","Kinzinger","IL",16,"R","kinzinger adam",0,0,1978,"M",0.234,0.382,"MW","6",0,5,61.8,0,1,1,0
"K000378",412421,"N00030667","Adam","Kinzinger","IL",16,"R","kinzinger adam",0,0,1978,"M",0.234,0.382,"MW","7",0,6,94.6,9.4,1,1,1
"B001286",412537,"N00033390","Cheri","Bustos","IL",17,"D","bustos cheri",0,0,1961,"F",0.239,0.054,"MW","3",1,1,9.75,1,0,1,1
"B001286",412537,"N00033390","Cheri","Bustos","IL",17,"D","bustos cheri",0,0,1961,"F",0.239,0.054,"MW","4",1,2,10.325,4.341,0,1,1
"B001286",412537,"N00033390","Cheri","Bustos","IL",17,"D","bustos cheri",0,0,1961,"F",0.239,0.054,"MW","51",1,3,16.765,2.4,0,1,1
"B001286",412537,"N00033390","Cheri","Bustos","IL",17,"D","bustos cheri",0,0,1961,"F",0.239,0.054,"MW","52",1,3,18.628,3.475,0,1,1
"B001286",412537,"N00033390","Cheri","Bustos","IL",17,"D","bustos cheri",0,0,1961,"F",0.239,0.054,"MW","6",1,4,54.25,4,1,1,1
"B001286",412537,"N00033390","Cheri","Bustos","IL",17,"D","bustos cheri",0,0,1961,"F",0.239,0.054,"MW","7",1,5,10.15,0,1,1,0
"W000813",412538,"N00031226","Jackie","Walorski","IN",2,"R","walorski jackie",0,0,1963,"F",0.436,0.315,"MW","3",0,1,19.1,4.6,0,1,1
"W000813",412538,"N00031226","Jackie","Walorski","IN",2,"R","walorski jackie",0,0,1963,"F",0.436,0.315,"MW","4",0,2,26.75,5,0,1,1
"W000813",412538,"N00031226","Jackie","Walorski","IN",2,"R","walorski jackie",0,0,1963,"F",0.436,0.315,"MW","51",0,3,35,1,0,1,1
"W000813",412538,"N00031226","Jackie","Walorski","IN",2,"R","walorski jackie",0,0,1963,"F",0.436,0.315,"MW","52",0,3,33,1,0,1,1
"W000813",412538,"N00031226","Jackie","Walorski","IN",2,"R","walorski jackie",0,0,1963,"F",0.436,0.315,"MW","6",0,4,31.488,0,1,1,0
"W000813",412538,"N00031226","Jackie","Walorski","IN",2,"R","walorski jackie",0,0,1963,"F",0.436,0.315,"MW","7",0,5,10.5,0,1,1,0
"C001072",412258,"N00029513","Andre,André","Carson","IN",7,"D","carson andre",0,0,1974,"M",0.43,0.04,"MW","3",1,4,3.25,0,0,1,0
"C001072",412258,"N00029513","Andre,André","Carson","IN",7,"D","carson andre",0,0,1974,"M",0.43,0.04,"MW","4",1,5,2.25,0,0,1,0
"C001072",412258,"N00029513","Andre,André","Carson","IN",7,"D","carson andre",0,0,1974,"M",0.43,0.04,"MW","51",1,6,0,0.6,0,0,1
"C001072",412258,"N00029513","Andre,André","Carson","IN",7,"D","carson andre",0,0,1974,"M",0.43,0.04,"MW","52",1,6,3,0.6,0,1,1
"C001072",412258,"N00029513","Andre,André","Carson","IN",7,"D","carson andre",0,0,1974,"M",0.43,0.04,"MW","6",1,7,0,0.7,1,0,1
"C001072",412258,"N00029513","Andre,André","Carson","IN",7,"D","carson andre",0,0,1974,"M",0.43,0.04,"MW","7",1,8,NA,NA,1,0,0
"B001275",412427,"N00031227","Larry","Bucshon","IN",8,"R","bucshon larry",0,0,1962,"M",0.383,0.373,"MW","3",0,2,28.35,0,0,1,0
"B001275",412427,"N00031227","Larry","Bucshon","IN",8,"R","bucshon larry",0,0,1962,"M",0.383,0.373,"MW","4",0,3,28.45,0,0,1,0
"B001275",412427,"N00031227","Larry","Bucshon","IN",8,"R","bucshon larry",0,0,1962,"M",0.383,0.373,"MW","51",0,4,25.5,1,0,1,1
"B001275",412427,"N00031227","Larry","Bucshon","IN",8,"R","bucshon larry",0,0,1962,"M",0.383,0.373,"MW","52",0,4,24.5,1,0,1,1
"B001275",412427,"N00031227","Larry","Bucshon","IN",8,"R","bucshon larry",0,0,1962,"M",0.383,0.373,"MW","6",0,5,6.25,0,1,1,0
"B001275",412427,"N00031227","Larry","Bucshon","IN",8,"R","bucshon larry",0,0,1962,"M",0.383,0.373,"MW","7",0,6,14,0.5,1,1,1
"G000558",412278,"N00029675","Brett","Guthrie","KY",2,"R","guthrie brett",0,0,1964,"M",0.426,0.275,"SO","3",0,3,32.5,0,0,1,0
"G000558",412278,"N00029675","Brett","Guthrie","KY",2,"R","guthrie brett",0,0,1964,"M",0.426,0.275,"SO","4",0,4,23.5,0,0,1,0
"G000558",412278,"N00029675","Brett","Guthrie","KY",2,"R","guthrie brett",0,0,1964,"M",0.426,0.275,"SO","51",0,5,24.3,0,0,1,0
"G000558",412278,"N00029675","Brett","Guthrie","KY",2,"R","guthrie brett",0,0,1964,"M",0.426,0.275,"SO","52",0,5,23.3,0,0,1,0
"G000558",412278,"N00029675","Brett","Guthrie","KY",2,"R","guthrie brett",0,0,1964,"M",0.426,0.275,"SO","6",0,6,27,0,1,1,0
"G000558",412278,"N00029675","Brett","Guthrie","KY",2,"R","guthrie brett",0,0,1964,"M",0.426,0.275,"SO","7",0,7,10,0,1,1,0
"Y000062",412211,"N00028073","John","Yarmuth","KY",3,"D","yarmuth john",0,0,1947,"M",0.378,0.275,"SO","3",1,4,4,0,0,1,0
"Y000062",412211,"N00028073","John","Yarmuth","KY",3,"D","yarmuth john",0,0,1947,"M",0.378,0.275,"SO","4",1,5,1.5,0,0,1,0
"Y000062",412211,"N00028073","John","Yarmuth","KY",3,"D","yarmuth john",0,0,1947,"M",0.378,0.275,"SO","51",1,6,1.5,1,0,1,1
"Y000062",412211,"N00028073","John","Yarmuth","KY",3,"D","yarmuth john",0,0,1947,"M",0.378,0.275,"SO","52",1,6,1.5,2,0,1,1
"Y000062",412211,"N00028073","John","Yarmuth","KY",3,"D","yarmuth john",0,0,1947,"M",0.378,0.275,"SO","6",1,7,0,0,1,0,0
"Y000062",412211,"N00028073","John","Yarmuth","KY",3,"D","yarmuth john",0,0,1947,"M",0.378,0.275,"SO","7",1,8,5,0,1,1,0
"M001184",412503,"N00034041","Thomas","Massie","KY",4,"R","massie thomas",0,0,1971,"M",0.678,0.735,"SO","3",0,2,8.6,0,0,1,0
"M001184",412503,"N00034041","Thomas","Massie","KY",4,"R","massie thomas",0,0,1971,"M",0.678,0.735,"SO","4",0,3,6,0,0,1,0
"M001184",412503,"N00034041","Thomas","Massie","KY",4,"R","massie thomas",0,0,1971,"M",0.678,0.735,"SO","51",0,4,2,0,0,1,0
"M001184",412503,"N00034041","Thomas","Massie","KY",4,"R","massie thomas",0,0,1971,"M",0.678,0.735,"SO","52",0,4,0,0,0,0,0
"M001184",412503,"N00034041","Thomas","Massie","KY",4,"R","massie thomas",0,0,1971,"M",0.678,0.735,"SO","6",0,5,6,0,1,1,0
"M001184",412503,"N00034041","Thomas","Massie","KY",4,"R","massie thomas",0,0,1971,"M",0.678,0.735,"SO","7",0,6,0,0,1,0,0
"R000395",400340,"N00003473","Harold","Rogers","KY",5,"R","rogers harold",0,0,1937,"M",0.334,0.142,"SO","3",0,14,44.8,0,0,1,0
"R000395",400340,"N00003473","Harold","Rogers","KY",5,"R","rogers harold",0,0,1937,"M",0.334,0.142,"SO","4",0,15,20.5,0,0,1,0
"R000395",400340,"N00003473","Harold","Rogers","KY",5,"R","rogers harold",0,0,1937,"M",0.334,0.142,"SO","51",0,16,17.5,0,0,1,0
"R000395",400340,"N00003473","Harold","Rogers","KY",5,"R","rogers harold",0,0,1937,"M",0.334,0.142,"SO","52",0,16,24.5,0,0,1,0
"R000395",400340,"N00003473","Harold","Rogers","KY",5,"R","rogers harold",0,0,1937,"M",0.334,0.142,"SO","6",0,17,1,0,1,1,0
"R000395",400340,"N00003473","Harold","Rogers","KY",5,"R","rogers harold",0,0,1937,"M",0.334,0.142,"SO","7",0,18,3.45,0,1,1,0
"B001282",412541,"N00031233","Garland","Barr","KY",6,"R","barr garland",0,0,1973,"M",0.484,0.294,"SO","3",0,1,107.75,0,0,1,0
"B001282",412541,"N00031233","Garland","Barr","KY",6,"R","barr garland",0,0,1973,"M",0.484,0.294,"SO","4",0,2,53.55,0,0,1,0
"B001282",412541,"N00031233","Garland","Barr","KY",6,"R","barr garland",0,0,1973,"M",0.484,0.294,"SO","51",0,3,100.221,7.587,0,1,1
"B001282",412541,"N00031233","Garland","Barr","KY",6,"R","barr garland",0,0,1973,"M",0.484,0.294,"SO","52",0,3,119.927,7.587,0,1,1
"B001282",412541,"N00031233","Garland","Barr","KY",6,"R","barr garland",0,0,1973,"M",0.484,0.294,"SO","6",0,4,42.073,0,1,1,0
"B001282",412541,"N00031233","Garland","Barr","KY",6,"R","barr garland",0,0,1973,"M",0.484,0.294,"SO","7",NA,5,43.333,0,1,1,0
"S001176",412261,"N00009660","Steve","Scalise","LA",1,"R","scalise steve",0,0,1965,"M",0.559,0.15,"SO","3",0,4,91.5,0,0,1,0
"S001176",412261,"N00009660","Steve","Scalise","LA",1,"R","scalise steve",0,0,1965,"M",0.559,0.15,"SO","4",0,5,94.15,0,0,1,0
"S001176",412261,"N00009660","Steve","Scalise","LA",1,"R","scalise steve",0,0,1965,"M",0.559,0.15,"SO","51",NA,6,149.825,9.1,0,1,1
"S001176",412261,"N00009660","Steve","Scalise","LA",1,"R","scalise steve",0,0,1965,"M",0.559,0.15,"SO","52",0,6,168.1,6.4,0,1,1
"S001176",412261,"N00009660","Steve","Scalise","LA",1,"R","scalise steve",0,0,1965,"M",0.559,0.15,"SO","6",0,7,155.465,0.75,1,1,1
"S001176",412261,"N00009660","Steve","Scalise","LA",1,"R","scalise steve",0,0,1965,"M",0.559,0.15,"SO","7",0,8,116.157,1.985,1,1,1
"R000588",412432,"N00030184","Cedric L,Cedric","Richmond","LA",2,"D","richmond cedric l,richmond cedric",0,0,1973,"M",0.486,0.332,"SO","3",1,2,19.1,0,0,1,0
"R000588",412432,"N00030184","Cedric L,Cedric","Richmond","LA",2,"D","richmond cedric l,richmond cedric",0,0,1973,"M",0.486,0.332,"SO","4",1,3,30.25,0,0,1,0
"R000588",412432,"N00030184","Cedric L,Cedric","Richmond","LA",2,"D","richmond cedric l,richmond cedric",0,0,1973,"M",0.486,0.332,"SO","51",1,4,31.5,0,0,1,0
"R000588",412432,"N00030184","Cedric L,Cedric","Richmond","LA",2,"D","richmond cedric l,richmond cedric",0,0,1973,"M",0.486,0.332,"SO","52",NA,4,34,0,0,1,0
"R000588",412432,"N00030184","Cedric L,Cedric","Richmond","LA",2,"D","richmond cedric l,richmond cedric",0,0,1973,"M",0.486,0.332,"SO","6",1,5,52.8,0,1,1,0
"R000588",412432,"N00030184","Cedric L,Cedric","Richmond","LA",2,"D","richmond cedric l,richmond cedric",0,0,1973,"M",0.486,0.332,"SO","7",NA,6,NA,NA,1,0,0
"P000597",412307,"N00013817","Chellie M.,Chellie","Pingree","ME",1,"D","pingree chellie m,pingree chellie",0,0,1955,"F",0.421,0.36,"NE","3",1,3,0.25,0,0,1,0
"P000597",412307,"N00013817","Chellie M.,Chellie","Pingree","ME",1,"D","pingree chellie m,pingree chellie",0,0,1955,"F",0.421,0.36,"NE","4",1,4,1.25,1,0,1,1
"P000597",412307,"N00013817","Chellie M.,Chellie","Pingree","ME",1,"D","pingree chellie m,pingree chellie",0,0,1955,"F",0.421,0.36,"NE","51",1,5,1.075,0.001,0,1,1
"P000597",412307,"N00013817","Chellie M.,Chellie","Pingree","ME",1,"D","pingree chellie m,pingree chellie",0,0,1955,"F",0.421,0.36,"NE","52",1,5,1.11,0.001,0,1,1
"P000597",412307,"N00013817","Chellie M.,Chellie","Pingree","ME",1,"D","pingree chellie m,pingree chellie",0,0,1955,"F",0.421,0.36,"NE","6",1,6,1,0,1,1,0
"P000597",412307,"N00013817","Chellie M.,Chellie","Pingree","ME",1,"D","pingree chellie m,pingree chellie",0,0,1955,"F",0.421,0.36,"NE","7",1,7,0,0,1,0,0
"H001052",412434,"N00029147","Andy","Harris","MD",1,"R","harris andy",0,0,1957,"M",0.671,0.374,"SO","3",0,2,34.2,0,0,1,0
"H001052",412434,"N00029147","Andy","Harris","MD",1,"R","harris andy",0,0,1957,"M",0.671,0.374,"SO","4",0,3,8.5,0,0,1,0
"H001052",412434,"N00029147","Andy","Harris","MD",1,"R","harris andy",0,0,1957,"M",0.671,0.374,"SO","51",0,4,10.35,0,0,1,0
"H001052",412434,"N00029147","Andy","Harris","MD",1,"R","harris andy",0,0,1957,"M",0.671,0.374,"SO","52",0,4,12.35,0,0,1,0
"H001052",412434,"N00029147","Andy","Harris","MD",1,"R","harris andy",0,0,1957,"M",0.671,0.374,"SO","6",0,5,0.25,0,1,1,0
"H001052",412434,"N00029147","Andy","Harris","MD",1,"R","harris andy",0,0,1957,"M",0.671,0.374,"SO","7",0,6,0.5,0,1,1,0
"R000576",400349,"N00025482","C.A. Dutch,C.","Ruppersberger","MD",2,"D","ruppersberger c a dutch",0,0,1946,"M",0.297,0.127,"SO","3",1,6,13.75,0,0,1,0
"R000576",400349,"N00025482","C.A. Dutch,C.","Ruppersberger","MD",2,"D","ruppersberger c a dutch",0,0,1946,"M",0.297,0.127,"SO","4",1,7,4,0,0,1,0
"R000576",400349,"N00025482","C.A. Dutch,C.","Ruppersberger","MD",2,"D","ruppersberger c a dutch",0,0,1946,"M",0.297,0.127,"SO","51",1,8,4.75,0,0,1,0
"R000576",400349,"N00025482","C.A. Dutch,C.","Ruppersberger","MD",2,"D","ruppersberger c a dutch",0,0,1946,"M",0.297,0.127,"SO","52",1,8,7.25,0,0,1,0
"R000576",400349,"N00025482","C.A. Dutch,C.","Ruppersberger","MD",2,"D","ruppersberger c a dutch",0,0,1946,"M",0.297,0.127,"SO","6",1,9,8,2.8,1,1,1
"R000576",400349,"N00025482","C.A. Dutch,C.","Ruppersberger","MD",2,"D","ruppersberger c a dutch",0,0,1946,"M",0.297,0.127,"SO","7",1,10,2.5,0,1,1,0
"S001168",412212,"N00027751","John P.,John","Sarbanes","MD",3,"D","sarbanes john p,sarbanes john",0,0,1962,"M",0.465,0.071,"SO","3",1,4,0,0,0,0,0
"S001168",412212,"N00027751","John P.,John","Sarbanes","MD",3,"D","sarbanes john p,sarbanes john",0,0,1962,"M",0.465,0.071,"SO","4",1,5,0,0,0,0,0
"S001168",412212,"N00027751","John P.,John","Sarbanes","MD",3,"D","sarbanes john p,sarbanes john",0,0,1962,"M",0.465,0.071,"SO","51",1,6,0.5,0,0,1,0
"S001168",412212,"N00027751","John P.,John","Sarbanes","MD",3,"D","sarbanes john p,sarbanes john",0,0,1962,"M",0.465,0.071,"SO","52",1,6,0.5,0,0,1,0
"S001168",412212,"N00027751","John P.,John","Sarbanes","MD",3,"D","sarbanes john p,sarbanes john",0,0,1962,"M",0.465,0.071,"SO","6",1,7,0,0,1,0,0
"S001168",412212,"N00027751","John P.,John","Sarbanes","MD",3,"D","sarbanes john p,sarbanes john",0,0,1962,"M",0.465,0.071,"SO","7",1,8,0,0,1,0,0
"H000874",400189,"N00001821","Steny H.,Steny","Hoyer","MD",5,"D","hoyer steny h,hoyer steny",0,0,1939,"M",0.381,0.121,"SO","3",1,14,75,0,0,1,0
"H000874",400189,"N00001821","Steny H.,Steny","Hoyer","MD",5,"D","hoyer steny h,hoyer steny",0,0,1939,"M",0.381,0.121,"SO","4",1,15,107.75,4.5,0,1,1
"H000874",400189,"N00001821","Steny H.,Steny","Hoyer","MD",5,"D","hoyer steny h,hoyer steny",0,0,1939,"M",0.381,0.121,"SO","51",1,16,86.5,0.25,0,1,1
"H000874",400189,"N00001821","Steny H.,Steny","Hoyer","MD",5,"D","hoyer steny h,hoyer steny",0,0,1939,"M",0.381,0.121,"SO","52",NA,16,96.25,0.25,0,1,1
"H000874",400189,"N00001821","Steny H.,Steny","Hoyer","MD",5,"D","hoyer steny h,hoyer steny",0,0,1939,"M",0.381,0.121,"SO","6",1,17,121.5,0,1,1,0
"H000874",400189,"N00001821","Steny H.,Steny","Hoyer","MD",5,"D","hoyer steny h,hoyer steny",0,0,1939,"M",0.381,0.121,"SO","7",1,18,90,0,1,1,0
"N000015",400291,"N00000153","Richard E.,Richard","Neal","MA",1,"D","neal richard e,neal richard",0,0,1949,"M",0.417,0.105,"NE","3",1,13,9,1,0,1,1
"N000015",400291,"N00000153","Richard E.,Richard","Neal","MA",1,"D","neal richard e,neal richard",0,0,1949,"M",0.417,0.105,"NE","4",1,14,17,0,0,1,0
"N000015",400291,"N00000153","Richard E.,Richard","Neal","MA",1,"D","neal richard e,neal richard",0,0,1949,"M",0.417,0.105,"NE","51",1,15,7.5,0.25,0,1,1
"N000015",400291,"N00000153","Richard E.,Richard","Neal","MA",1,"D","neal richard e,neal richard",0,0,1949,"M",0.417,0.105,"NE","52",1,15,26,3.25,0,1,1
"N000015",400291,"N00000153","Richard E.,Richard","Neal","MA",1,"D","neal richard e,neal richard",0,0,1949,"M",0.417,0.105,"NE","6",1,16,66.2,1,1,1,1
"N000015",400291,"N00000153","Richard E.,Richard","Neal","MA",1,"D","neal richard e,neal richard",0,0,1949,"M",0.417,0.105,"NE","7",1,17,40.6,1,1,1,1
"M000312",400263,"N00000179","Jim,James","McGovern","MA",2,"D","mcgovern jim",0,0,1959,"M",0.538,0.323,"NE","3",1,9,5,5.2,0,1,1
"M000312",400263,"N00000179","Jim,James","McGovern","MA",2,"D","mcgovern jim",0,0,1959,"M",0.538,0.323,"NE","4",1,10,2.51,0,0,1,0
"M000312",400263,"N00000179","Jim,James","McGovern","MA",2,"D","mcgovern jim",0,0,1959,"M",0.538,0.323,"NE","51",1,11,1,0.107,0,1,1
"M000312",400263,"N00000179","Jim,James","McGovern","MA",2,"D","mcgovern jim",0,0,1959,"M",0.538,0.323,"NE","52",1,11,6.25,0.357,0,1,1
"M000312",400263,"N00000179","Jim,James","McGovern","MA",2,"D","mcgovern jim",0,0,1959,"M",0.538,0.323,"NE","6",1,12,0.25,5.6,1,1,1
"M000312",400263,"N00000179","Jim,James","McGovern","MA",2,"D","mcgovern jim",0,0,1959,"M",0.538,0.323,"NE","7",1,13,0.5,0,1,1,0
"L000562",400249,"N00013855","Stephen F.,Stephen","Lynch","MA",8,"D","lynch stephen f,lynch stephen",0,0,1955,"M",0.348,0.037,"NE","3",1,7,3.7,0.25,0,1,1
"L000562",400249,"N00013855","Stephen F.,Stephen","Lynch","MA",8,"D","lynch stephen f,lynch stephen",0,0,1955,"M",0.348,0.037,"NE","4",1,8,0,0,0,0,0
"L000562",400249,"N00013855","Stephen F.,Stephen","Lynch","MA",8,"D","lynch stephen f,lynch stephen",0,0,1955,"M",0.348,0.037,"NE","51",1,9,2.75,0,0,1,0
"L000562",400249,"N00013855","Stephen F.,Stephen","Lynch","MA",8,"D","lynch stephen f,lynch stephen",0,0,1955,"M",0.348,0.037,"NE","52",1,9,3.25,2.5,0,1,1
"L000562",400249,"N00013855","Stephen F.,Stephen","Lynch","MA",8,"D","lynch stephen f,lynch stephen",0,0,1955,"M",0.348,0.037,"NE","6",1,10,0,0,1,0,0
"L000562",400249,"N00013855","Stephen F.,Stephen","Lynch","MA",8,"D","lynch stephen f,lynch stephen",0,0,1955,"M",0.348,0.037,"NE","7",1,11,0.75,0,1,1,0
"K000375",412435,"N00031933","Bill,William","Keating","MA",9,"D","keating bill",0,0,1952,"M",0.33,0.112,"NE","3",1,2,3.5,0,0,1,0
"K000375",412435,"N00031933","Bill,William","Keating","MA",9,"D","keating bill",0,0,1952,"M",0.33,0.112,"NE","4",1,3,10,0,0,1,0
"K000375",412435,"N00031933","Bill,William","Keating","MA",9,"D","keating bill",0,0,1952,"M",0.33,0.112,"NE","51",1,4,9.5,0,0,1,0
"K000375",412435,"N00031933","Bill,William","Keating","MA",9,"D","keating bill",0,0,1952,"M",0.33,0.112,"NE","52",1,4,10.5,0,0,1,0
"K000375",412435,"N00031933","Bill,William","Keating","MA",9,"D","keating bill",0,0,1952,"M",0.33,0.112,"NE","6",1,5,2,0,1,1,0
"K000375",412435,"N00031933","Bill,William","Keating","MA",9,"D","keating bill",0,0,1952,"M",0.33,0.112,"NE","7",1,6,0,0,1,0,0
"H001058",412437,"N00030673","Bill","Huizenga","MI",NA,"R","huizenga bill",0,0,1969,"M",0.536,0.026,"MW","3",0,2,12.3,0,0,1,0
"H001058",412437,"N00030673","Bill","Huizenga","MI",NA,"R","huizenga bill",0,0,1969,"M",0.536,0.026,"MW","4",0,3,22.05,0,0,1,0
"H001058",412437,"N00030673","Bill","Huizenga","MI",NA,"R","huizenga bill",0,0,1969,"M",0.536,0.026,"MW","51",0,4,26,0,0,1,0
"H001058",412437,"N00030673","Bill","Huizenga","MI",NA,"R","huizenga bill",0,0,1969,"M",0.536,0.026,"MW","52",0,4,25.5,0,0,1,0
"H001058",412437,"N00030673","Bill","Huizenga","MI",NA,"R","huizenga bill",0,0,1969,"M",0.536,0.026,"MW","6",0,5,26.988,0,1,1,0
"H001058",412437,"N00030673","Bill","Huizenga","MI",NA,"R","huizenga bill",0,0,1969,"M",0.536,0.026,"MW","7",0,6,9,0,1,1,0
"K000380",412546,"N00033395","Daniel T.,Daniel","Kildee","MI",NA,"D","kildee daniel t,kildee daniel",0,0,1958,"M",0.367,0.174,"MW","3",1,1,10,0,0,1,0
"K000380",412546,"N00033395","Daniel T.,Daniel","Kildee","MI",NA,"D","kildee daniel t,kildee daniel",0,0,1958,"M",0.367,0.174,"MW","4",1,2,10.6,0,0,1,0
"K000380",412546,"N00033395","Daniel T.,Daniel","Kildee","MI",NA,"D","kildee daniel t,kildee daniel",0,0,1958,"M",0.367,0.174,"MW","51",1,3,5.5,0,0,1,0
"K000380",412546,"N00033395","Daniel T.,Daniel","Kildee","MI",NA,"D","kildee daniel t,kildee daniel",0,0,1958,"M",0.367,0.174,"MW","52",1,3,6.5,0,0,1,0
"K000380",412546,"N00033395","Daniel T.,Daniel","Kildee","MI",NA,"D","kildee daniel t,kildee daniel",0,0,1958,"M",0.367,0.174,"MW","6",1,4,17.8,0,1,1,0
"K000380",412546,"N00033395","Daniel T.,Daniel","Kildee","MI",NA,"D","kildee daniel t,kildee daniel",0,0,1958,"M",0.367,0.174,"MW","7",1,5,24.5,0.5,1,1,1
"U000031",400414,"N00004133","Fred","Upton","MI",6,"R","upton fred",1,1,1953,"M",0.32,0.355,"MW","3",0,14,135.35,1,0,1,1
"U000031",400414,"N00004133","Fred","Upton","MI",6,"R","upton fred",1,1,1953,"M",0.32,0.355,"MW","4",0,15,142.613,0,0,1,0
"U000031",400414,"N00004133","Fred","Upton","MI",6,"R","upton fred",1,1,1953,"M",0.32,0.355,"MW","51",0,16,28.2,0,0,1,0
