"party","Vote_change_dummy","Vote7","Contribution_3_minus","Contribution_3_plus","Contribution_4_minus","Contribution_4_plus","Contribution_51_minus","Contribution_51_plus","Contribution_52_minus","Contribution_52_plus","Contribution_6_minus","Contribution_6_plus","Contribution_7_minus","Contribution_7_plus","state","BioID","seniority_117","birthday","Geographical","nominate_dim1","nominate_dim2","gender","pro_env_dummy","anti_env_dummy","district","Vote7_minus","Vote7_plus","Vote7_NA"
"D",0,1,NA,NA,NA,NA,3.7,0.5,5.7,0.5,4.5,0,8.5,0,"NY","M001206",3,1957,"NE",0.329,0.157,"M",0,1,25,0,1,0
"R",0,0,NA,NA,NA,NA,NA,NA,NA,NA,41.3,0,44,0,"ND","A000377",2,1976,"MW",0.449,0.101,"M",0,1,0,1,0,0
"R",0,0,NA,NA,NA,NA,59.75,5.45,88.85,17.25,39.188,0,23.133,0,"OH","B001306",3,1962,"MW",0.455,0.214,"M",0,1,12,1,0,0
"R",0,0,NA,NA,NA,NA,NA,NA,NA,NA,29.41,0,20.3,0,"OH","G000588",2,1984,"MW",0.24,0.315,"M",0,1,16,1,0,0
"D",0,1,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,"PA","D000631",2,1959,"NE",0.453,0.031,"F",0,1,4,0,1,0
"D",0,1,NA,NA,NA,NA,2.7,0.5,2.7,0.5,0,0,1.35,0,"PA","S001205",3,1959,"NE",0.475,0.082,"F",0,1,5,0,1,0
"D",0,1,NA,NA,NA,NA,NA,NA,NA,NA,2.9,0,6.9,0,"PA","H001085",2,1967,"NE",0.275,0.322,"F",0,1,6,0,1,0
"D",0,1,NA,NA,NA,NA,1.75,0,2.5,0,0,0,0,0,"PA","W000826",3,1957,"NE",0.262,0.324,"F",0,0,7,0,1,0
"R",0,0,NA,NA,NA,NA,NA,NA,NA,NA,4,0,14.51,0,"PA","M001204",2,1964,"NE",0.494,0.248,"M",0,1,9,1,0,0
"R",0,0,NA,NA,NA,NA,NA,NA,NA,NA,23.95,0,1.75,0,"PA","K000395",2,1965,"NE",0.498,0.171,"M",0,1,12,1,0,0
"R",0,0,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0.5,0,"PA","J000302",2,1957,"NE",0.569,0,"M",0,1,13,1,0,0
"R",0,0,NA,NA,NA,NA,NA,NA,NA,NA,58.8,0,1.5,0,"PA","R000610",2,1983,"NE",0.437,0.063,"M",0,1,14,1,0,0
"R",0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,0,13,0,"SC","T000480",2,1984,"SO",0.604,0.139,"M",0,1,4,1,0,0
"R",0,0,NA,NA,NA,NA,NA,NA,NA,NA,14.5,0,26.8,0,"SD","J000301",2,1976,"MW",0.462,0.142,"M",0,1,0,1,0,0
"R",0,0,NA,NA,NA,NA,NA,NA,NA,NA,17,0,10.7,0,"TN","B001309",2,1964,"SO",0.664,0.383,"M",0,1,2,1,0,0
"R",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1,3.5,0,"TN","R000612",2,1965,"SO",0.668,0.105,"M",0,1,6,1,0,0
"R",0,0,NA,NA,NA,NA,NA,NA,NA,NA,10.593,0,2,0,"TN","G000590",2,1964,"SO",0.671,0.015,"M",0,1,7,1,0,0
"R",0,0,NA,NA,NA,NA,NA,NA,NA,NA,105.988,2.8,127.689,0.25,"TX","C001120",2,1984,"SO",0.431,0.268,"M",1,1,2,1,0,0
"R",0,0,NA,NA,NA,NA,NA,NA,NA,NA,119.474,8.1,74.788,2.9,"TX","T000479",2,1972,"SO",0.581,0.223,"M",1,1,3,1,0,0
"R",0,0,NA,NA,NA,NA,NA,NA,NA,NA,33.1,0,14.3,0,"TX","G000589",2,1982,"SO",0.746,0.066,"M",0,1,5,1,0,0
"D",0,1,NA,NA,NA,NA,NA,NA,NA,NA,52.65,0.25,101.175,0,"TX","F000468",2,1975,"SO",0.454,0.891,"F",0,1,7,0,1,0
"D",0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2,0,"TX","E000299",2,1969,"SO",0.466,0.316,"F",0,1,16,0,1,0
"R",0,0,NA,NA,NA,NA,NA,NA,NA,NA,67.588,0,70.41,0,"TX","R000614",2,1972,"SO",0.8,0.6,"M",0,1,21,1,0,0
"D",0,1,NA,NA,NA,NA,NA,NA,NA,NA,16.5,0,7,0,"TX","G000587",2,1950,"SO",0.797,0.454,"F",0,1,29,0,1,0
"D",0,1,NA,NA,NA,NA,NA,NA,NA,NA,19.735,0,28.75,0,"TX","A000376",2,1983,"SO",0.43,0.708,"M",0,1,32,0,1,0
"D",0,1,NA,NA,NA,NA,NA,NA,NA,NA,2.8,5.6,7.3,0,"VA","L000591",2,1975,"SO",0.206,0.426,"F",0,1,2,0,1,0
"R",0,0,NA,NA,NA,NA,NA,NA,NA,NA,9.6,0,9.3,0,"VA","C001118",2,1972,"SO",0.72,0.202,"M",0,1,6,1,0,0
"D",0,1,NA,NA,NA,NA,NA,NA,NA,NA,8.86,0,6.95,2.9,"VA","S001209",2,1979,"SO",0.188,0.338,"F",1,1,7,0,1,0
"D",0,1,NA,NA,NA,NA,NA,NA,NA,NA,2.8,0,2.9,0,"VA","W000825",2,1968,"SO",0.369,0.313,"F",0,1,10,0,1,0
"D",0,1,NA,NA,NA,NA,NA,NA,NA,NA,3.1,1,0.9,2.9,"WA","S001216",2,1968,"WE",0.288,0.449,"F",1,1,8,0,1,0
"R",0,0,NA,NA,NA,NA,NA,NA,NA,NA,35,0,2.5,0,"WV","M001205",2,1950,"SO",0.517,0.108,"F",0,1,NA,1,0,0
"R",0,0,NA,NA,NA,NA,NA,NA,NA,NA,23.143,0,10.5,0,"WI","S001213",2,1981,"MW",0.414,0.068,"M",0,1,1,1,0,0
"R",0,NA,15,0,9.75,0,30.6,0,58.1,0.7,5.5,0,NA,NA,"AL","R000591",5,1976,"SO",0.362,0.658,"F",0,0,2,NA,NA,1
"R",0,NA,21,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ","S000018",5,1958,"WE",0.673,0.272,"M",0,0,5,NA,NA,1
"R",0,NA,6.1,0,7.25,0,NA,NA,NA,NA,NA,NA,NA,NA,"AZ","F000448",8,1957,"WE",0.749,0.087,"M",0,0,8,NA,NA,1
"R",0,NA,8.8,0.5,18.4,0,17.5,2.7,17.5,2.7,9.5,2.8,NA,NA,"CA","C001094",4,1943,"WE",0.372,0.208,"M",0,0,8,NA,NA,1
"R",0,NA,25.95,0,100.099,2.5,125.226,10.687,121.877,5.287,NA,NA,NA,NA,"CA","D000612",4,1967,"WE",0.306,0.212,"M",0,0,10,NA,NA,1
"D",0,NA,8.55,1.3,9.7,0.11,NA,NA,NA,NA,NA,NA,NA,NA,"CA","H001034",8,1941,"WE",0.529,0.482,"M",0,0,17,NA,NA,1
"D",0,NA,8.1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"CA","F000030",12,1941,"WE",0.455,0.219,"M",0,0,20,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA",NA,NA,NA,"WE",NA,NA,NA,0,0,21,NA,NA,1
"D",0,NA,5.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"CA","C001036",10,1938,"WE",0.389,0.227,"F",0,0,24,NA,NA,1
"D",0,NA,7,1,2.5,0,0,0,0,0,NA,NA,NA,NA,"CA","B000287",13,1958,"WE",0.512,0.283,"M",0,0,34,NA,NA,1
"R",0,NA,17.5,0,23,1,1.5,0,NA,NA,NA,NA,NA,NA,"CA","R000487",13,1951,"WE",0.657,0.353,"M",0,0,39,NA,NA,1
"D",0,NA,3.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"CA","H001063",3,1952,"WE",0.39,0.376,"F",0,0,44,NA,NA,1
"D",0,NA,8.9,0,9.45,0.1,NA,NA,NA,NA,NA,NA,NA,NA,"CA","S000030",10,1960,"WE",0.367,0.025,"F",0,0,46,NA,NA,1
"R",0,NA,8.2,1,1,0,16,0.5,20.5,0.5,NA,NA,NA,NA,"CA","R000409",15,1947,"WE",0.626,0.417,"M",0,0,48,NA,NA,1
"R",0,NA,8.1,0,26.5,0,1,0,1,0,1.5,0,NA,NA,"CA","H001048",6,1976,"WE",0.539,0.085,"M",0,0,50,NA,NA,1
"D",0,NA,2.6,0,2.5,0,2,0,2,1,0,0,NA,NA,"CA","D000598",10,1944,"WE",0.343,0.103,"F",0,0,53,NA,NA,1
"D",0,NA,0,0,0.35,0,0,0,0,0,NA,NA,NA,NA,"CO","P000598",5,1975,"WE",0.278,0.692,"M",0,0,2,NA,NA,1
"R",0,NA,68,0,62.85,0,29.2,2.8,29.7,3.05,19.288,0,NA,NA,"CO","T000470",5,1956,"WE",0.451,0.023,"M",0,0,3,NA,NA,1
"R",1,NA,99.05,0.25,68.911,0.5,58.3,2,74.2,60.55,NA,NA,NA,NA,"CO","C001077",5,1955,"WE",0.492,0.213,"M",0,0,6,NA,NA,1
"D",0,NA,3,2.6,9.125,0,3.725,0,2.7,0,NA,NA,NA,NA,"CT","E000293",3,1959,"NE",0.315,0.078,"F",0,0,5,NA,NA,1
"D",0,NA,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"DE","C001083",3,1956,"SO",0.256,0.142,"M",0,0,0,NA,NA,1
"R",0,NA,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FL","M001144",8,1959,"SO",0.633,0.155,"M",0,0,1,NA,NA,1
"R",0,NA,3,0,9.9,0,3,0,3,0,1.5,0,NA,NA,"FL","Y000065",4,1955,"SO",0.704,0.365,"M",0,0,3,NA,NA,1
"R",0,NA,2.5,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,"FL","C001045",8,1944,"SO",0.333,0.337,"M",0,0,4,NA,NA,1
"D",0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FL","B000911",12,1946,"SO",0.429,0.192,"F",0,0,5,NA,NA,1
"R",0,NA,10,0,43.125,0,2.7,0,0,0,NA,NA,NA,NA,"FL","D000621",3,1978,"SO",0.663,0.105,"M",0,0,6,NA,NA,1
"R",0,NA,23.5,0,5.8,0,NA,NA,NA,NA,NA,NA,NA,NA,"FL","M000689",12,1943,"SO",0.453,0.137,"M",0,0,7,NA,NA,1
"D",0,NA,0,0.25,1.231,0.1,NA,NA,NA,NA,NA,NA,NA,NA,"FL","G000556",3,1958,"SO",0.363,0.457,"M",0,0,9,NA,NA,1
"R",0,NA,13.75,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"FL","N000185",3,1951,"SO",0.483,0.077,"M",0,0,11,NA,NA,1
"R",0,NA,8.5,0,9,0,2,0,2,0,NA,NA,NA,NA,"FL","R000593",4,1959,"SO",0.531,0.099,"M",0,0,15,NA,NA,1
"R",0,NA,5.5,0,13,0,NA,NA,NA,NA,NA,NA,NA,NA,"FL","R000583",5,1970,"SO",0.458,0.013,"M",0,0,17,NA,NA,1
"D",0,NA,12.4,0,3.05,13.075,NA,NA,NA,NA,NA,NA,NA,NA,"FL","M001191",2,1983,"SO",0.186,0.026,"M",0,0,18,NA,NA,1
"R",1,NA,0,0,1.5,0,0,0,0,0,NA,NA,NA,NA,"FL","R000435",15,1952,"SO",0.244,0.225,"F",0,0,27,NA,NA,1
"R",0,NA,4.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"GA","W000796",6,1950,"SO",0.672,0.189,"M",0,0,3,NA,NA,1
"D",0,NA,2.75,0,2.5,0,5.604,0.2,3.344,0.215,4.67,0,NA,NA,"GA","L000287",17,1940,"SO",0.589,0.221,"M",0,0,5,NA,NA,1
"R",0,NA,23.5,0,14.5,0,0,0,0,0,NA,NA,NA,NA,"GA","P000591",7,1954,"SO",0.644,0.073,"M",0,0,6,NA,NA,1
"R",0,NA,4.5,0,18,0,14.5,0,15.5,0,3,0,NA,NA,"GA","W000810",5,1970,"SO",0.593,0.173,"M",0,0,7,NA,NA,1
"R",0,NA,12,0,27.45,0,9,0,10.5,0,11,0,NA,NA,"GA","C001093",4,1966,"SO",0.61,0.134,"M",0,0,9,NA,NA,1
"R",0,NA,8.5,0,13.75,0,22.7,0,16,0,23.25,0,NA,NA,"GA","G000560",6,1970,"SO",0.716,0.002,"M",0,0,14,NA,NA,1
"D",0,NA,21.05,2.5,0.25,0,0,0,0,0,NA,NA,NA,NA,"HI","H001050",4,1951,"WE",0.37,0.004,"F",0,0,1,NA,NA,1
"D",0,NA,5.3,5.1,1.25,3,5.051,0.65,0.24,0.677,10.134,0.5,NA,NA,"HI","G000571",4,1981,"WE",0.274,0.282,"F",0,0,2,NA,NA,1
"R",0,NA,2.5,0,11.2,0,0,0,0,0,NA,NA,NA,NA,"ID","L000573",4,1967,"WE",0.735,0.571,"M",0,0,1,NA,NA,1
"D",0,NA,5,0,3,0,19.9,1,14.9,0,23.5,0,NA,NA,"IL","L000563",8,1966,"MW",0.227,0.176,"M",0,0,3,NA,NA,1
"D",0,NA,0,0,5.4,0,0,0,0,0,NA,NA,NA,NA,"IL","G000535",13,1953,"MW",0.487,0.26,"M",0,0,4,NA,NA,1
"R",1,NA,43.3,0,20.85,0,38.25,3.225,35.35,3.225,NA,NA,NA,NA,"IL","R000580",6,1961,"MW",0.429,0.018,"M",0,0,6,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IL",NA,NA,NA,"MW",NA,NA,NA,0,0,8,NA,NA,1
"R",0,NA,16,0.25,22,0,24.5,0,28.5,0,NA,NA,NA,NA,"IL","H001059",4,1966,"MW",0.49,0.034,"M",0,0,14,NA,NA,1
"R",0,NA,106.5,6,215.482,10.6,88.5,9.75,116,8.5,103.5,0,NA,NA,"IL","S000364",12,1958,"MW",0.375,0.154,"M",0,0,15,NA,NA,1
"D",0,NA,8.5,0.5,28,1.5,13.5,2,18,0,7.5,0,NA,NA,"IN","V000108",17,1949,"MW",0.402,0.244,"M",0,0,1,NA,NA,1
"R",0,NA,12.85,17.6,63.755,2,NA,NA,NA,NA,NA,NA,NA,NA,"IN","S001188",4,1976,"MW",0.742,0.119,"M",0,0,3,NA,NA,1
"R",0,NA,15.1,0.5,16.35,0,35.7,5.2,6,3.2,NA,NA,NA,NA,"IN","R000592",4,1970,"MW",0.602,0.16,"M",0,0,4,NA,NA,1
"R",0,NA,4,0,24.7,5,23.05,8.25,19.05,8.25,13,0,NA,NA,"IN","B001284",4,1960,"MW",0.352,0.217,"F",0,0,5,NA,NA,1
"R",0,NA,11.1,0,28.5,0.5,18.9,0.5,6.85,0,NA,NA,NA,NA,"IN","M001189",3,1969,"MW",0.563,0.086,"M",0,0,6,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN",NA,NA,NA,"MW",NA,NA,NA,0,0,9,NA,NA,1
"D",0,NA,4.75,0,4.1,4.5,7.5,5,9.2,9.5,12,1,NA,NA,"IA","L000565",7,1952,"MW",0.276,0.027,"M",0,0,2,NA,NA,1
"R",0,NA,2,0,5.55,11.8,1.6,18.593,1.2,16.8,0,0,NA,NA,"IA","K000362",9,1949,"MW",0.613,0.171,"M",0,0,4,NA,NA,1
"R",0,NA,22.55,0.5,10.2,0,NA,NA,NA,NA,NA,NA,NA,NA,"KS","H001057",3,1968,"MW",0.744,0.466,"M",0,0,1,NA,NA,1
"R",0,NA,102.5,0,55.75,2.25,0,0,0,0,NA,NA,NA,NA,"KS","J000290",5,1963,"MW",0.523,0.004,"F",0,0,2,NA,NA,1
"R",0,NA,32,11.9,10.9,10,54.8,10,43.1,5,NA,NA,NA,NA,"KS","Y000063",4,1976,"MW",0.558,0.03,"M",0,0,3,NA,NA,1
"R",0,NA,212.05,12.4,45.75,0,0,0,0,0,NA,NA,NA,NA,"KS","P000602",4,1963,"MW",0.66,0.164,"M",0,0,4,NA,NA,1
"R",0,NA,151,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KY","W000413",11,1943,"SO",0.303,0.182,"M",0,0,1,NA,NA,1
"R",0,NA,65.7,0,172.737,1.5,NA,NA,NA,NA,NA,NA,NA,NA,"LA","B001255",6,1956,"SO",0.392,0.308,"M",0,0,3,NA,NA,1
"R",0,NA,62.75,0,39.55,0.5,NA,NA,NA,NA,NA,NA,NA,NA,"LA","F000456",4,1951,"SO",0.59,0.022,"M",0,0,4,NA,NA,1
"D",0,NA,1,0,0.46,1.225,NA,NA,NA,NA,NA,NA,NA,NA,"MD","E000290",5,1958,"SO",0.562,0.294,"F",0,0,4,NA,NA,1
"D",0,NA,7.5,0,5.5,0,2.7,1,0,0,NA,NA,NA,NA,"MD","D000620",3,1963,"SO",0.276,0.041,"M",0,0,6,NA,NA,1
"D",0,NA,38.8,0,9,0,10,0,5,0,4.5,0,NA,NA,"MD","C000984",13,1951,"SO",0.438,0.148,"M",0,0,7,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MD",NA,NA,NA,"SO",NA,NA,NA,0,0,8,NA,NA,1
"D",0,NA,0,0,1.25,0,0,0,0,0,NA,NA,NA,NA,"MA","T000465",6,1946,"NE",0.396,0.199,"F",0,0,3,NA,NA,1
"D",0,NA,5.45,0,14.4,0,11.05,5.65,9.05,5.65,6.45,0,NA,NA,"MA","K000379",4,1980,"NE",0.421,0.206,"M",0,0,4,NA,NA,1
"D",0,NA,0,0,1,0,21.4,5.65,21.4,5.65,NA,NA,NA,NA,"MA","C001037",10,1952,"NE",0.58,0.082,"M",0,0,7,NA,NA,1
"R",0,NA,64.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"MI","B001271",3,1952,"MW",0.491,0.15,"M",0,0,1,NA,NA,1
"R",0,NA,2.5,0,7.1,0,NA,NA,5,0,1.25,0,NA,NA,"MI","A000367",5,1980,"MW",0.654,0.757,"M",0,0,3,NA,NA,1
"D",0,NA,8.5,1,28.5,2,0,0,0,0,NA,NA,NA,NA,"MI","L000263",16,1931,"MW",0.379,0.091,"M",0,0,9,NA,NA,1
"R",0,NA,16,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"MI","M001150",7,1954,"MW",0.343,0.001,"F",0,0,10,NA,NA,1
"D",0,NA,6.5,0,1,0,0,0,0,0,NA,NA,NA,NA,"MI","C000714",16,1929,"MW",0.658,0.512,"M",0,0,13,NA,NA,1
"D",0,NA,9.5,2,16.5,2,0,0,0,0,NA,NA,NA,NA,"MN","W000799",6,1964,"MW",0.275,0.131,"M",0,0,1,NA,NA,1
"R",0,NA,10,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"MN","K000363",7,1947,"MW",0.49,0.154,"M",0,0,2,NA,NA,1
"R",0,NA,22.8,0,36.499,0.333,36.3,8.1,55.401,8.1,NA,NA,NA,NA,"MN","P000594",5,1965,"MW",0.402,0.191,"M",0,0,3,NA,NA,1
"D",0,NA,2.05,0.25,1.68,0,0.89,0.64,3.21,0.09,NA,NA,NA,NA,"MN","E000288",6,1963,"MW",0.537,0.58,"M",0,0,5,NA,NA,1
"D",0,NA,7,0,24.2,0,18.5,7.5,14.5,7.5,12,0,NA,NA,"MN","P000258",15,1944,"MW",0.148,0.712,"M",0,0,7,NA,NA,1
"D",0,NA,9.75,0,13.65,0,1,0,0,0,NA,NA,NA,NA,"MN","N000127",3,1943,"MW",0.372,0.372,"M",0,0,8,NA,NA,1
"R",0,NA,84.3,0,31.4,0,2.5,0,NA,NA,NA,NA,NA,NA,"MS","H001045",5,1956,"SO",0.384,0.48,"M",0,0,3,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MO",NA,NA,NA,"MW",NA,NA,NA,0,0,1,NA,NA,1
"R",0,NA,12.5,0,213.703,0,NA,NA,NA,NA,NA,NA,NA,NA,"NV","H001055",3,1961,"WE",0.324,0.014,"M",0,0,3,NA,NA,1
"D",0,NA,0.5,0,NA,NA,0,0,0,0,NA,NA,NA,NA,"NH","S001170",4,1952,"NE",0.315,0.131,"F",0,0,1,NA,NA,1
"R",0,NA,4,0.25,9,0,NA,NA,NA,NA,NA,NA,NA,NA,"NJ","L000554",12,1946,"NE",0.211,0.224,"M",0,0,2,NA,NA,1
"R",0,NA,19,10.4,12.1,0,NA,NA,NA,NA,NA,NA,NA,NA,"NJ","G000548",7,1959,"NE",0.688,0.243,"M",0,0,5,NA,NA,1
"R",1,NA,6,0,17.575,0,28.25,0,33,0,NA,NA,NA,NA,"NJ","L000567",5,1952,"NE",0.329,0.237,"M",0,0,7,NA,NA,1
"R",0,NA,32.48,0.5,20.677,0.1,20.356,0,4.5,0,NA,NA,NA,NA,"NJ","F000372",12,1946,"NE",0.292,0.262,"M",0,0,11,NA,NA,1
"D",0,NA,9.2,0,9.5,3,0,0,0,0,NA,NA,NA,NA,"NM","L000580",3,1959,"WE",0.313,0.047,"F",0,0,1,NA,NA,1
"R",0,NA,92.5,0,97.406,0,2.5,0,2.5,0,NA,NA,NA,NA,"NM","P000588",7,1947,"WE",0.472,0.064,"M",0,0,2,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NM",NA,NA,NA,"WE",NA,NA,NA,0,0,3,NA,NA,1
"R",0,NA,2,2,6,0,11.4,0,15.4,0,10.511,0,NA,NA,"NY","K000210",14,1944,"NE",0.259,0.03,"M",0,0,2,NA,NA,1
"D",0,NA,8.5,8.95,2,0,NA,NA,NA,NA,NA,NA,NA,NA,"NY","I000057",8,1958,"NE",0.334,0.051,"M",0,0,3,NA,NA,1
"D",0,NA,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"NY","R000053",15,1930,"NE",0.514,0.341,"M",0,0,13,NA,NA,1
"D",0,NA,23,9.05,33,0.035,33.5,0.5,30,1.5,NA,NA,NA,NA,"NY","C001038",10,1962,"NE",0.412,0.07,"M",0,0,14,NA,NA,1
"D",0,NA,0,0,0,0,0,0,0,0,1,0,NA,NA,"NY","S000248",16,1943,"NE",0.491,0.377,"M",0,0,15,NA,NA,1
"D",0,NA,2,0,15,1,17.2,2,18.4,2,7,0,NA,NA,"NY","E000179",16,1947,"NE",0.408,0.093,"M",0,0,16,NA,NA,1
"D",0,NA,0.5,0,0,0,6.2,0,6.2,0,6.7,0,NA,NA,"NY","L000480",16,1937,"NE",0.389,0.152,"F",0,0,17,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY",NA,NA,NA,"NE",NA,NA,NA,0,0,18,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY",NA,NA,NA,"NE",NA,NA,NA,0,0,19,NA,NA,1
"R",1,NA,3.25,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"NY","H001051",3,1951,"NE",0.215,0.145,"M",0,0,22,NA,NA,1
"D",0,NA,4.5,2.5,2,0,2.5,0,2.5,0,NA,NA,NA,NA,"NY","S000480",16,1929,"NE",0.465,0.104,"F",0,0,25,NA,NA,1
"R",0,NA,2,0,33.55,1,18.4,0.855,31.9,0.355,0,0,NA,NA,"NY","C001092",4,1950,"NE",0.357,0.236,"M",0,0,27,NA,NA,1
"R",0,NA,11,0,30.5,2,NA,NA,NA,NA,NA,NA,NA,NA,"NC","E000291",3,1964,"SO",0.406,0.338,"F",0,0,2,NA,NA,1
"R",0,NA,27,1,12.8,0,18.7,0,16.2,0,NA,NA,NA,NA,"NC","P000606",3,1948,"SO",0.561,0.333,"M",0,0,9,NA,NA,1
"R",0,NA,2.5,0,6.5,0,16,0,13,0.5,3.85,0,NA,NA,"NC","M001187",4,1959,"SO",0.605,0.201,"M",0,0,11,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NC",NA,NA,NA,"SO",NA,NA,NA,0,0,13,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ND",NA,NA,NA,"MW",NA,NA,NA,0,0,0,NA,NA,1
"R",0,NA,53.15,0,45.8,0,3.5,0,2.5,0,NA,NA,NA,NA,"OH","T000462",9,1962,"MW",0.386,0.026,"M",0,0,12,NA,NA,1
"R",0,NA,29.75,0.3,39.48,1,170.825,2.5,199.675,2.6,NA,NA,NA,NA,"OH","R000586",4,1958,"MW",0.387,0.143,"M",0,0,16,NA,NA,1
"R",0,NA,10.75,0,18,0,0,0,0,0,NA,NA,NA,NA,"OK","B001283",3,1975,"SO",0.689,0.157,"M",0,0,1,NA,NA,1
"R",0,NA,43.25,2,85.85,0,133.35,2,190.85,0,105,0,NA,NA,"OR","W000791",11,1957,"WE",0.333,0.011,"M",0,0,2,NA,NA,1
"D",0,NA,0,0,20.275,0,0,0,0.25,0,NA,NA,NA,NA,"PA","B001227",11,1945,"NE",0.484,0.225,"M",0,0,1,NA,NA,1
"R",1,NA,19,5.4,26.7,6.5,7,0,NA,NA,NA,NA,NA,NA,"PA","M001181",4,1955,"NE",0.22,0.076,"M",0,0,7,NA,NA,1
"R",0,NA,25.9,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"PA","F000451",4,1963,"NE",0.202,0.186,"M",0,0,8,NA,NA,1
"R",0,NA,106.85,1,127.362,0,3,0,NA,NA,NA,NA,NA,NA,"PA","S001154",9,1961,"NE",0.374,0.323,"M",0,0,9,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PA",NA,NA,NA,"NE",NA,NA,NA,0,0,10,NA,NA,1
"R",0,NA,13.05,0,27,0,86.525,0.9,89.505,0.9,NA,NA,NA,NA,"PA","B001269",4,1956,"NE",0.278,0.393,"M",0,0,11,NA,NA,1
"R",0,NA,81.85,0,45.45,0,77.2,1.25,92.799,1,NA,NA,NA,NA,"PA","R000598",3,1962,"NE",0.498,0.044,"M",0,0,12,NA,NA,1
"R",0,NA,56.919,0,21.5,0,0,0,0,0,NA,NA,NA,NA,"PA","D000604",7,1960,"NE",0.244,0.085,"M",0,0,15,NA,NA,1
"R",0,NA,34,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"PA","P000373",10,1939,"NE",0.538,0.012,"M",0,0,16,NA,NA,1
"R",0,NA,74.25,0,53.25,1,0,0,0,0,NA,NA,NA,NA,"PA","M001151",8,1952,"NE",0.258,0.198,"M",0,0,18,NA,NA,1
"R",1,NA,12.6,0,2,0,5,4.2,7.5,4.2,NA,NA,NA,NA,"SC","S000051",6,1960,"SO",0.686,0.728,"M",0,0,1,NA,NA,1
"R",0,NA,9.5,0,15.2,0,3.75,0,2.75,0,NA,NA,NA,NA,"SC","G000566",4,1964,"SO",0.655,0.002,"M",0,0,4,NA,NA,1
"R",0,NA,15.5,0,11.5,0,0,0,0,0,NA,NA,NA,NA,"SC","M001182",4,1967,"SO",0.75,0.592,"M",0,0,5,NA,NA,1
"R",0,NA,48.65,6.7,37.95,1,3.5,0,0,0,NA,NA,NA,NA,"SD","N000184",4,1971,"MW",0.398,0.326,"F",0,0,0,NA,NA,1
"R",0,NA,4.5,0,0.5,0,3.7,0,3.7,0,0.5,0,NA,NA,"TN","R000582",6,1945,"SO",0.486,0.024,"M",0,0,1,NA,NA,1
"R",0,NA,6.5,0,4,2,0,0,0,0,NA,NA,NA,NA,"TN","D000533",16,1947,"SO",0.604,0.476,"M",0,0,2,NA,NA,1
"R",0,NA,27.625,0,23,0,NA,NA,0,0,NA,NA,NA,NA,"TN","B001273",4,1951,"SO",0.58,0.219,"F",0,0,6,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TN",NA,NA,NA,"SO",NA,NA,NA,0,0,7,NA,NA,1
