"last_name","first_name","state","opensecrets_id","bioguide_id","district","Industry_Type","total"
"Marino","Tom","PA","N00031777","M001179",12,"-",14900
"Marino","Tom","PA","N00031777","M001179",12,"+",0
"Massie","Thomas","KY","N00034041","M001184",4,"-",2000
"Massie","Thomas","KY","N00034041","M001184",4,"+",0
"Mast","Brian","FL","N00037269","M001199",21,"-",47987
"Mast","Brian","FL","N00037269","M001199",21,"+",6387
"Matsui","Doris","CA","N00027459","M001163",7,"-",15500
"Matsui","Doris","CA","N00027459","M001163",7,"+",0
"McCarthy","Kevin","CA","N00028152","M001165",20,"-",248450
"McCarthy","Kevin","CA","N00028152","M001165",20,"+",2800
"McCaul","Michael","TX","N00026460","M001157",10,"-",30850
"McCaul","Michael","TX","N00026460","M001157",10,"+",250
"McClintock","Tom","CA","N00006863","M001177",5,"-",11405
"McClintock","Tom","CA","N00006863","M001177",5,"+",300
"McCollum","Betty","MN","N00012942","M001143",4,"-",1500
"McCollum","Betty","MN","N00012942","M001143",4,"+",250
"McEachin","A.","VA","N00039327","M001200",4,"-",6000
"McEachin","A.","VA","N00039327","M001200",4,"+",2500
"McGovern","James","MA","N00000179","M000312",2,"-",1000
"McGovern","James","MA","N00000179","M000312",2,"+",107
"McHenry","Patrick","NC","N00026627","M001156",10,"-",40000
"McHenry","Patrick","NC","N00026627","M001156",10,"+",4200
"McKinley","David","WV","N00031681","M001180",1,"-",58175
"McKinley","David","WV","N00031681","M001180",1,"+",3700
"McMorris Rodgers","Cathy","WA","N00026314","M001159",5,"-",94314
"McMorris Rodgers","Cathy","WA","N00026314","M001159",5,"+",5000
"McNerney","Jerry","CA","N00026926","M001166",9,"-",27325
"McNerney","Jerry","CA","N00026926","M001166",9,"+",1100
"Meadows","Mark","NC","N00033631","M001187",11,"-",16000
"Meadows","Mark","NC","N00033631","M001187",11,"+",0
"Meehan","Patrick","PA","N00031134","M001181",7,"-",2000
"Meehan","Patrick","PA","N00031134","M001181",7,"+",0
"Meeks","Gregory","NY","N00001171","M001137",5,"-",4500
"Meeks","Gregory","NY","N00001171","M001137",5,"+",3500
"Meng","Grace","NY","N00034547","M001188",6,"-",750
"Meng","Grace","NY","N00034547","M001188",6,"+",600
"Messer","Luke","IN","N00012546","M001189",6,"-",16200
"Messer","Luke","IN","N00012546","M001189",6,"+",500
"Mitchell","Paul","MI","N00036274","M001201",10,"-",15500
"Mitchell","Paul","MI","N00036274","M001201",10,"+",0
"Moolenaar","John","MI","N00036275","M001194",2,"-",20500
"Moolenaar","John","MI","N00036275","M001194",2,"+",0
"Mooney","Alexander","WV","N00033814","M001195",2,"-",26800
"Mooney","Alexander","WV","N00033814","M001195",2,"+",2000
"Moore","Gwen","WI","N00026914","M001160",4,"-",2000
"Moore","Gwen","WI","N00026914","M001160",4,"+",0
"Morelle","Joseph","NY","N00043207","M001206",25,"-",3700
"Morelle","Joseph","NY","N00043207","M001206",25,"+",500
"Murphy","Stephanie","FL","N00040133","M001202",7,"-",7400
"Murphy","Stephanie","FL","N00040133","M001202",7,"+",1200
"Nadler","Jerrold","NY","N00000939","N000002",12,"-",1000
"Nadler","Jerrold","NY","N00000939","N000002",12,"+",0
"Napolitano","Grace","CA","N00006789","N000179",31,"-",5500
"Napolitano","Grace","CA","N00006789","N000179",31,"+",0
"Neal","Richard","MA","N00000153","N000015",1,"-",7500
"Neal","Richard","MA","N00000153","N000015",1,"+",250
"Newhouse","Dan","WA","N00036403","N000189",4,"-",20700
"Newhouse","Dan","WA","N00036403","N000189",4,"+",2140
"Noem","Kristi","SD","N00032022","N000184",0,"-",3500
"Noem","Kristi","SD","N00032022","N000184",0,"+",0
"Nolan","Richard","MN","N00021207","N000127",8,"-",1000
"Nolan","Richard","MN","N00021207","N000127",8,"+",0
"Norcross","Donald","NJ","N00036154","N000188",1,"-",8999
"Norcross","Donald","NJ","N00036154","N000188",1,"+",250
"Norman","Ralph","SC","N00027783","N000190",5,"-",13100
"Norman","Ralph","SC","N00027783","N000190",5,"+",0
"Nunes","Devin","CA","N00007248","N000181",22,"-",69600
"Nunes","Devin","CA","N00007248","N000181",22,"+",1050
"Olson","Pete","TX","N00029285","O000168",22,"-",67978
"Olson","Pete","TX","N00029285","O000168",22,"+",0
"O’Halleran","Tom","AZ","N00037515","O000171",1,"-",15060
"O’Halleran","Tom","AZ","N00037515","O000171",1,"+",400
"O’Rourke","Beto","TX","N00033540","O000170",16,"-",142414
"O’Rourke","Beto","TX","N00033540","O000170",16,"+",27909
"Palazzo","Steven","MS","N00031958","P000601",4,"-",23000
"Palazzo","Steven","MS","N00031958","P000601",4,"+",0
"Pallone","Frank","NJ","N00000781","P000034",6,"-",24750
"Pallone","Frank","NJ","N00000781","P000034",6,"+",20250
"Palmer","Gary","AL","N00035691","P000609",6,"-",8750
"Palmer","Gary","AL","N00035691","P000609",6,"+",1000
"Panetta","Jimmy","CA","N00038601","P000613",19,"-",15000
"Panetta","Jimmy","CA","N00038601","P000613",19,"+",0
"Pascrell","Bill","NJ","N00000751","P000096",9,"-",2000
"Pascrell","Bill","NJ","N00000751","P000096",9,"+",0
"Paulsen","Erik","MN","N00029391","P000594",3,"-",36300
"Paulsen","Erik","MN","N00029391","P000594",3,"+",5400
"Payne","Donald","NJ","N00034639","P000604",10,"-",8000
"Payne","Donald","NJ","N00034639","P000604",10,"+",0
"Pearce","Stevan","NM","N00012672","P000588",2,"-",2500
"Pearce","Stevan","NM","N00012672","P000588",2,"+",0
"Pelosi","Nancy","CA","N00007360","P000197",11,"-",10720
"Pelosi","Nancy","CA","N00007360","P000197",11,"+",125
"Perlmutter","Ed","CO","N00027510","P000593",7,"-",5500
"Perlmutter","Ed","CO","N00027510","P000593",7,"+",0
"Perry","Scott","PA","N00034120","P000605",10,"-",23200
"Perry","Scott","PA","N00034120","P000605",10,"+",0
"Peters","Scott","CA","N00033591","P000608",50,"-",47800
"Peters","Scott","CA","N00033591","P000608",50,"+",1300
"Peterson","Collin","MN","N00004558","P000258",7,"-",18500
"Peterson","Collin","MN","N00004558","P000258",7,"+",7500
"Pingree","Chellie","ME","N00013817","P000597",1,"-",1075
"Pingree","Chellie","ME","N00013817","P000597",1,"+",1
"Pittenger","Robert","NC","N00034416","P000606",9,"-",18700
"Pittenger","Robert","NC","N00034416","P000606",9,"+",0
"Pocan","Mark","WI","N00033549","P000607",2,"-",10000
"Pocan","Mark","WI","N00033549","P000607",2,"+",0
"Poe","Ted","TX","N00026457","P000592",2,"-",-3000
"Poe","Ted","TX","N00026457","P000592",2,"+",0
"Poliquin","Bruce","ME","N00034584","P000611",2,"-",24500
"Poliquin","Bruce","ME","N00034584","P000611",2,"+",3043
"Posey","Bill","FL","N00029662","P000599",8,"-",3000
"Posey","Bill","FL","N00029662","P000599",8,"+",0
"Price","David","NC","N00002260","P000523",4,"-",3500
"Price","David","NC","N00002260","P000523",4,"+",250
"Quigley","Mike","IL","N00030581","Q000023",5,"-",1000
"Quigley","Mike","IL","N00030581","Q000023",5,"+",0
"Ratcliffe","John","TX","N00035972","R000601",4,"-",10500
"Ratcliffe","John","TX","N00035972","R000601",4,"+",0
"Reed","Tom","NY","N00030949","R000585",23,"-",40925
"Reed","Tom","NY","N00030949","R000585",23,"+",-500
"Renacci","James","OH","N00031127","R000586",16,"-",167525
"Renacci","James","OH","N00031127","R000586",16,"+",2500
"Rice","Kathleen","NY","N00035927","R000602",4,"-",6100
"Rice","Kathleen","NY","N00035927","R000602",4,"+",500
"Rice","Tom","SC","N00033832","R000597",7,"-",32200
"Rice","Tom","SC","N00033832","R000597",7,"+",0
"Richmond","Cedric","LA","N00030184","R000588",2,"-",30500
"Richmond","Cedric","LA","N00030184","R000588",2,"+",0
"Roby","Martha","AL","N00030768","R000591",2,"-",30600
"Roby","Martha","AL","N00030768","R000591",2,"+",0
"Roe","David","TN","N00028463","R000582",1,"-",3700
"Roe","David","TN","N00028463","R000582",1,"+",0
"Rogers","Harold","KY","N00003473","R000395",5,"-",16000
"Rogers","Harold","KY","N00003473","R000395",5,"+",0
"Rogers","Mike","AL","N00024759","R000575",3,"-",15000
"Rogers","Mike","AL","N00024759","R000575",3,"+",0
"Rohrabacher","Dana","CA","N00007151","R000409",48,"-",16000
"Rohrabacher","Dana","CA","N00007151","R000409",48,"+",500
"Rokita","Todd","IN","N00031741","R000592",4,"-",19700
"Rokita","Todd","IN","N00031741","R000592",4,"+",5200
"Rooney","Francis","FL","N00040007","R000607",19,"-",-2500
"Rooney","Francis","FL","N00040007","R000607",19,"+",0
"Rooney","Thomas","FL","N00029018","R000583",17,"-",-4000
"Rooney","Thomas","FL","N00029018","R000583",17,"+",0
"Roskam","Peter","IL","N00004719","R000580",6,"-",38250
"Roskam","Peter","IL","N00004719","R000580",6,"+",3225
"Ross","Dennis","FL","N00030645","R000593",15,"-",2000
"Ross","Dennis","FL","N00030645","R000593",15,"+",0
"Rothfus","Keith","PA","N00031253","R000598",12,"-",77200
"Rothfus","Keith","PA","N00031253","R000598",12,"+",1250
"Rouzer","David","NC","N00033527","R000603",7,"-",22000
"Rouzer","David","NC","N00033527","R000603",7,"+",1000
"Roybal-Allard","Lucille","CA","N00006671","R000486",40,"-",5000
"Roybal-Allard","Lucille","CA","N00006671","R000486",40,"+",0
"Royce","Edward","CA","N00008264","R000487",39,"-",-11000
"Royce","Edward","CA","N00008264","R000487",39,"+",0
"Ruiz","Raul","CA","N00033510","R000599",25,"-",6825
"Ruiz","Raul","CA","N00033510","R000599",25,"+",210
"Ruppersberger","C.","MD","N00025482","R000576",2,"-",4750
"Ruppersberger","C.","MD","N00025482","R000576",2,"+",0
"Rush","Bobby","IL","N00004887","R000515",1,"-",8000
"Rush","Bobby","IL","N00004887","R000515",1,"+",0
"Russell","Steve","OK","N00036175","R000604",5,"-",36350
"Russell","Steve","OK","N00036175","R000604",5,"+",0
"Rutherford","John","FL","N00039777","R000609",5,"-",3700
"Rutherford","John","FL","N00039777","R000609",5,"+",0
"Ryan","Paul","WI","N00004357","R000570",1,"-",112733
"Ryan","Paul","WI","N00004357","R000570",1,"+",11200
"Ryan","Tim","OH","N00025280","R000577",13,"-",16900
"Ryan","Tim","OH","N00025280","R000577",13,"+",0
"Sanford","Marshall","SC","N00002424","S000051",1,"-",5000
"Sanford","Marshall","SC","N00002424","S000051",1,"+",4200
"Sarbanes","John","MD","N00027751","S001168",3,"-",500
"Sarbanes","John","MD","N00027751","S001168",3,"+",0
"Scalise","Steve","LA","N00009660","S001176",1,"-",144825
"Scalise","Steve","LA","N00009660","S001176",1,"+",9100
"Scanlon","Mary","PA","N00042706","S001205",5,"-",2700
"Scanlon","Mary","PA","N00042706","S001205",5,"+",500
"Schakowsky","Janice","IL","N00004724","S001145",9,"-",150
"Schakowsky","Janice","IL","N00004724","S001145",9,"+",2375
"Schiff","Adam","CA","N00009585","S001150",30,"-",8340
"Schiff","Adam","CA","N00009585","S001150",30,"+",1050
"Schneider","Bradley","IL","N00033101","S001190",10,"-",3000
"Schneider","Bradley","IL","N00033101","S001190",10,"+",0
"Schrader","Kurt","OR","N00030071","S001180",5,"-",28000
"Schrader","Kurt","OR","N00030071","S001180",5,"+",0
"Schweikert","David","AZ","N00006460","S001183",1,"-",12000
"Schweikert","David","AZ","N00006460","S001183",1,"+",0
"Scott","Austin","GA","N00032457","S001189",8,"-",7500
"Scott","Austin","GA","N00032457","S001189",8,"+",0
"Scott","David","GA","N00024871","S001157",13,"-",1000
"Scott","David","GA","N00024871","S001157",13,"+",0
"Scott","Robert","VA","N00002147","S000185",3,"-",3000
"Scott","Robert","VA","N00002147","S000185",3,"+",0
"Sensenbrenner","F.","WI","N00004291","S000244",5,"-",1500
"Sensenbrenner","F.","WI","N00004291","S000244",5,"+",0
"Sessions","Pete","TX","N00005681","S000250",17,"-",50400
"Sessions","Pete","TX","N00005681","S000250",17,"+",9600
"Sewell","Terri","AL","N00030622","S001185",7,"-",15250
"Sewell","Terri","AL","N00030622","S001185",7,"+",0
"Sherman","Brad","CA","N00006897","S000344",32,"-",1000
"Sherman","Brad","CA","N00006897","S000344",32,"+",0
"Shimkus","John","IL","N00004961","S000364",15,"-",86000
"Shimkus","John","IL","N00004961","S000364",15,"+",8750
"Shuster","Bill","PA","N00013770","S001154",9,"-",500
"Shuster","Bill","PA","N00013770","S001154",9,"+",0
"Simpson","Michael","ID","N00006263","S001148",2,"-",45200
"Simpson","Michael","ID","N00006263","S001148",2,"+",0
"Sires","Albio","NJ","N00027523","S001165",8,"-",1000
"Sires","Albio","NJ","N00027523","S001165",8,"+",0
"Slaughter","Louise","NY","N00001311","S000480",25,"-",2500
"Slaughter","Louise","NY","N00001311","S000480",25,"+",0
"Smith","Adam","WA","N00007833","S000510",9,"-",3500
"Smith","Adam","WA","N00007833","S000510",9,"+",0
"Smith","Adrian","NE","N00027623","S001172",3,"-",12450
"Smith","Adrian","NE","N00027623","S001172",3,"+",7000
"Smith","Christopher","NJ","N00009816","S000522",4,"-",8099
"Smith","Christopher","NJ","N00009816","S000522",4,"+",0
"Smith","Jason","MO","N00035282","S001195",8,"-",26500
"Smith","Jason","MO","N00035282","S001195",8,"+",2000
"Smith","Lamar","TX","N00001811","S000583",21,"-",-5000
"Smith","Lamar","TX","N00001811","S000583",21,"+",0
"Smucker","Lloyd","PA","N00038781","S001199",11,"-",41608
"Smucker","Lloyd","PA","N00038781","S001199",11,"+",5287
"Soto","Darren","FL","N00037422","S001200",9,"-",6000
"Soto","Darren","FL","N00037422","S001200",9,"+",0
"Speier","Jackie","CA","N00029649","S001175",14,"-",1500
"Speier","Jackie","CA","N00029649","S001175",14,"+",0
"Stefanik","Elise","NY","N00035523","S001196",21,"-",34750
"Stefanik","Elise","NY","N00035523","S001196",21,"+",5493
"Stewart","Chris","UT","N00033932","S001192",2,"-",15150
"Stewart","Chris","UT","N00033932","S001192",2,"+",0
"Stivers","Steve","OH","N00029574","S001187",15,"-",85150
"Stivers","Steve","OH","N00029574","S001187",15,"+",0
"Suozzi","Thomas","NY","N00038742","S001201",3,"-",1000
"Suozzi","Thomas","NY","N00038742","S001201",3,"+",0
"Swalwell","Eric","CA","N00033508","S001193",14,"-",19900
"Swalwell","Eric","CA","N00033508","S001193",14,"+",1850
"Sánchez","Linda","CA","N00024870","S001156",38,"-",9000
"Sánchez","Linda","CA","N00024870","S001156",38,"+",0
"Takano","Mark","CA","N00006701","T000472",39,"-",3000
"Takano","Mark","CA","N00006701","T000472",39,"+",0
"Taylor","Scott","VA","N00031263","T000477",2,"-",62359
"Taylor","Scott","VA","N00031263","T000477",2,"+",5287
"Tenney","Claudia","NY","N00036351","T000478",24,"-",27868
"Tenney","Claudia","NY","N00036351","T000478",24,"+",5400
"Thompson","Bennie","MS","N00003288","T000193",2,"-",19000
"Thompson","Bennie","MS","N00003288","T000193",2,"+",0
"Thompson","Glenn","PA","N00029736","T000467",15,"-",33100
"Thompson","Glenn","PA","N00029736","T000467",15,"+",0
"Thompson","Mike","CA","N00007419","T000460",4,"-",14500
"Thompson","Mike","CA","N00007419","T000460",4,"+",5000
"Thornberry","Mac","TX","N00006052","T000238",13,"-",22475
"Thornberry","Mac","TX","N00006052","T000238",13,"+",300
"Tiberi","Patrick","OH","N00009699","T000462",12,"-",-3500
"Tiberi","Patrick","OH","N00009699","T000462",12,"+",0
"Tipton","Scott","CO","N00027509","T000470",3,"-",29200
"Tipton","Scott","CO","N00027509","T000470",3,"+",2800
"Titus","Dina","NV","N00030191","T000468",1,"-",3500
"Titus","Dina","NV","N00030191","T000468",1,"+",0
"Tonko","Paul","NY","N00030196","T000469",20,"-",15925
"Tonko","Paul","NY","N00030196","T000469",20,"+",2400
"Torres","Norma","CA","N00036107","T000474",35,"-",750
"Torres","Norma","CA","N00036107","T000474",35,"+",0
"Turner","Michael","OH","N00025175","T000463",10,"-",3500
"Turner","Michael","OH","N00025175","T000463",10,"+",0
"Upton","Fred","MI","N00004133","U000031",6,"-",28200
"Upton","Fred","MI","N00004133","U000031",6,"+",0
"Valadao","David","CA","N00033367","V000129",22,"-",74027
"Valadao","David","CA","N00033367","V000129",22,"+",5287
"Vargas","Juan","CA","N00007021","V000130",52,"-",5000
"Vargas","Juan","CA","N00007021","V000130",52,"+",0
"Veasey","Marc","TX","N00033839","V000131",33,"-",14500
"Veasey","Marc","TX","N00033839","V000131",33,"+",0
"Vela","Filemon","TX","N00034349","V000132",34,"-",19500
"Vela","Filemon","TX","N00034349","V000132",34,"+",0
"Velázquez","Nydia","NY","N00001102","V000081",7,"-",1000
"Velázquez","Nydia","NY","N00001102","V000081",7,"+",0
"Visclosky","Peter","IN","N00003813","V000108",1,"-",13500
"Visclosky","Peter","IN","N00003813","V000108",1,"+",2000
"Wagner","Ann","MO","N00033106","W000812",2,"-",27000
"Wagner","Ann","MO","N00033106","W000812",2,"+",400
"Walberg","Tim","MI","N00026368","W000798",5,"-",59450
"Walberg","Tim","MI","N00026368","W000798",5,"+",0
"Walden","Greg","OR","N00007690","W000791",2,"-",125850
"Walden","Greg","OR","N00007690","W000791",2,"+",2000
"Walker","Mark","NC","N00035311","W000819",6,"-",12000
"Walker","Mark","NC","N00035311","W000819",6,"+",0
"Walorski","Jackie","IN","N00031226","W000813",2,"-",35000
"Walorski","Jackie","IN","N00031226","W000813",2,"+",1000
"Walters","Mimi","CA","N00035391","W000820",45,"-",44000
"Walters","Mimi","CA","N00035391","W000820",45,"+",0
"Wasserman Schultz","Debbie","FL","N00026106","W000797",25,"-",21650
"Wasserman Schultz","Debbie","FL","N00026106","W000797",25,"+",1500
"Waters","Maxine","CA","N00006690","W000187",43,"-",250
"Waters","Maxine","CA","N00006690","W000187",43,"+",0
"Watson Coleman","Bonnie","NJ","N00036158","W000822",12,"-",3000
"Watson Coleman","Bonnie","NJ","N00036158","W000822",12,"+",0
"Weber","Randy","TX","N00033539","W000814",14,"-",48500
"Weber","Randy","TX","N00033539","W000814",14,"+",500
"Webster","Daniel","FL","N00026335","W000806",11,"-",3300
"Webster","Daniel","FL","N00026335","W000806",11,"+",0
"Wenstrup","Brad","OH","N00033310","W000815",2,"-",4565
"Wenstrup","Brad","OH","N00033310","W000815",2,"+",0
"Westerman","Bruce","AR","N00035527","W000821",4,"-",37400
"Westerman","Bruce","AR","N00035527","W000821",4,"+",1000
"Wild","Susan","PA","N00041997","W000826",7,"-",1750
"Wild","Susan","PA","N00041997","W000826",7,"+",0
"Williams","Roger","TX","N00030602","W000816",25,"-",18350
"Williams","Roger","TX","N00030602","W000816",25,"+",0
"Wilson","Frederica","FL","N00030650","W000808",24,"-",1500
"Wilson","Frederica","FL","N00030650","W000808",24,"+",0
"Wilson","Joe","SC","N00024809","W000795",2,"-",25400
"Wilson","Joe","SC","N00024809","W000795",2,"+",2700
"Wittman","Robert","VA","N00029459","W000804",1,"-",19000
"Wittman","Robert","VA","N00029459","W000804",1,"+",0
"Womack","Steve","AR","N00031857","W000809",3,"-",19500
"Womack","Steve","AR","N00031857","W000809",3,"+",0
"Woodall","Rob","GA","N00032416","W000810",7,"-",11000
"Woodall","Rob","GA","N00032416","W000810",7,"+",0
"Yarmuth","John","KY","N00028073","Y000062",3,"-",1500
"Yarmuth","John","KY","N00028073","Y000062",3,"+",1000
"Yoder","Kevin","KS","N00031502","Y000063",3,"-",52100
"Yoder","Kevin","KS","N00031502","Y000063",3,"+",10000
"Yoho","Ted","FL","N00033220","Y000065",3,"-",3000
"Yoho","Ted","FL","N00033220","Y000065",3,"+",0
"Young","David","IA","N00035509","Y000066",3,"-",38467
"Young","David","IA","N00035509","Y000066",3,"+",20787
"Young","Don","AK","N00007999","Y000033",0,"-",32200
"Young","Don","AK","N00007999","Y000033",0,"+",500
"Zeldin","Lee","NY","N00029404","Z000017",1,"-",18080
"Zeldin","Lee","NY","N00029404","Z000017",1,"+",0
