"last_name","first_name","birthday","gender","type","state","district","bioguide_id","opensecrets_id"
"Joyce","John",1957-02-08,"M","rep","PA",13,"J000302","N00043242"
"Reschenthaler","Guy",1983-04-17,"M","rep","PA",14,"R000610","N00041871"
"Timmons","William",1984-04-30,"M","rep","SC",4,"T000480","N00042715"
"Johnson","Dusty",1976-09-30,"M","rep","SD",0,"J000301","N00040559"
"Burchett","Tim",1964-08-25,"M","rep","TN",2,"B001309","N00041594"
"Rose","John",1965-02-23,"M","rep","TN",6,"R000612","N00041599"
"Green","Mark",1964-11-08,"M","rep","TN",7,"G000590","N00041873"
"Crenshaw","Dan",1984-03-14,"M","rep","TX",2,"C001120","N00042224"
"Gooden","Lance",1982-12-01,"M","rep","TX",5,"G000589","N00042237"
"Fletcher","Lizzie",1975-02-13,"F","rep","TX",7,"F000468","N00041194"
"Escobar","Veronica",1969-09-15,"F","rep","TX",16,"E000299","N00041702"
"Roy","Chip",1972-08-07,"M","rep","TX",21,"R000614","N00042268"
"Garcia","Sylvia",1950-09-06,"F","rep","TX",29,"G000587","N00042282"
"Allred","Colin",1983-04-15,"M","rep","TX",32,"A000376","N00040989"
"Cline","Ben",1972-02-29,"M","rep","VA",6,"C001118","N00042296"
"Spanberger","Abigail",1979-08-07,"F","rep","VA",7,"S001209","N00041418"
"Wexton","Jennifer",1968-05-27,"F","rep","VA",10,"W000825","N00041002"
"Schrier","Kim",1968-08-23,"F","rep","WA",8,"S001216","N00041606"
"Steil","Bryan",1981-03-30,"M","rep","WI",1,"S001213","N00043379"
"Miller","Carol",1950-11-04,"F","rep","WV",1,"M001205","N00041542"
"Golden","Jared",1982-07-25,"M","rep","ME",2,"G000592","N00041668"
"Bishop","Dan",1964-07-01,"M","rep","NC",8,"B001311","N00044335"
"Murphy","Gregory",1963-03-05,"M","rep","NC",3,"M001210","N00044027"
"Mfume","Kweisi",1948-10-24,"M","rep","MD",7,"M000687","N00001799"
"Tiffany","Thomas",1957-12-30,"M","rep","WI",7,"T000165","N00045307"
"Garcia","Mike",1976-04-24,"M","rep","CA",27,"G000061","N00044298"
"Issa","Darrell",1953-11-01,"M","rep","CA",48,"I000056","N00007017"
"Sessions","Pete",1955-03-22,"M","rep","TX",17,"S000250","N00005681"
"Valadao","David",1977-04-14,"M","rep","CA",22,"V000129","N00033367"
"Carl","Jerry",1958-06-17,"M","rep","AL",1,"C001054","N00044245"
"Moore","Barry",1966-09-26,"M","rep","AL",2,"M001212","N00041295"
"Obernolte","Jay",1970-08-18,"M","rep","CA",23,"O000019","N00045377"
"Kim","Young",1962-10-18,"F","rep","CA",40,"K000397","N00042386"
"Steel","Michelle",1955-06-21,"F","rep","CA",45,"S001135","N00044501"
"Jacobs","Sara",1989-02-01,"F","rep","CA",51,"J000305","N00042081"
"Boebert","Lauren",1986-12-15,"F","rep","CO",3,"B000825","N00045974"
"Cammack","Katherine",1988-02-16,"F","rep","FL",3,"C001039","N00045978"
"Franklin","C.",1964-08-23,"M","rep","FL",18,"F000472","N00046760"
"Donalds","Byron",1978-10-28,"M","rep","FL",19,"D000032","N00034016"
"Gimenez","Carlos",1954-01-17,"M","rep","FL",28,"G000593","N00046394"
"Salazar","Maria",1961-11-01,"F","rep","FL",27,"S000168","N00042810"
"Williams","Nikema",1978-07-30,"F","rep","GA",5,"W000788","N00047361"
"Clyde","Andrew",1963-11-22,"M","rep","GA",9,"C001116","N00046654"
"Greene","Marjorie",1974-05-27,"F","rep","GA",14,"G000596","N00044701"
"Hinson","Ashley",1983-06-27,"F","rep","IA",2,"H001091","N00044521"
"Miller-Meeks","Mariannette",1955-09-06,"F","rep","IA",1,"M001215","N00029495"
"Feenstra","Randy",1969-01-14,"M","rep","IA",4,"F000446","N00044011"
"Miller","Mary",1959-08-27,"F","rep","IL",15,"M001211","N00045703"
"Mrvan","Frank",1969-04-16,"M","rep","IN",1,"M001214","N00045905"
"Spartz","Victoria",1978-10-06,"F","rep","IN",5,"S000929","N00046537"
"Mann","Tracey",1976-12-17,"M","rep","KS",1,"M000871","N00030743"
"LaTurner","Jacob",1988-02-17,"M","rep","KS",2,"L000266","N00044232"
"Auchincloss","Jake",1988-01-29,"M","rep","MA",4,"A000148","N00045506"
"McClain","Lisa",1966-04-07,"F","rep","MI",9,"M001136","N00045730"
"Fischbach","Michelle",1965-11-03,"F","rep","MN",7,"F000470","N00045251"
"Bush","Cori",1976-07-21,"F","rep","MO",1,"B001224","N00039373"
"Rosendale","Matthew",1960-07-07,"M","rep","MT",2,"R000103","N00035517"
"Ross","Deborah",1963-06-20,"F","rep","NC",2,"R000305","N00038565"
"Manning","Kathy",1956-12-03,"F","rep","NC",6,"M001135","N00042159"
"Leger Fernandez","Teresa",1959-07-01,"F","rep","NM",3,"L000273","N00044559"
"Garbarino","Andrew",1984-09-27,"M","rep","NY",2,"G000597","N00046030"
"Malliotakis","Nicole",1980-11-11,"F","rep","NY",11,"M000317","N00044040"
"Torres","Ritchie",1988-03-12,"M","rep","NY",15,"T000486","N00044346"
"Bowman","Jamaal",1976-04-01,"M","rep","NY",16,"B001223","N00044790"
"Bice","Stephanie",1973-11-11,"F","rep","OK",5,"B000740","N00044579"
"Bentz","Cliff",1952-01-12,"M","rep","OR",2,"B000668","N00045773"
"Mace","Nancy",1977-12-04,"F","rep","SC",1,"M000194","N00035670"
"Harshbarger","Diana",1960-01-01,"F","rep","TN",1,"H001086","N00046688"
"Fallon","Patrick",1967-12-19,"M","rep","TX",4,"F000246","N00047264"
"Pfluger","August",1978-12-28,"M","rep","TX",11,"P000048","N00045421"
"Jackson","Ronny",1967-05-04,"M","rep","TX",13,"J000304","N00046055"
"Nehls","Troy",1968-04-07,"M","rep","TX",22,"N000026","N00046067"
"Gonzales","Ernest",1980-10-10,"M","rep","TX",23,"G000594","N00044592"
"Van Duyne","Beth",1970-11-16,"F","rep","TX",24,"V000134","N00045167"
"Moore","Blake",1980-06-22,"M","rep","UT",1,"M001213","N00046598"
"Owens","Clarence",1951-08-02,"M","rep","UT",4,"O000086","N00045812"
"Good","Robert",1965-09-11,"M","rep","VA",5,"G000595","N00045557"
"Strickland","Marilyn",1962-09-25,"F","rep","WA",10,"S001159","N00046320"
"Fitzgerald","Scott",1963-11-16,"M","rep","WI",5,"F000471","N00045434"
"Tenney","Claudia",1961-02-04,"F","rep","NY",24,"T000478","N00036351"
"Letlow","Julia",1981-03-16,"F","rep","LA",5,"L000595","N00047972"
"Carter","Troy",1963-10-26,"M","rep","LA",2,"C001125","N00025766"
"Stansbury","Melanie",1979-01-31,"F","rep","NM",1,"S001218","N00047871"
"Ellzey","Jake",1970-01-24,"M","rep","TX",6,"E000071","N00042243"
"Brown","Shontel",1975-06-24,"F","rep","OH",11,"B001313","N00047875"
"Carey","Mike",1971-03-13,"M","rep","OH",15,"C001126","N00048568"
"Cherfilus-McCormick","Sheila",1979-01-25,"F","rep","FL",20,"C001127","N00043504"
"Flood","Mike",1975-02-23,"M","rep","NE",1,"F000474","N00050145"
"Finstad","Brad",1976-05-30,"M","rep","MN",1,"F000475","N00050649"
"Peltola","Mary",1973-08-31,"F","rep","AK",0,"P000619","N00050780"
"Ryan","Patrick",1982-03-28,"M","rep","NY",18,"R000579","N00041165"
"Yakym","Rudy",1984-02-24,"M","rep","IN",2,"Y000067","N00051733"
"Suozzi","Thomas",1962-08-31,"M","rep","NY",3,"S001201","N00038742"
NA,NA,NA,NA,NA,NA,NA,"B001305",NA
NA,NA,NA,NA,NA,NA,NA,"M001190",NA
NA,NA,NA,NA,NA,NA,NA,"W000800",NA
