"last_name","first_name","birthday","gender","type","state","district","bioguide_id","opensecrets_id"
"Bonamici","Suzanne",1954-10-14,"F","rep","OR",1,"B001278","N00033474"
"DelBene","Suzan",1962-02-17,"F","rep","WA",1,"D000617","N00030693"
"Massie","Thomas",1971-01-13,"M","rep","KY",4,"M001184","N00034041"
"Payne","Donald",1958-12-17,"M","rep","NJ",10,"P000604","N00034639"
"Foster","Bill",1955-10-07,"M","rep","IL",11,"F000454","N00029139"
"Titus","Dina",1950-05-23,"F","rep","NV",1,"T000468","N00030191"
"LaMalfa","Doug",1960-07-02,"M","rep","CA",1,"L000578","N00033987"
"Huffman","Jared",1964-02-18,"M","rep","CA",2,"H001068","N00033030"
"Bera","Ami",1965-03-02,"M","rep","CA",6,"B001287","N00030717"
"Swalwell","Eric",1980-11-16,"M","rep","CA",14,"S001193","N00033508"
"Brownley","Julia",1952-08-28,"F","rep","CA",26,"B001285","N00034254"
"Cárdenas","Tony",1963-03-31,"M","rep","CA",29,"C001097","N00033373"
"Ruiz","Raul",1972-08-25,"M","rep","CA",25,"R000599","N00033510"
"Takano","Mark",1960-12-10,"M","rep","CA",39,"T000472","N00006701"
"Vargas","Juan",1961-03-07,"M","rep","CA",52,"V000130","N00007021"
"Peters","Scott",1958-06-17,"M","rep","CA",50,"P000608","N00033591"
"Frankel","Lois",1948-05-16,"F","rep","FL",22,"F000462","N00002893"
"Barr","Garland",1973-07-24,"M","rep","KY",6,"B001282","N00031233"
"Kildee","Daniel",1958-08-11,"M","rep","MI",8,"K000380","N00033395"
"Wagner","Ann",1962-09-13,"F","rep","MO",2,"W000812","N00033106"
"Hudson","Richard",1971-11-04,"M","rep","NC",9,"H001067","N00033630"
"Kuster","Ann",1956-09-05,"F","rep","NH",2,"K000382","N00030875"
"Meng","Grace",1975-10-01,"F","rep","NY",6,"M001188","N00034547"
"Jeffries","Hakeem",1970-08-04,"M","rep","NY",8,"J000294","N00033640"
"Wenstrup","Brad",1958-06-17,"M","rep","OH",2,"W000815","N00033310"
"Beatty","Joyce",1950-03-12,"F","rep","OH",3,"B001281","N00033904"
"Joyce","David",1957-03-17,"M","rep","OH",14,"J000295","N00035007"
"Perry","Scott",1962-05-27,"M","rep","PA",10,"P000605","N00034120"
"Cartwright","Matthew",1961-05-01,"M","rep","PA",8,"C001090","N00034128"
"Weber","Randy",1953-07-02,"M","rep","TX",14,"W000814","N00033539"
"Castro","Joaquin",1974-09-16,"M","rep","TX",20,"C001091","N00033316"
"Williams","Roger",1949-09-13,"M","rep","TX",25,"W000816","N00030602"
"Veasey","Marc",1971-01-03,"M","rep","TX",33,"V000131","N00033839"
"Kilmer","Derek",1974-01-01,"M","rep","WA",6,"K000381","N00034453"
"Pocan","Mark",1964-08-14,"M","rep","WI",2,"P000607","N00033549"
"Kelly","Robin",1956-04-30,"F","rep","IL",2,"K000385","N00035215"
"Smith","Jason",1980-06-16,"M","rep","MO",8,"S001195","N00035282"
"Clark","Katherine",1963-07-17,"F","rep","MA",5,"C001101","N00035278"
"Norcross","Donald",1958-12-13,"M","rep","NJ",1,"N000188","N00036154"
"Adams","Alma",1946-05-27,"F","rep","NC",12,"A000370","N00035451"
"Palmer","Gary",1954-05-14,"M","rep","AL",6,"P000609","N00035691"
"Hill","J.",1956-12-05,"M","rep","AR",2,"H001072","N00035792"
"Westerman","Bruce",1967-11-18,"M","rep","AR",4,"W000821","N00035527"
"Gallego","Ruben",1979-11-20,"M","rep","AZ",3,"G000574","N00036097"
"DeSaulnier","Mark",1952-03-31,"M","rep","CA",10,"D000623","N00030709"
"Aguilar","Pete",1979-06-19,"M","rep","CA",33,"A000371","N00033997"
"Lieu","Ted",1969-03-29,"M","rep","CA",36,"L000582","N00035825"
"Torres","Norma",1965-04-04,"F","rep","CA",35,"T000474","N00036107"
"Buck","Ken",1959-02-16,"M","rep","CO",4,"B001297","N00030829"
"Carter","Earl",1957-09-06,"M","rep","GA",1,"C001103","N00035346"
"Loudermilk","Barry",1963-12-22,"M","rep","GA",11,"L000583","N00035347"
"Allen","Rick",1951-11-07,"M","rep","GA",12,"A000372","N00033720"
"Bost","Mike",1960-12-30,"M","rep","IL",12,"B001295","N00035420"
"Graves","Garret",1972-01-31,"M","rep","LA",6,"G000577","N00036135"
"Moulton","Seth",1978-10-24,"M","rep","MA",6,"M001196","N00035431"
"Moolenaar","John",1961-05-08,"M","rep","MI",2,"M001194","N00036275"
"Dingell","Debbie",1953-11-23,"F","rep","MI",6,"D000624","N00036149"
"Emmer","Tom",1961-03-03,"M","rep","MN",6,"E000294","N00035440"
"Rouzer","David",1972-02-16,"M","rep","NC",7,"R000603","N00033527"
"Watson Coleman","Bonnie",1945-02-06,"F","rep","NJ",12,"W000822","N00036158"
"Stefanik","Elise",1984-07-02,"F","rep","NY",21,"S001196","N00035523"
"Boyle","Brendan",1977-02-06,"M","rep","PA",2,"B001296","N00035307"
"Babin","Brian",1948-03-23,"M","rep","TX",36,"B001291","N00005736"
"Beyer","Donald",1950-06-20,"M","rep","VA",8,"B001292","N00036018"
"Newhouse","Dan",1955-07-10,"M","rep","WA",4,"N000189","N00036403"
"Grothman","Glenn",1955-07-03,"M","rep","WI",6,"G000576","N00036409"
"Mooney","Alexander",1971-06-05,"M","rep","WV",2,"M001195","N00033814"
"Kelly","Trent",1966-03-01,"M","rep","MS",1,"K000388","N00037003"
"LaHood","Darin",1968-07-05,"M","rep","IL",16,"L000585","N00037031"
"Davidson","Warren",1970-03-01,"M","rep","OH",8,"D000626","N00038767"
"Comer","James",1972-08-19,"M","rep","KY",1,"C001108","N00038260"
"Evans","Dwight",1954-05-16,"M","rep","PA",3,"E000296","N00038450"
"Issa","Darrell",1953-11-01,"M","rep","CA",48,"I000056","N00007017"
"Sessions","Pete",1955-03-22,"M","rep","TX",17,"S000250","N00005681"
"Valadao","David",1977-04-14,"M","rep","CA",22,"V000129","N00033367"
"Zinke","Ryan",1961-11-01,"M","rep","MT",1,"Z000018","N00035616"
