"member_id","party","state","member","last_name","first_name","alias"
"D000605","Republican","Virginia","Drake, Thelma D.","Drake"," Thelma D.",NA
"D000492","Republican","California","Dreier, David","Dreier"," David",NA
"D000609","Democratic","Ohio","Driehaus, Steve","Driehaus"," Steve",NA
"D000499","Democratic","Massachusetts","Drinan, Robert F.","Drinan"," Robert F.",NA
"D000558","Republican","Delaware","du Pont, Pierre S., IV","du Pont"," Pierre S.",NA
"D000633","Republican","California","Duarte, John S.","Duarte"," John S.",NA
"D000622","Democratic","Illinois","Duckworth, Tammy","Duckworth"," Tammy",NA
"D000614","Republican","Wisconsin","Duffy, Sean P.","Duffy"," Sean P.",NA
"D000523","Democratic","New York","Dulski, Thaddeus J.","Dulski"," Thaddeus J.",NA
"D000615","Republican","South Carolina","Duncan, Jeff","Duncan"," Jeff",NA
"D000534","Republican","Tennessee","Duncan, John J.","Duncan"," John J.",NA
"D000533","Republican","Tennessee","Duncan, John J., Jr.","Duncan"," John J.",NA
"D000537","Democratic","Oregon","Duncan, Robert B.","Duncan"," Robert B.",NA
"D000549","Republican","Washington","Dunn, Jennifer","Dunn"," Jennifer",NA
"D000548","Republican","Michigan","Dunn, Jim","Dunn"," Jim",NA
"D000628","Republican","Florida","Dunn, Neal P.","Dunn"," Neal P.",NA
"D000563","Democratic","Illinois","Durbin, Richard J.","Durbin"," Richard J.",NA
"D000566","Republican","Minnesota","Durenberger, Dave","Durenberger"," Dave",NA
"D000574","Democratic","New Hampshire","Durkin, John A.","Durkin"," John A.",NA
"D000586","Democratic","New Jersey","Dwyer, Bernard J.","Dwyer"," Bernard J.",NA
"D000592","Democratic","California","Dymally, Mervyn M.","Dymally"," Mervyn M.",NA
"D000593","Democratic","Maryland","Dyson, Roy","Dyson"," Roy",NA
"E000004","Democratic","Missouri","Eagleton, Thomas F.","Eagleton"," Thomas F.",NA
"E000013","Democratic","Massachusetts","Early, Joseph D.","Early"," Joseph D.",NA
"E000017","Republican","North Carolina","East, John P.","East"," John P.",NA
"E000018","Democratic","Mississippi","Eastland, James O.","Eastland"," James O.",NA
"E000031","Democratic","Ohio","Eckart, Dennis E.","Eckart"," Dennis E.",NA
"E000033","Republican","New York","Eckert, Fred J.","Eckert"," Fred J.",NA
"E000035","Democratic","Texas","Eckhardt, Bob","Eckhardt"," Bob",NA
"E000043","Democratic","Pennsylvania","Edgar, Robert W.","Edgar"," Robert W.",NA
"E000063","Democratic","Texas","Edwards, Chet","Edwards"," Chet",NA
"E000246","Republican","North Carolina","Edwards, Chuck","Edwards"," Chuck",NA
"E000064","Democratic","California","Edwards, Don","Edwards"," Don",NA
"E000290","Democratic","Maryland","Edwards, Donna F.","Edwards"," Donna F.",NA
"E000084","Republican","Alabama","Edwards, Jack","Edwards"," Jack",NA
"E000286","Democratic","North Carolina","Edwards, John","Edwards"," John",NA
"E000077","Republican","Oklahoma","Edwards, Mickey","Edwards"," Mickey",NA
"E000092","Republican","Michigan","Ehlers, Vernon J.","Ehlers"," Vernon J.",NA
"E000093","Republican","Maryland","Ehrlich, Robert L., Jr.","Ehrlich"," Robert L.",NA
"E000096","Democratic","Pennsylvania","Eilberg, Joshua","Eilberg"," Joshua",NA
"E000288","Democratic","Minnesota","Ellison, Keith","Ellison"," Keith",NA
"E000291","Republican","North Carolina","Ellmers, Renee L.","Ellmers"," Renee L.",NA
"E000289","Democratic","Indiana","Ellsworth, Brad","Ellsworth"," Brad",NA
"E000071","Republican","Texas","Ellzey, Jake","Ellzey"," Jake",NA
"E000287","Democratic","Illinois","Emanuel, Rahm","Emanuel"," Rahm",NA
"E000174","Republican","Missouri","Emerson, Bill","Emerson"," Bill",NA
"E000172","Republican","Missouri","Emerson, Jo Ann","Emerson"," Jo Ann",NA
"E000175","Republican","Maine","Emery, David F.","Emery"," David F.",NA
"E000294","Republican","Minnesota","Emmer, Tom","Emmer"," Tom",NA
"E000179","Democratic","New York","Engel, Eliot L.","Engel"," Eliot L.",NA
"E000184","Democratic","Oklahoma","English, Glenn","English"," Glenn",NA
"E000186","Democratic","Arizona","English, Karan","English"," Karan",NA
"E000187","Republican","Pennsylvania","English, Phil","English"," Phil",NA
"E000194","Republican","Nevada","Ensign, John","Ensign"," John",NA
"E000292","Democratic","Illinois","Enyart, William L.","Enyart"," William L.",NA
"E000285","Republican","Wyoming","Enzi, Michael B.","Enzi"," Michael B.",NA
"E000198","Republican","Minnesota","Erdahl, Arlen","Erdahl"," Arlen",NA
"E000201","Democratic","Alabama","Erdreich, Ben","Erdreich"," Ben",NA
"E000204","Republican","Illinois","Erlenborn, John N.","Erlenborn"," John N.",NA
"E000295","Republican","Iowa","Ernst, Joni","Ernst"," Joni",NA
"E000208","Democratic","Pennsylvania","Ertel, Allen E.","Ertel"," Allen E.",NA
"E000211","Democratic","North Carolina","Ervin, Sam J., Jr.","Ervin"," Sam J.",NA
"E000213","Republican","Michigan","Esch, Marvin L.","Esch"," Marvin L.",NA
"E000299","Democratic","Texas","Escobar, Veronica","Escobar"," Veronica",NA
"E000214","Republican","Pennsylvania","Eshleman, Edwin D.","Eshleman"," Edwin D.",NA
"E000215","Democratic","California","Eshoo, Anna G.","Eshoo"," Anna G.",NA
"E000297","Democratic","New York","Espaillat, Adriano","Espaillat"," Adriano",NA
"E000218","Democratic","Mississippi","Espy, Mike","Espy"," Mike",NA
"E000298","Republican","Kansas","Estes, Ron","Estes"," Ron",NA
"E000293","Democratic","Connecticut","Esty, Elizabeth H.","Esty"," Elizabeth H.",NA
"E000226","Democratic","North Carolina","Etheridge, Bob","Etheridge"," Bob",NA
"E000233","Democratic","Georgia","Evans, Billy Lee","Evans"," Billy Lee",NA
"E000259","Republican","Iowa","Evans, Cooper","Evans"," Cooper",NA
"E000236","Republican","Washington","Evans, Daniel J.","Evans"," Daniel J.",NA
"E000239","Democratic","Indiana","Evans, David W.","Evans"," David W.",NA
"E000296","Democratic","Pennsylvania","Evans, Dwight","Evans"," Dwight",NA
"E000240","Democratic","Colorado","Evans, Frank E.","Evans"," Frank E.",NA
"E000250","Democratic","Illinois","Evans, Lane","Evans"," Lane",NA
"E000254","Republican","Virgin Islands","Evans, Melvin H.","Evans"," Melvin H.",NA
"E000258","Republican","Delaware","Evans, Thomas B., Jr.","Evans"," Thomas B.",NA
"E000268","Republican","Alabama","Everett, Terry","Everett"," Terry",NA
"E000273","Democratic","Tennessee","Evins, Joe L.","Evins"," Joe L.",NA
"E000282","Republican","Illinois","Ewing, Thomas W.","Ewing"," Thomas W.",NA
"E000284","Democratic","Nebraska","Exon, J. James","Exon"," J. James",NA
"E000235","Republican","Mississippi","Ezell, Mike","Ezell"," Mike",NA
"F000437","Republican","North Carolina","Faircloth, Lauch","Faircloth"," Lauch",NA
"F000010","Democratic","American Samoa","Faleomavaega, Eni F. H.","Faleomavaega"," Eni F. H.",NA
"F000453","Republican","Oklahoma","Fallin, Mary","Fallin"," Mary",NA
"F000246","Republican","Texas","Fallon, Pat","Fallon"," Pat",NA
"F000013","Republican","Arizona","Fannin, Paul J.","Fannin"," Paul J.",NA
"F000460","Republican","Texas","Farenthold, Blake","Farenthold"," Blake",NA
"F000030","Democratic","California","Farr, Sam","Farr"," Sam",NA
"F000040","Democratic","Illinois","Fary, John G.","Fary"," John G.",NA
"F000041","Democratic","Florida","Fascell, Dante B.","Fascell"," Dante B.",NA
"F000464","Republican","New York","Faso, John J.","Faso"," John J.",NA
"F000043","Democratic","Pennsylvania","Fattah, Chaka","Fattah"," Chaka",NA
"F000046","Democratic","District of Columbia","Fauntroy, Walter E.","Fauntroy"," Walter E.",NA
"F000049","Republican","Illinois","Fawell, Harris W.","Fawell"," Harris W.",NA
"F000053","Democratic","California","Fazio, Vic","Fazio"," Vic",NA
"F000447","Republican","Florida","Feeney, Tom","Feeney"," Tom",NA
"F000446","Republican","Iowa","Feenstra, Randy","Feenstra"," Randy",NA
"F000059","Democratic","Ohio","Feighan, Edward F.","Feighan"," Edward F.",NA
"F000061","Democratic","Wisconsin","Feingold, Russell D.","Feingold"," Russell D.",NA
"F000062","Democratic","California","Feinstein, Dianne","Feinstein"," Dianne",NA
"F000078","Republican","New Jersey","Fenwick, Millicent H.","Fenwick"," Millicent H.",NA
"F000465","Republican","Georgia","Ferguson, A. Drew","Ferguson"," A. Drew",NA
"F000443","Republican","New Jersey","Ferguson, Mike","Ferguson"," Mike",NA
"F000088","Democratic","New York","Ferraro, Geraldine A.","Ferraro"," Geraldine A.",NA
"F000479","Democratic","Pennsylvania","Fetterman, John","Fetterman"," John",NA
"F000102","Republican","California","Fiedler, Bobbi","Fiedler"," Bobbi",NA
"F000110","Democratic","Louisiana","Fields, Cleo","Fields"," Cleo",NA
"F000111","Republican","Texas","Fields, Jack","Fields"," Jack",NA
"F000116","Democratic","California","Filner, Bob","Filner"," Bob",NA
"F000458","Republican","Tennessee","Fincher, Stephen Lee","Fincher"," Stephen Lee",NA
"F000123","Republican","Illinois","Findley, Paul","Findley"," Paul",NA
"F000128","Democratic","Ohio","Fingerhut, Eric D.","Fingerhut"," Eric D.",NA
"F000467","Democratic","Iowa","Finkenauer, Abby","Finkenauer"," Abby",NA
"F000475","Republican","Minnesota","Finstad, Brad","Finstad"," Brad",NA
"F000470","Republican","Minnesota","Fischbach, Michelle","Fischbach"," Michelle",NA
"F000463","Republican","Nebraska","Fischer, Deb","Fischer"," Deb",NA
"F000141","Republican","New York","Fish, Hamilton, Jr.","Fish"," Hamilton",NA
"F000151","Democratic","Virginia","Fisher, Joesph L.","Fisher"," Joesph L.",NA
"F000152","Democratic","Texas","Fisher, O. C.","Fisher"," O. C.",NA
"F000161","Democratic","Indiana","Fithian, Floyd J.","Fithian"," Floyd J.",NA
"F000442","Republican","Illinois","Fitzgerald, Peter","Fitzgerald"," Peter",NA
"F000471","Republican","Wisconsin","Fitzgerald, Scott","Fitzgerald"," Scott",NA
"F000466","Republican","Pennsylvania","Fitzpatrick, Brian K.","Fitzpatrick"," Brian K.",NA
"F000451","Republican","Pennsylvania","Fitzpatrick, Michael G.","Fitzpatrick"," Michael G.",NA
"F000184","Democratic","New York","Flake, Floyd H.","Flake"," Floyd H.",NA
"F000444","Republican","Arizona","Flake, Jeff","Flake"," Jeff",NA
"F000187","Republican","Illinois","Flanagan, Michael Patrick","Flanagan"," Michael Patrick",NA
"F000459","Republican","Tennessee","Fleischmann, Charles J. ""Chuck""","Fleischmann"," Charles J. ""Chuck""",NA
"F000456","Republican","Louisiana","Fleming, John","Fleming"," John",NA
"F000441","Republican","Kentucky","Fletcher, Ernie","Fletcher"," Ernie",NA
"F000468","Democratic","Texas","Fletcher, Lizzie","Fletcher"," Lizzie",NA
"F000208","Democratic","Alabama","Flippo, Ronnie G.","Flippo"," Ronnie G.",NA
"F000209","Democratic","Pennsylvania","Flood, Daniel J.","Flood"," Daniel J.",NA
"F000474","Republican","Nebraska","Flood, Mike","Flood"," Mike",NA
"F000461","Republican","Texas","Flores, Bill","Flores"," Bill",NA
"F000473","Republican","Texas","Flores, Mayra","Flores"," Mayra",NA
"F000215","Democratic","New Jersey","Florio, James J.","Florio"," James J.",NA
"F000218","Democratic","Alabama","Flowers, Walter","Flowers"," Walter",NA
"F000229","Democratic","Georgia","Flynt, John J., Jr.","Flynt"," John J.",NA
"F000235","Democratic","Pennsylvania","Foglietta, Thomas M.","Foglietta"," Thomas M.",NA
"F000238","Republican","Florida","Foley, Mark","Foley"," Mark",NA
"F000239","Democratic","Washington","Foley, Thomas S.","Foley"," Thomas S.",NA
"F000245","Republican","Hawaii","Fong, Hiram L.","Fong"," Hiram L.",NA
"F000445","Republican","Virginia","Forbes, J. Randy","Forbes"," J. Randy",NA
"F000257","Democratic","New York","Forbes, Michael P.","Forbes"," Michael P.",NA
"F000260","Republican","Michigan","Ford, Gerald R., Jr.","Ford"," Gerald R.",NA
"F000261","Democratic","Tennessee","Ford, Harold E.","Ford"," Harold E.",NA
"F000262","Democratic","Tennessee","Ford, Harold E., Jr.","Ford"," Harold E.",NA
"F000268","Democratic","Kentucky","Ford, Wendell H.","Ford"," Wendell H.",NA
"F000270","Democratic","Michigan","Ford, William D.","Ford"," William D.",NA
"F000286","Republican","New Jersey","Forsythe, Edwin B.","Forsythe"," Edwin B.",NA
"F000449","Republican","Nebraska","Fortenberry, Jeff","Fortenberry"," Jeff",NA
"F000452","Republican","Puerto Rico","Fortuno, Luis G.","Fortuno"," Luis G.",NA
"F000440","Republican","New York","Fossella, Vito","Fossella"," Vito",NA
"F000454","Democratic","Illinois","Foster, Bill","Foster"," Bill",NA
"F000319","Democratic","North Carolina","Fountain, L. H.","Fountain"," L. H.",NA
"F000477","Democratic","North Carolina","Foushee, Valerie P.","Foushee"," Valerie P.",NA
"F000328","Republican","Florida","Fowler, Tillie","Fowler"," Tillie",NA
"F000329","Democratic","Georgia","Fowler, Wyche, Jr.","Fowler"," Wyche",NA
"F000332","Republican","Pennsylvania","Fox, Jon D.","Fox"," Jon D.",NA
"F000450","Republican","North Carolina","Foxx, Virginia","Foxx"," Virginia",NA
"F000438","Republican","Kansas","Frahm, Sheila","Frahm"," Sheila",NA
"F000339","Democratic","Massachusetts","Frank, Barney","Frank"," Barney",NA
"F000462","Democratic","Florida","Frankel, Lois","Frankel"," Lois",NA
"F000457","Democratic","Minnesota","Franken, Al","Franken"," Al",NA
"F000472","Republican","Florida","Franklin, C. Scott","Franklin"," C. Scott",NA
"F000347","Republican","Mississippi","Franklin, William W.","Franklin"," William W.",NA
"F000349","Republican","New Jersey","Franks, Bob","Franks"," Bob",NA
"F000348","Republican","Connecticut","Franks, Gary A.","Franks"," Gary A.",NA
"F000448","Republican","Arizona","Franks, Trent","Franks"," Trent",NA
"F000350","Democratic","Minnesota","Fraser, Donald M.","Fraser"," Donald M.",NA
"F000351","Independent","Virgin Islands","Frazer, Victor O.","Frazer"," Victor O.",NA
"F000371","Republican","New Jersey","Frelinghuysen, Peter H. B.","Frelinghuysen"," Peter H. B.",NA
"F000372","Republican","New Jersey","Frelinghuysen, Rodney P.","Frelinghuysen"," Rodney P.",NA
"F000380","Republican","Minnesota","Frenzel, Bill","Frenzel"," Bill",NA
"F000381","Republican","Florida","Frey, Lou, Jr.","Frey"," Lou",NA
"F000387","Republican","New York","Frisa, Dan","Frisa"," Dan",NA
"F000439","Republican","Tennessee","Frist, William H.","Frist"," William H.",NA
"F000388","Republican","Wisconsin","Froehlich, Harold V.","Froehlich"," Harold V.",NA
"F000392","Democratic","Texas","Frost, Martin","Frost"," Martin",NA
"F000476","Democratic","Florida","Frost, Maxwell","Frost"," Maxwell",NA
"F000478","Republican","South Carolina","Fry, Russell","Fry"," Russell",NA
"F000455","Democratic","Ohio","Fudge, Marcia L.","Fudge"," Marcia L.",NA
"F000401","Democratic","Arkansas","Fulbright, James","Fulbright"," James",NA
"F000469","Republican","Idaho","Fulcher, Russ","Fulcher"," Russ",NA
"F000424","Democratic","Tennessee","Fulton, Richard","Fulton"," Richard",NA
"F000426","Republican","North Carolina","Funderburk, David","Funderburk"," David",NA
"F000430","Democratic","Florida","Fuqua, Don","Fuqua"," Don",NA
"F000434","Democratic","Oregon","Furse, Elizabeth","Furse"," Elizabeth",NA
"F000435","Democratic","Puerto Rico","Fuster, Jamie B.","Fuster"," Jamie B.",NA
"G000571","Democratic","Hawaii","Gabbard, Tulsi","Gabbard"," Tulsi",NA
"G000578","Republican","Florida","Gaetz, Matt","Gaetz"," Matt",NA
"G000579","Republican","Wisconsin","Gallagher, Mike","Gallagher"," Mike",NA
"G000021","Republican","California","Gallegly, Elton","Gallegly"," Elton",NA
"G000572","Democratic","Texas","Gallego, Pete P.","Gallego"," Pete P.",NA
"G000574","Democratic","Arizona","Gallego, Ruben","Gallego"," Ruben",NA
"G000025","Republican","New Jersey","Gallo, Dean A.","Gallo"," Dean A.",NA
"G000036","Democratic","Texas","Gammage, Robert A.","Gammage"," Robert A.",NA
"G000041","Republican","Iowa","Ganske, Greg","Ganske"," Greg",NA
"G000559","Democratic","California","Garamendi, John","Garamendi"," John",NA
"G000597","Republican","New York","Garbarino, Andrew R.","Garbarino"," Andrew R.",NA
"G000586","Democratic","Illinois","García, Jesús G. ""Chuy""","García"," Jesús G. ""Chuy""",NA
"G000573","Democratic","Florida","Garcia, Joe","Garcia"," Joe",NA
"G000061","Republican","California","Garcia, Mike","Garcia"," Mike",NA
"G000047","Democratic","New York","Garcia, Robert","Garcia"," Robert",NA
"G000598","Democratic","California","Garcia, Robert","Garcia"," Robert",NA
"G000587","Democratic","Texas","Garcia, Sylvia R.","Garcia"," Sylvia R.",NA
"G000562","Republican","Colorado","Gardner, Cory","Gardner"," Cory",NA
"G000548","Republican","New Jersey","Garrett, Scott","Garrett"," Scott",NA
"G000580","Republican","Virginia","Garrett, Thomas A., Jr.","Garrett"," Thomas A.",NA
"G000105","Democratic","Pennsylvania","Gaydos, Joseph M.","Gaydos"," Joseph M.",NA
"G000120","Democratic","Connecticut","Gejdenson, Sam","Gejdenson"," Sam",NA
"G000121","Republican","Pennsylvania","Gekas, George W.","Gekas"," George W.",NA
"G000132","Democratic","Missouri","Gephardt, Richard A.","Gephardt"," Richard A.",NA
"G000134","Democratic","Texas","Geren, Pete","Geren"," Pete",NA
"G000549","Republican","Pennsylvania","Gerlach, Jim","Gerlach"," Jim",NA
"G000144","Democratic","South Carolina","Gettys, Tom S.","Gettys"," Tom S.",NA
"G000151","Democratic","Connecticut","Giaimo, Robert N.","Giaimo"," Robert N.",NA
"G000584","Republican","Montana","Gianforte, Greg","Gianforte"," Greg",NA
"G000152","Republican","Nevada","Gibbons, Jim","Gibbons"," Jim",NA
"G000153","Democratic","Florida","Gibbons, Sam","Gibbons"," Sam",NA
"G000563","Republican","Ohio","Gibbs, Bob","Gibbs"," Bob",NA
"G000564","Republican","New York","Gibson, Christopher P.","Gibson"," Christopher P.",NA
"G000554","Democratic","Arizona","Giffords, Gabrielle","Giffords"," Gabrielle",NA
"G000180","Republican","Maryland","Gilchrest, Wayne T.","Gilchrest"," Wayne T.",NA
"G000555","Democratic","New York","Gillibrand, Kirsten E.","Gillibrand"," Kirsten E.",NA
"G000210","Republican","Ohio","Gillmor, Paul E.","Gillmor"," Paul E.",NA
"G000212","Republican","New York","Gilman, Benjamin A.","Gilman"," Benjamin A.",NA
"G000593","Republican","Florida","Gimenez, Carlos A.","Gimenez"," Carlos A.",NA
"G000550","Republican","Georgia","Gingrey, Phil","Gingrey"," Phil",NA
"G000225","Republican","Georgia","Gingrich, Newt","Gingrich"," Newt",NA
"G000226","Democratic","Georgia","Ginn, Bo","Ginn"," Bo",NA
"G000236","Democratic","Ohio","Glenn, John H., Jr.","Glenn"," John H.",NA
"G000240","Democratic","Kansas","Glickman, Dan","Glickman"," Dan",NA
"G000552","Republican","Texas","Gohmert, Louie","Gohmert"," Louie",NA
"G000592","Democratic","Maine","Golden, Jared F.","Golden"," Jared F.",NA
"G000599","Democratic","New York","Goldman, Daniel S.","Goldman"," Daniel S.",NA
"G000267","Republican","Arizona","Goldwater, Barry","Goldwater"," Barry",NA
"G000268","Republican","California","Goldwater, Barry, Jr.","Goldwater"," Barry",NA
"G000585","Democratic","California","Gomez, Jimmy","Gomez"," Jimmy",NA
"G000594","Republican","Texas","Gonzales, Tony","Gonzales"," Tony",NA
"G000588","Republican","Ohio","Gonzalez, Anthony","Gonzalez"," Anthony",NA
"G000544","Democratic","Texas","Gonzalez, Charles A.","Gonzalez"," Charles A.",NA
"G000272","Democratic","Texas","Gonzalez, Henry B.","Gonzalez"," Henry B.",NA
"G000581","Democratic","Texas","Gonzalez, Vicente","Gonzalez"," Vicente",NA
"G000582","Republican","Puerto Rico","González-Colón, Jenniffer","González-Colón"," Jenniffer",NA
"G000595","Republican","Virginia","Good, Bob","Good"," Bob",NA
"G000280","Republican","Virginia","Goode, Virgil H., Jr.","Goode"," Virgil H.",NA
"G000589","Republican","Texas","Gooden, Lance","Gooden"," Lance",NA
"G000289","Republican","Virginia","Goodlatte, Bob","Goodlatte"," Bob",NA
"G000290","Republican","Pennsylvania","Goodling, George A.","Goodling"," George A.",NA
"G000291","Republican","Pennsylvania","Goodling, William F.","Goodling"," William F.",NA
"G000561","Democratic","West Virginia","Goodwin, Carte Patrick","Goodwin"," Carte Patrick",NA
"G000309","Democratic","Tennessee","Gordon, Bart","Gordon"," Bart",NA
"G000321","Democratic","Tennessee","Gore, Albert, Jr.","Gore"," Albert",NA
"G000333","Republican","Washington","Gorton, Slade","Gorton"," Slade",NA
"G000565","Republican","Arizona","Gosar, Paul A.","Gosar"," Paul A.",NA
"G000336","Republican","Florida","Goss, Porter J.","Goss"," Porter J.",NA
"G000583","Democratic","New Jersey","Gottheimer, Josh","Gottheimer"," Josh",NA
"G000566","Republican","South Carolina","Gowdy, Trey","Gowdy"," Trey",NA
"G000349","Republican","Ohio","Gradison, Willis D., Jr.","Gradison"," Willis D.",NA
"G000352","Democratic","Florida","Graham, Bob","Graham"," Bob",NA
"G000575","Democratic","Florida","Graham, Gwen","Graham"," Gwen",NA
"G000359","Republican","South Carolina","Graham, Lindsey","Graham"," Lindsey",NA
"G000365","Republican","Texas","Gramm, Phil","Gramm"," Phil",NA
"G000367","Republican","Minnesota","Grams, Rod","Grams"," Rod",NA
"G000371","Republican","Iowa","Grandy, Fred","Grandy"," Fred",NA
"G000377","Republican","Texas","Granger, Kay","Granger"," Kay",NA
"G000382","Republican","Florida","Grant, Bill","Grant"," Bill",NA
"G000386","Republican","Iowa","Grassley, Chuck","Grassley"," Chuck",NA
"G000387","Democratic","Connecticut","Grasso, Ella T.","Grasso"," Ella T.",NA
"G000388","Democratic","Alaska","Gravel, Mike","Gravel"," Mike",NA
"G000577","Republican","Louisiana","Graves, Garret","Graves"," Garret",NA
"G000546","Republican","Missouri","Graves, Sam","Graves"," Sam",NA
"G000560","Republican","Georgia","Graves, Tom","Graves"," Tom",NA
"G000400","Democratic","Illinois","Gray, Kenneth J.","Gray"," Kenneth J.",NA
"G000402","Democratic","Pennsylvania","Gray, William H., III","Gray"," William H.",NA
"G000556","Democratic","Florida","Grayson, Alan","Grayson"," Alan",NA
"G000553","Democratic","Texas","Green, Al","Green"," Al",NA
"G000407","Democratic","Oregon","Green, Edith","Green"," Edith",NA
"G000410","Democratic","Texas","Green, Gene","Green"," Gene",NA
"G000545","Republican","Wisconsin","Green, Mark","Green"," Mark",NA
"G000590","Republican","Tennessee","Green, Mark E.","Green"," Mark E.",NA
"G000417","Republican","New York","Green, S. William","Green"," S. William",NA
"G000420","Democratic","Pennsylvania","Green, William J.","Green"," William J.",NA
"G000596","Republican","Georgia","Greene, Marjorie Taylor","Greene"," Marjorie Taylor",NA
"G000439","Republican","Pennsylvania","Greenwood, James C.","Greenwood"," James C.",NA
"G000445","Republican","New Hampshire","Gregg, Judd","Gregg"," Judd",NA
"G000465","Republican","Michigan","Griffin, Robert P.","Griffin"," Robert P.",NA
"G000567","Republican","Arkansas","Griffin, Tim","Griffin"," Tim",NA
"G000568","Republican","Virginia","Griffith, H. Morgan","Griffith"," H. Morgan",NA
"G000557","Republican","Alabama","Griffith, Parker","Griffith"," Parker",NA
"G000471","Democratic","Michigan","Griffiths, Martha W.","Griffiths"," Martha W.",NA
"G000551","Democratic","Arizona","Grijalva, Raúl M.","Grijalva"," Raúl M.",NA
"G000569","Republican","New York","Grimm, Michael G.","Grimm"," Michael G.",NA
"G000480","Republican","California","Grisham, Wayne R.","Grisham"," Wayne R.",NA
"G000495","Republican","Iowa","Gross, H. R.","Gross"," H. R.",NA
"G000499","Republican","Illinois","Grotberg, John E.","Grotberg"," John E.",NA
"G000576","Republican","Wisconsin","Grothman, Glenn","Grothman"," Glenn",NA
"G000504","Republican","New York","Grover, James R., Jr.","Grover"," James R.",NA
"G000547","Republican","New York","Grucci, Felix J., Jr.","Grucci"," Felix J.",NA
"G000511","Democratic","New Jersey","Guarini, Frank J.","Guarini"," Frank J.",NA
"G000512","Republican","California","Gubser, Charles S.","Gubser"," Charles S.",NA
"G000513","Republican","Maryland","Gude, Gilbert","Gude"," Gilbert",NA
"G000515","Democratic","North Carolina","Gudger, V. Lamar","Gudger"," V. Lamar",NA
"G000591","Republican","Mississippi","Guest, Michael","Guest"," Michael",NA
"G000570","Republican","New Hampshire","Guinta, Frank C.","Guinta"," Frank C.",NA
"G000524","Republican","Wisconsin","Gunderson, Steve","Gunderson"," Steve",NA
"G000528","Democratic","Florida","Gunter, Bill","Gunter"," Bill",NA
"G000531","Republican","Florida","Gurney, Edward J.","Gurney"," Edward J.",NA
"G000558","Republican","Kentucky","Guthrie, Brett","Guthrie"," Brett",NA
"G000535","Democratic","Illinois","Gutierrez, Luis V.","Gutierrez"," Luis V.",NA
"G000536","Republican","Minnesota","Gutknecht, Gil","Gutknecht"," Gil",NA
"G000537","Republican","Ohio","Guyer, Tennyson","Guyer"," Tennyson",NA
"H001080","Democratic","New Mexico","Haaland, Debra A.","Haaland"," Debra A.",NA
"H001049","Democratic","North Carolina","Hagan, Kay R.","Hagan"," Kay R.",NA
"H001088","Republican","Minnesota","Hagedorn, Jim","Hagedorn"," Jim",NA
"H000012","Republican","Minnesota","Hagedorn, Thomas M.","Hagedorn"," Thomas M.",NA
"H001028","Republican","Nebraska","Hagel, Chuck","Hagel"," Chuck",NA
"H001096","Republican","Wyoming","Hageman, Harriet M.","Hageman"," Harriet M.",NA
"H000601","Republican","Tennessee","Hagerty, Bill","Hagerty"," Bill",NA
"H001063","Democratic","California","Hahn, Janice","Hahn"," Janice",NA
"H000041","Democratic","Florida","Haley, James A.","Haley"," James A.",NA
"H001039","Democratic","New York","Hall, John J.","Hall"," John J.",NA
"H000058","Democratic","Indiana","Hall, Katie","Hall"," Katie",NA
"H001092","Democratic","Georgia","Hall, Kwanza","Hall"," Kwanza",NA
"H000067","Republican","Texas","Hall, Ralph M.","Hall"," Ralph M.",NA
"H000070","Democratic","Texas","Hall, Sam B., Jr.","Hall"," Sam B.",NA
"H000073","Democratic","Illinois","Hall, Tim L.","Hall"," Tim L.",NA
"H000074","Democratic","Ohio","Hall, Tony P.","Hall"," Tony P.",NA
"H001044","Democratic","Illinois","Halvorson, Deborah L.","Halvorson"," Deborah L.",NA
"H000096","Democratic","California","Hamburg, Dan","Hamburg"," Dan",NA
"H000114","Democratic","Indiana","Hamilton, Lee H.","Hamilton"," Lee H.",NA
"H000124","Republican","Arkansas","Hammerschmidt, John P.","Hammerschmidt"," John P.",NA
"H001050","Democratic","Hawaii","Hanabusa, Colleen","Hanabusa"," Colleen",NA
"H000144","Democratic","Texas","Hance, Kent R.","Hance"," Kent R.",NA
"H000151","Republican","Missouri","Hancock, Mel","Hancock"," Mel",NA
"H001078","Republican","Georgia","Handel, Karen C.","Handel"," Karen C.",NA
"H000158","Democratic","New York","Hanley, James M.","Hanley"," James M.",NA
"H001051","Republican","New York","Hanna, Richard L.","Hanna"," Richard L.",NA
"H000164","Democratic","California","Hanna, Richard T.","Hanna"," Richard T.",NA
"H000166","Democratic","California","Hannaford, Mark W.","Hannaford"," Mark W.",NA
"H000168","Republican","Illinois","Hanrahan, Robert P.","Hanrahan"," Robert P.",NA
"H000170","Republican","Wyoming","Hansen, Clifford P.","Hansen"," Clifford P.",NA
"H000171","Republican","Idaho","Hansen, George V.","Hansen"," George V.",NA
"H000172","Republican","Utah","Hansen, James V.","Hansen"," James V.",NA
"H000174","Democratic","Washington","Hansen, Julia Butler","Hansen"," Julia Butler",NA
"H000175","Republican","Idaho","Hansen, Orval","Hansen"," Orval",NA
"H001090","Democratic","California","Harder, Josh","Harder"," Josh",NA
"H001070","Republican","Nevada","Hardy, Cresent","Hardy"," Cresent",NA
"H001040","Democratic","Illinois","Hare, Phil","Hare"," Phil",NA
