"last_name","first_name","state","opensecrets_id","bioguide_id","district","birthday","gender","nominate_dim1","nominate_dim2","Industry_Type","seniority_113","seniority_114","seniority_115","seniority_116","seniority_117","total"
"Fallon","Patrick","TX","N00047264","F000246",4,1967-12-19,"M",0.728,0.139,"-",0,0,0,0,1,2900
"Fallon","Patrick","TX","N00047264","F000246",4,1967-12-19,"M",0.728,0.139,"+",0,0,0,0,1,0
"Feenstra","Randy","IA","N00044011","F000446",4,1969-01-14,"M",0.467,0.198,"-",0,0,0,0,1,29250
"Feenstra","Randy","IA","N00044011","F000446",4,1969-01-14,"M",0.467,0.198,"+",0,0,0,0,1,0
"Ferguson","A.","GA","N00039090","F000465",3,1966-11-15,"M",0.597,0.22,"-",0,0,1,2,3,24800
"Ferguson","A.","GA","N00039090","F000465",3,1966-11-15,"M",0.597,0.22,"+",0,0,1,2,3,0
"Finstad","Brad","MN","N00050649","F000475",1,1976-05-30,"M",0.562,0.039,"-",0,0,0,0,1,0
"Finstad","Brad","MN","N00050649","F000475",1,1976-05-30,"M",0.562,0.039,"+",0,0,0,0,1,0
"Fischbach","Michelle","MN","N00045251","F000470",7,1965-11-03,"F",0.542,0.066,"-",0,0,0,0,1,4133
"Fischbach","Michelle","MN","N00045251","F000470",7,1965-11-03,"F",0.542,0.066,"+",0,0,0,0,1,0
"Fitzgerald","Scott","WI","N00045434","F000471",5,1963-11-16,"M",0.608,0.166,"-",0,0,0,0,1,0
"Fitzgerald","Scott","WI","N00045434","F000471",5,1963-11-16,"M",0.608,0.166,"+",0,0,0,0,1,0
"Fitzpatrick","Brian","PA","N00038779","F000466",1,1973-12-17,"M",0.142,-0.122,"-",0,0,1,2,3,24860
"Fitzpatrick","Brian","PA","N00038779","F000466",1,1973-12-17,"M",0.142,-0.122,"+",0,0,1,2,3,0
"Fleischmann","Charles","TN","N00030815","F000459",3,1962-10-11,"M",0.434,0.406,"-",2,3,4,5,6,15500
"Fleischmann","Charles","TN","N00030815","F000459",3,1962-10-11,"M",0.434,0.406,"+",2,3,4,5,6,0
"Fletcher","Lizzie","TX","N00041194","F000468",7,1975-02-13,"F",-0.454,0.891,"-",0,0,0,1,2,101175
"Fletcher","Lizzie","TX","N00041194","F000468",7,1975-02-13,"F",-0.454,0.891,"+",0,0,0,1,2,0
"Flood","Mike","NE","N00050145","F000474",1,1975-02-23,"M",0.468,0.835,"-",0,0,0,0,1,0
"Flood","Mike","NE","N00050145","F000474",1,1975-02-23,"M",0.468,0.835,"+",0,0,0,0,1,0
"Flores","Mayra","TX","N00048049","F000473",34,1986-01-01,"F",0.336,0.623,"-",0,0,0,0,1,2500
"Flores","Mayra","TX","N00048049","F000473",34,1986-01-01,"F",0.336,0.623,"+",0,0,0,0,1,0
"Fortenberry","Jeff","NE","N00026631","F000449",1,1960-12-27,"M",0.304,-0.061,"-",5,6,7,8,9,7400
"Fortenberry","Jeff","NE","N00026631","F000449",1,1960-12-27,"M",0.304,-0.061,"+",5,6,7,8,9,0
"Foster","Bill","IL","N00029139","F000454",11,1955-10-07,"M",-0.233,-0.215,"-",3,4,5,6,7,3400
"Foster","Bill","IL","N00029139","F000454",11,1955-10-07,"M",-0.233,-0.215,"+",3,4,5,6,7,1000
"Foxx","Virginia","NC","N00026166","F000450",5,1943-06-29,"F",0.623,0.18,"-",5,6,7,8,9,500
"Foxx","Virginia","NC","N00026166","F000450",5,1943-06-29,"F",0.623,0.18,"+",5,6,7,8,9,0
"Frankel","Lois","FL","N00002893","F000462",22,1948-05-16,"F",-0.397,-0.054,"-",1,2,3,4,5,2500
"Frankel","Lois","FL","N00002893","F000462",22,1948-05-16,"F",-0.397,-0.054,"+",1,2,3,4,5,0
"Franklin","C.","FL","N00046760","F000472",18,1964-08-23,"M",0.603,0.096,"-",0,0,0,0,1,3133
"Franklin","C.","FL","N00046760","F000472",18,1964-08-23,"M",0.603,0.096,"+",0,0,0,0,1,0
"Fudge","Marcia","OH","N00030490","F000455",11,1952-10-29,"F",-0.581,0.14,"-",4,5,6,7,8,0
"Fudge","Marcia","OH","N00030490","F000455",11,1952-10-29,"F",-0.581,0.14,"+",4,5,6,7,8,0
"Fulcher","Russ","ID","N00041335","F000469",1,1973-07-19,"M",0.639,-0.039,"-",0,0,0,1,2,0
"Fulcher","Russ","ID","N00041335","F000469",1,1973-07-19,"M",0.639,-0.039,"+",0,0,0,1,2,0
"Gaetz","Matt","FL","N00039503","G000578",1,1982-05-07,"M",0.598,-0.646,"-",0,0,1,2,3,5391
"Gaetz","Matt","FL","N00039503","G000578",1,1982-05-07,"M",0.598,-0.646,"+",0,0,1,2,3,0
"Gallagher","Mike","WI","N00039330","G000579",8,1984-03-03,"M",0.438,0.004,"-",0,0,1,2,3,23000
"Gallagher","Mike","WI","N00039330","G000579",8,1984-03-03,"M",0.438,0.004,"+",0,0,1,2,3,0
"Gallego","Ruben","AZ","N00036097","G000574",3,1979-11-20,"M",-0.418,0.069,"-",0,1,2,3,4,13000
"Gallego","Ruben","AZ","N00036097","G000574",3,1979-11-20,"M",-0.418,0.069,"+",0,1,2,3,4,0
"Garamendi","John","CA","N00030856","G000559",8,1945-01-24,"M",-0.309,-0.096,"-",3,4,5,6,7,2000
"Garamendi","John","CA","N00030856","G000559",8,1945-01-24,"M",-0.309,-0.096,"+",3,4,5,6,7,0
"Garbarino","Andrew","NY","N00046030","G000597",2,1984-09-27,"M",0.252,0.193,"-",0,0,0,0,1,10870
"Garbarino","Andrew","NY","N00046030","G000597",2,1984-09-27,"M",0.252,0.193,"+",0,0,0,0,1,0
"Garcia","Mike","CA","N00044298","G000061",27,1976-04-24,"M",0.362,0.067,"-",0,0,0,1,2,11030
"Garcia","Mike","CA","N00044298","G000061",27,1976-04-24,"M",0.362,0.067,"+",0,0,0,1,2,0
"Garcia","Sylvia","TX","N00042282","G000587",29,1950-09-06,"F",-0.797,0.454,"-",0,0,0,1,2,7000
"Garcia","Sylvia","TX","N00042282","G000587",29,1950-09-06,"F",-0.797,0.454,"+",0,0,0,1,2,0
"García","Jesús","IL","N00042114","G000586",4,1956-04-12,"M",-0.43,-0.893,"-",0,0,0,1,2,1000
"García","Jesús","IL","N00042114","G000586",4,1956-04-12,"M",-0.43,-0.893,"+",0,0,0,1,2,0
"Gibbs","Bob","OH","N00031128","G000563",7,1954-06-14,"M",0.484,0.284,"-",2,3,4,5,6,0
"Gibbs","Bob","OH","N00031128","G000563",7,1954-06-14,"M",0.484,0.284,"+",2,3,4,5,6,0
"Gimenez","Carlos","FL","N00046394","G000593",28,1954-01-17,"M",0.333,0.098,"-",0,0,0,0,1,9933
"Gimenez","Carlos","FL","N00046394","G000593",28,1954-01-17,"M",0.333,0.098,"+",0,0,0,0,1,0
"Gohmert","Louie","TX","N00026148","G000552",1,1953-08-18,"M",0.644,-0.406,"-",5,6,7,8,9,0
"Gohmert","Louie","TX","N00026148","G000552",1,1953-08-18,"M",0.644,-0.406,"+",5,6,7,8,9,0
"Golden","Jared","ME","N00041668","G000592",2,1982-07-25,"M",-0.11,0.374,"-",0,0,0,1,2,7708
"Golden","Jared","ME","N00041668","G000592",2,1982-07-25,"M",-0.11,0.374,"+",0,0,0,1,2,150
"Gomez","Jimmy","CA","N00040597","G000585",34,1974-11-25,"M",-0.542,-0.302,"-",0,0,1,2,3,14500
"Gomez","Jimmy","CA","N00040597","G000585",34,1974-11-25,"M",-0.542,-0.302,"+",0,0,1,2,3,0
"Gonzales","Ernest","TX","N00044592","G000594",23,1980-10-10,"M",0.33,0.275,"-",0,0,0,0,1,56059
"Gonzales","Ernest","TX","N00044592","G000594",23,1980-10-10,"M",0.33,0.275,"+",0,0,0,0,1,0
"Gonzalez","Anthony","OH","N00041690","G000588",16,1984-09-18,"M",0.24,0.315,"-",0,0,0,1,2,20300
"Gonzalez","Anthony","OH","N00041690","G000588",16,1984-09-18,"M",0.24,0.315,"+",0,0,0,1,2,0
"Gonzalez","Vicente","TX","N00038809","G000581",34,1967-09-04,"M",-0.388,0.755,"-",0,0,1,2,3,56700
"Gonzalez","Vicente","TX","N00038809","G000581",34,1967-09-04,"M",-0.388,0.755,"+",0,0,1,2,3,0
"Good","Robert","VA","N00045557","G000595",5,1965-09-11,"M",0.8,-0.6,"-",0,0,0,0,1,3133
"Good","Robert","VA","N00045557","G000595",5,1965-09-11,"M",0.8,-0.6,"+",0,0,0,0,1,0
"Gooden","Lance","TX","N00042237","G000589",5,1982-12-01,"M",0.746,-0.066,"-",0,0,0,1,2,14300
"Gooden","Lance","TX","N00042237","G000589",5,1982-12-01,"M",0.746,-0.066,"+",0,0,0,1,2,0
"Gosar","Paul","AZ","N00030771","G000565",9,1958-11-22,"M",0.699,-0.499,"-",2,3,4,5,6,0
"Gosar","Paul","AZ","N00030771","G000565",9,1958-11-22,"M",0.699,-0.499,"+",2,3,4,5,6,0
"Gottheimer","Josh","NJ","N00036944","G000583",5,1975-03-08,"M",-0.158,0.223,"-",0,0,1,2,3,12013
"Gottheimer","Josh","NJ","N00036944","G000583",5,1975-03-08,"M",-0.158,0.223,"+",0,0,1,2,3,0
"Granger","Kay","TX","N00008799","G000377",12,1943-01-18,"F",0.404,0.235,"-",9,10,11,12,13,4000
"Granger","Kay","TX","N00008799","G000377",12,1943-01-18,"F",0.404,0.235,"+",9,10,11,12,13,0
"Graves","Garret","LA","N00036135","G000577",6,1972-01-31,"M",0.43,0.029,"-",0,1,2,3,4,18500
"Graves","Garret","LA","N00036135","G000577",6,1972-01-31,"M",0.43,0.029,"+",0,1,2,3,4,0
"Graves","Sam","MO","N00013323","G000546",6,1963-11-07,"M",0.447,0.167,"-",7,8,9,10,11,19400
"Graves","Sam","MO","N00013323","G000546",6,1963-11-07,"M",0.447,0.167,"+",7,8,9,10,11,0
"Green","Al","TX","N00026686","G000553",9,1947-09-01,"M",-0.443,0.29,"-",5,6,7,8,9,0
"Green","Al","TX","N00026686","G000553",9,1947-09-01,"M",-0.443,0.29,"+",5,6,7,8,9,0
"Green","Mark","TN","N00041873","G000590",7,1964-11-08,"M",0.671,0.015,"-",0,0,0,1,2,2000
"Green","Mark","TN","N00041873","G000590",7,1964-11-08,"M",0.671,0.015,"+",0,0,0,1,2,0
"Greene","Marjorie","GA","N00044701","G000596",14,1974-05-27,"F",0.8,-0.6,"-",0,0,0,0,1,8427
"Greene","Marjorie","GA","N00044701","G000596",14,1974-05-27,"F",0.8,-0.6,"+",0,0,0,0,1,324
"Griffith","H.","VA","N00032029","G000568",9,1958-03-15,"M",0.52,-0.365,"-",2,3,4,5,6,8000
"Griffith","H.","VA","N00032029","G000568",9,1958-03-15,"M",0.52,-0.365,"+",2,3,4,5,6,0
"Grothman","Glenn","WI","N00036409","G000576",6,1955-07-03,"M",0.599,-0.225,"-",0,1,2,3,4,8500
"Grothman","Glenn","WI","N00036409","G000576",6,1955-07-03,"M",0.599,-0.225,"+",0,1,2,3,4,0
"Guest","Michael","MS","N00042458","G000591",3,1970-02-04,"M",0.528,0.1,"-",0,0,0,1,2,0
"Guest","Michael","MS","N00042458","G000591",3,1970-02-04,"M",0.528,0.1,"+",0,0,0,1,2,0
"Guthrie","Brett","KY","N00029675","G000558",2,1964-02-18,"M",0.426,0.275,"-",3,4,5,6,7,10000
"Guthrie","Brett","KY","N00029675","G000558",2,1964-02-18,"M",0.426,0.275,"+",3,4,5,6,7,0
"Haaland","Debra","NM","N00040933","H001080",1,1960-12-02,"F",-0.332,-0.233,"-",0,0,0,1,2,0
"Haaland","Debra","NM","N00040933","H001080",1,1960-12-02,"F",-0.332,-0.233,"+",0,0,0,1,2,0
"Hagedorn","Jim","MN","N00031390","H001088",1,1962-08-04,"M",0.477,0.345,"-",0,0,0,1,2,3133
"Hagedorn","Jim","MN","N00031390","H001088",1,1962-08-04,"M",0.477,0.345,"+",0,0,0,1,2,0
"Harder","Josh","CA","N00040853","H001090",9,1986-08-01,"M",-0.352,0.572,"-",0,0,0,1,2,6300
"Harder","Josh","CA","N00040853","H001090",9,1986-08-01,"M",-0.352,0.572,"+",0,0,0,1,2,3500
"Harris","Andy","MD","N00029147","H001052",1,1957-01-25,"M",0.671,-0.374,"-",2,3,4,5,6,500
"Harris","Andy","MD","N00029147","H001052",1,1957-01-25,"M",0.671,-0.374,"+",2,3,4,5,6,0
"Harshbarger","Diana","TN","N00046688","H001086",1,1960-01-01,"F",0.682,-0.02,"-",0,0,0,0,1,3900
"Harshbarger","Diana","TN","N00046688","H001086",1,1960-01-01,"F",0.682,-0.02,"+",0,0,0,0,1,0
"Hartzler","Vicky","MO","N00031005","H001053",4,1960-10-13,"F",0.478,0.229,"-",2,3,4,5,6,32050
"Hartzler","Vicky","MO","N00031005","H001053",4,1960-10-13,"F",0.478,0.229,"+",2,3,4,5,6,0
"Hastings","Alcee","FL","N00002884","H000324",20,1936-09-05,"M",-0.564,0.157,"-",11,12,13,14,15,0
"Hastings","Alcee","FL","N00002884","H000324",20,1936-09-05,"M",-0.564,0.157,"+",11,12,13,14,15,0
"Hayes","Jahana","CT","N00043421","H001081",5,1973-03-08,"F",-0.316,-0.132,"-",0,0,0,1,2,0
"Hayes","Jahana","CT","N00043421","H001081",5,1973-03-08,"F",-0.316,-0.132,"+",0,0,0,1,2,0
"Hern","Kevin","OK","N00040829","H001082",1,1961-12-04,"M",0.68,-0.078,"-",0,0,1,2,3,27700
"Hern","Kevin","OK","N00040829","H001082",1,1961-12-04,"M",0.68,-0.078,"+",0,0,1,2,3,0
"Herrell","Yvette","NM","N00041454","H001084",2,1964-03-16,"F",0.936,0.352,"-",0,0,0,0,1,115084
"Herrell","Yvette","NM","N00041454","H001084",2,1964-03-16,"F",0.936,0.352,"+",0,0,0,0,1,500
"Herrera Beutler","Jaime","WA","N00031559","H001056",3,1978-11-03,"F",0.336,-0.129,"-",2,3,4,5,6,21783
"Herrera Beutler","Jaime","WA","N00031559","H001056",3,1978-11-03,"F",0.336,-0.129,"+",2,3,4,5,6,0
"Hice","Jody","GA","N00032243","H001071",10,1960-04-22,"M",0.797,-0.242,"-",0,1,2,3,4,0
"Hice","Jody","GA","N00032243","H001071",10,1960-04-22,"M",0.797,-0.242,"+",0,1,2,3,4,0
"Higgins","Brian","NY","N00027060","H001038",26,1959-10-06,"M",-0.348,-0.032,"-",5,6,7,8,9,7850
"Higgins","Brian","NY","N00027060","H001038",26,1959-10-06,"M",-0.348,-0.032,"+",5,6,7,8,9,0
"Higgins","Clay","LA","N00039953","H001077",3,1961-08-24,"M",0.627,-0.31,"-",0,0,1,2,3,10100
"Higgins","Clay","LA","N00039953","H001077",3,1961-08-24,"M",0.627,-0.31,"+",0,0,1,2,3,0
"Hill","J.","AR","N00035792","H001072",2,1956-12-05,"M",0.437,0.27,"-",0,1,2,3,4,23733
"Hill","J.","AR","N00035792","H001072",2,1956-12-05,"M",0.437,0.27,"+",0,1,2,3,4,0
"Himes","James","CT","N00029070","H001047",4,1966-07-05,"M",-0.24,-0.226,"-",3,4,5,6,7,1200
"Himes","James","CT","N00029070","H001047",4,1966-07-05,"M",-0.24,-0.226,"+",3,4,5,6,7,0
"Hinson","Ashley","IA","N00044521","H001091",2,1983-06-27,"F",0.347,0.298,"-",0,0,0,0,1,32487
"Hinson","Ashley","IA","N00044521","H001091",2,1983-06-27,"F",0.347,0.298,"+",0,0,0,0,1,1500
"Hollingsworth","Trey","IN","N00038429","H001074",9,1983-09-12,"M",0.417,-0.243,"-",0,0,1,2,3,12500
"Hollingsworth","Trey","IN","N00038429","H001074",9,1983-09-12,"M",0.417,-0.243,"+",0,0,1,2,3,0
"Horsford","Steven","NV","N00033638","H001066",4,1973-04-29,"M",-0.342,0.135,"-",1,1,1,2,3,9500
"Horsford","Steven","NV","N00033638","H001066",4,1973-04-29,"M",-0.342,0.135,"+",1,1,1,2,3,1000
"Houlahan","Chrissy","PA","N00040949","H001085",6,1967-06-05,"F",-0.275,0.322,"-",0,0,0,1,2,6900
"Houlahan","Chrissy","PA","N00040949","H001085",6,1967-06-05,"F",-0.275,0.322,"+",0,0,0,1,2,0
"Hoyer","Steny","MD","N00001821","H000874",5,1939-06-14,"M",-0.381,0.121,"-",14,15,16,17,18,90000
"Hoyer","Steny","MD","N00001821","H000874",5,1939-06-14,"M",-0.381,0.121,"+",14,15,16,17,18,0
"Hudson","Richard","NC","N00033630","H001067",9,1971-11-04,"M",0.526,0.178,"-",1,2,3,4,5,17070
"Hudson","Richard","NC","N00033630","H001067",9,1971-11-04,"M",0.526,0.178,"+",1,2,3,4,5,0
"Huffman","Jared","CA","N00033030","H001068",2,1964-02-18,"M",-0.428,-0.527,"-",1,2,3,4,5,3000
"Huffman","Jared","CA","N00033030","H001068",2,1964-02-18,"M",-0.428,-0.527,"+",1,2,3,4,5,250
"Huizenga","Bill","MI","N00030673","H001058",4,1969-01-31,"M",0.536,0.026,"-",2,3,4,5,6,9000
"Huizenga","Bill","MI","N00030673","H001058",4,1969-01-31,"M",0.536,0.026,"+",2,3,4,5,6,0
"Issa","Darrell","CA","N00007017","I000056",48,1953-11-01,"M",0.484,-0.001,"-",7,8,9,9,10,3133
"Issa","Darrell","CA","N00007017","I000056",48,1953-11-01,"M",0.484,-0.001,"+",7,8,9,9,10,0
"Jackson","Ronny","TX","N00046055","J000304",13,1967-05-04,"M",0.768,0.105,"-",0,0,0,0,1,36111
"Jackson","Ronny","TX","N00046055","J000304",13,1967-05-04,"M",0.768,0.105,"+",0,0,0,0,1,0
"Jackson Lee","Sheila","TX","N00005818","J000032",18,1950-01-12,"F",-0.46,0.125,"-",10,11,12,13,14,1500
"Jackson Lee","Sheila","TX","N00005818","J000032",18,1950-01-12,"F",-0.46,0.125,"+",10,11,12,13,14,0
"Jacobs","Chris","NY","N00044575","J000020",27,1966-11-28,"M",0.306,0.049,"-",0,0,0,1,2,5900
"Jacobs","Chris","NY","N00044575","J000020",27,1966-11-28,"M",0.306,0.049,"+",0,0,0,1,2,0
"Jacobs","Sara","CA","N00042081","J000305",51,1989-02-01,"F",-0.388,-0.453,"-",0,0,0,0,1,0
"Jacobs","Sara","CA","N00042081","J000305",51,1989-02-01,"F",-0.388,-0.453,"+",0,0,0,0,1,0
"Jayapal","Pramila","WA","N00038858","J000298",7,1965-09-21,"F",-0.646,-0.466,"-",0,0,1,2,3,0
"Jayapal","Pramila","WA","N00038858","J000298",7,1965-09-21,"F",-0.646,-0.466,"+",0,0,1,2,3,0
"Jeffries","Hakeem","NY","N00033640","J000294",8,1970-08-04,"M",-0.486,-0.072,"-",1,2,3,4,5,25350
"Jeffries","Hakeem","NY","N00033640","J000294",8,1970-08-04,"M",-0.486,-0.072,"+",1,2,3,4,5,2000
"Johnson","Bill","OH","N00032088","J000292",6,1954-11-10,"M",0.436,0.235,"-",2,3,4,5,6,33349
"Johnson","Bill","OH","N00032088","J000292",6,1954-11-10,"M",0.436,0.235,"+",2,3,4,5,6,0
"Johnson","Dusty","SD","N00040559","J000301",0,1976-09-30,"M",0.462,0.142,"-",0,0,0,1,2,26800
"Johnson","Dusty","SD","N00040559","J000301",0,1976-09-30,"M",0.462,0.142,"+",0,0,0,1,2,0
"Johnson","Henry","GA","N00027848","J000288",4,1954-10-02,"M",-0.473,-0.025,"-",4,5,6,7,8,0
"Johnson","Henry","GA","N00027848","J000288",4,1954-10-02,"M",-0.473,-0.025,"+",4,5,6,7,8,0
"Johnson","Mike","LA","N00039106","J000299",4,1972-01-30,"M",0.566,-0.01,"-",0,0,1,2,3,17700
"Johnson","Mike","LA","N00039106","J000299",4,1972-01-30,"M",0.566,-0.01,"+",0,0,1,2,3,0
"Jones","Mondaire","NY","N00044908","J000306",17,1987-05-18,"M",-0.414,-0.533,"-",0,0,0,0,1,3400
"Jones","Mondaire","NY","N00044908","J000306",17,1987-05-18,"M",-0.414,-0.533,"+",0,0,0,0,1,500
"Jordan","Jim","OH","N00027894","J000289",4,1964-02-17,"M",0.717,-0.198,"-",4,5,6,7,8,11330
"Jordan","Jim","OH","N00027894","J000289",4,1964-02-17,"M",0.717,-0.198,"+",4,5,6,7,8,300
"Joyce","David","OH","N00035007","J000295",14,1957-03-17,"M",0.256,0.301,"-",1,2,3,4,5,25400
"Joyce","David","OH","N00035007","J000295",14,1957-03-17,"M",0.256,0.301,"+",1,2,3,4,5,0
"Joyce","John","PA","N00043242","J000302",13,1957-02-08,"M",0.569,0,"-",0,0,0,1,2,500
"Joyce","John","PA","N00043242","J000302",13,1957-02-08,"M",0.569,0,"+",0,0,0,1,2,0
"Kahele","Kaialiʻi","HI","N00044007","K000396",2,1974-03-28,"M",-0.353,0.052,"-",0,0,0,0,1,1000
"Kahele","Kaialiʻi","HI","N00044007","K000396",2,1974-03-28,"M",-0.353,0.052,"+",0,0,0,0,1,0
"Kaptur","Marcy","OH","N00003522","K000009",9,1946-06-17,"F",-0.348,0.117,"-",14,15,16,17,18,12250
"Kaptur","Marcy","OH","N00003522","K000009",9,1946-06-17,"F",-0.348,0.117,"+",14,15,16,17,18,0
"Katko","John","NY","N00035934","K000386",24,1962-11-09,"M",0.185,0.013,"-",0,1,2,3,4,23670
"Katko","John","NY","N00035934","K000386",24,1962-11-09,"M",0.185,0.013,"+",0,1,2,3,4,0
"Keating","William","MA","N00031933","K000375",9,1952-09-06,"M",-0.33,-0.112,"-",2,3,4,5,6,0
"Keating","William","MA","N00031933","K000375",9,1952-09-06,"M",-0.33,-0.112,"+",2,3,4,5,6,0
"Keller","Fred","PA","N00044065","K000395",12,1965-10-23,"M",0.498,0.171,"-",0,0,0,1,2,1750
"Keller","Fred","PA","N00044065","K000395",12,1965-10-23,"M",0.498,0.171,"+",0,0,0,1,2,0
"Kelly","Mike","PA","N00031647","K000376",16,1948-05-10,"M",0.373,0.41,"-",2,3,4,5,6,19900
"Kelly","Mike","PA","N00031647","K000376",16,1948-05-10,"M",0.373,0.41,"+",2,3,4,5,6,0
"Kelly","Robin","IL","N00035215","K000385",2,1956-04-30,"F",-0.467,-0.023,"-",1,2,3,4,5,4750
"Kelly","Robin","IL","N00035215","K000385",2,1956-04-30,"F",-0.467,-0.023,"+",1,2,3,4,5,0
"Khanna","Ro","CA","N00026427","K000389",17,1976-09-13,"M",-0.504,-0.255,"-",0,0,1,2,3,4331
"Khanna","Ro","CA","N00026427","K000389",17,1976-09-13,"M",-0.504,-0.255,"+",0,0,1,2,3,1000
"Kildee","Daniel","MI","N00033395","K000380",8,1958-08-11,"M",-0.367,-0.174,"-",1,2,3,4,5,24500
"Kildee","Daniel","MI","N00033395","K000380",8,1958-08-11,"M",-0.367,-0.174,"+",1,2,3,4,5,500
"Kilmer","Derek","WA","N00034453","K000381",6,1974-01-01,"M",-0.312,-0.009,"-",1,2,3,4,5,7600
"Kilmer","Derek","WA","N00034453","K000381",6,1974-01-01,"M",-0.312,-0.009,"+",1,2,3,4,5,0
"Kim","Andy","NJ","N00041370","K000394",3,1982-07-12,"M",-0.357,0.288,"-",0,0,0,1,2,8700
"Kim","Andy","NJ","N00041370","K000394",3,1982-07-12,"M",-0.357,0.288,"+",0,0,0,1,2,250
"Kim","Young","CA","N00042386","K000397",40,1962-10-18,"F",0.259,0.371,"-",0,0,0,0,1,15233
"Kim","Young","CA","N00042386","K000397",40,1962-10-18,"F",0.259,0.371,"+",0,0,0,0,1,500
"Kind","Ron","WI","N00004403","K000188",3,1963-03-16,"M",-0.26,-0.08,"-",9,10,11,12,13,12000
"Kind","Ron","WI","N00004403","K000188",3,1963-03-16,"M",-0.26,-0.08,"+",9,10,11,12,13,3400
"Kinzinger","Adam","IL","N00030667","K000378",16,1978-02-27,"M",0.234,0.382,"-",2,3,4,5,6,94600
"Kinzinger","Adam","IL","N00030667","K000378",16,1978-02-27,"M",0.234,0.382,"+",2,3,4,5,6,9400
"Kirkpatrick","Ann","AZ","N00029260","K000368",2,1950-03-24,"F",-0.169,-0.01,"-",2,3,3,4,5,0
"Kirkpatrick","Ann","AZ","N00029260","K000368",2,1950-03-24,"F",-0.169,-0.01,"+",2,3,3,4,5,0
"Krishnamoorthi","Raja","IL","N00033240","K000391",8,1973-07-19,"M",-0.328,-0.03,"-",0,0,1,2,3,16949
"Krishnamoorthi","Raja","IL","N00033240","K000391",8,1973-07-19,"M",-0.328,-0.03,"+",0,0,1,2,3,1000
"Kuster","Ann","NH","N00030875","K000382",2,1956-09-05,"F",-0.26,-0.098,"-",1,2,3,4,5,4850
"Kuster","Ann","NH","N00030875","K000382",2,1956-09-05,"F",-0.26,-0.098,"+",1,2,3,4,5,1500
"Kustoff","David","TN","N00025445","K000392",8,1966-10-08,"M",0.535,0.372,"-",0,0,1,2,3,1000
"Kustoff","David","TN","N00025445","K000392",8,1966-10-08,"M",0.535,0.372,"+",0,0,1,2,3,0
"LaHood","Darin","IL","N00037031","L000585",16,1968-07-05,"M",0.458,0.217,"-",0,1,2,3,4,58900
"LaHood","Darin","IL","N00037031","L000585",16,1968-07-05,"M",0.458,0.217,"+",0,1,2,3,4,0
"LaMalfa","Doug","CA","N00033987","L000578",1,1960-07-02,"M",0.538,0.026,"-",1,2,3,4,5,3133
"LaMalfa","Doug","CA","N00033987","L000578",1,1960-07-02,"M",0.538,0.026,"+",1,2,3,4,5,0
"LaTurner","Jacob","KS","N00044232","L000266",2,1988-02-17,"M",0.474,0.385,"-",0,0,0,0,1,68970
"LaTurner","Jacob","KS","N00044232","L000266",2,1988-02-17,"M",0.474,0.385,"+",0,0,0,0,1,0
"Lamb","Conor","PA","N00041870","L000588",17,1984-06-27,"M",-0.143,0.212,"-",0,0,1,2,3,11750
"Lamb","Conor","PA","N00041870","L000588",17,1984-06-27,"M",-0.143,0.212,"+",0,0,1,2,3,0
"Lamborn","Doug","CO","N00028133","L000564",5,1954-05-24,"M",0.667,0.232,"-",4,5,6,7,8,3500
"Lamborn","Doug","CO","N00028133","L000564",5,1954-05-24,"M",0.667,0.232,"+",4,5,6,7,8,0
"Langevin","James","RI","N00009724","L000559",2,1964-04-22,"M",-0.375,0.114,"-",7,8,9,10,11,2000
"Langevin","James","RI","N00009724","L000559",2,1964-04-22,"M",-0.375,0.114,"+",7,8,9,10,11,0
"Larsen","Rick","WA","N00009759","L000560",2,1965-06-15,"M",-0.365,0.178,"-",7,8,9,10,11,20000
"Larsen","Rick","WA","N00009759","L000560",2,1965-06-15,"M",-0.365,0.178,"+",7,8,9,10,11,0
"Larson","John","CT","N00000575","L000557",1,1948-07-22,"M",-0.396,-0.047,"-",8,9,10,11,12,7500
"Larson","John","CT","N00000575","L000557",1,1948-07-22,"M",-0.396,-0.047,"+",8,9,10,11,12,0
"Latta","Robert","OH","N00012233","L000566",5,1956-04-18,"M",0.51,0.28,"-",4,5,6,7,8,41500
"Latta","Robert","OH","N00012233","L000566",5,1956-04-18,"M",0.51,0.28,"+",4,5,6,7,8,0
"Lawrence","Brenda","MI","N00034068","L000581",14,1954-10-18,"F",-0.448,-0.039,"-",0,1,2,3,4,5000
"Lawrence","Brenda","MI","N00034068","L000581",14,1954-10-18,"F",-0.448,-0.039,"+",0,1,2,3,4,0
"Lawson","Al","FL","N00030642","L000586",5,1948-09-23,"M",-0.26,0.076,"-",0,0,1,2,3,2500
"Lawson","Al","FL","N00030642","L000586",5,1948-09-23,"M",-0.26,0.076,"+",0,0,1,2,3,0
"Lee","Barbara","CA","N00008046","L000551",12,1946-07-16,"F",-0.677,-0.569,"-",9,10,11,12,13,0
"Lee","Barbara","CA","N00008046","L000551",12,1946-07-16,"F",-0.677,-0.569,"+",9,10,11,12,13,0
"Lee","Susie","NV","N00037247","L000590",3,1966-11-07,"F",-0.235,0.31,"-",0,0,0,1,2,21175
"Lee","Susie","NV","N00037247","L000590",3,1966-11-07,"F",-0.235,0.31,"+",0,0,0,1,2,250
