"last_name","first_name","state","opensecrets_id","bioguide_id","district","birthday","gender","Industry_Type","seniority_113","seniority_114","seniority_115","seniority_116","seniority_117","total"
"Goodlatte","Bob","VA","N00009154","G000289",6,1952-09-22,"M","+",11,12,13,13,13,0
"Gosar","Paul","AZ","N00030771","G000565",9,1958-11-22,"M","-",2,3,4,5,6,16000
"Gosar","Paul","AZ","N00030771","G000565",9,1958-11-22,"M","+",2,3,4,5,6,0
"Gowdy","Trey","SC","N00030880","G000566",4,1964-08-22,"M","-",2,3,4,4,4,15200
"Gowdy","Trey","SC","N00030880","G000566",4,1964-08-22,"M","+",2,3,4,4,4,0
"Graham","Gwen","FL","N00035688","G000575",2,1963-01-31,"F","-",0,1,1,1,1,4100
"Graham","Gwen","FL","N00035688","G000575",2,1963-01-31,"F","+",0,1,1,1,1,0
"Granger","Kay","TX","N00008799","G000377",12,1943-01-18,"F","-",9,10,11,12,13,43250
"Granger","Kay","TX","N00008799","G000377",12,1943-01-18,"F","+",9,10,11,12,13,1000
"Graves","Garret","LA","N00036135","G000577",6,1972-01-31,"M","-",0,1,2,3,4,112499
"Graves","Garret","LA","N00036135","G000577",6,1972-01-31,"M","+",0,1,2,3,4,2700
"Graves","Sam","MO","N00013323","G000546",6,1963-11-07,"M","-",7,8,9,10,11,9000
"Graves","Sam","MO","N00013323","G000546",6,1963-11-07,"M","+",7,8,9,10,11,1000
"Graves","Tom","GA","N00030788","G000560",14,1970-02-03,"M","-",3,4,5,6,6,13750
"Graves","Tom","GA","N00030788","G000560",14,1970-02-03,"M","+",3,4,5,6,6,0
"Grayson","Alan","FL","N00028418","G000556",9,1958-03-13,"M","-",2,3,3,3,3,1231
"Grayson","Alan","FL","N00028418","G000556",9,1958-03-13,"M","+",2,3,3,3,3,100
"Green","Al","TX","N00026686","G000553",9,1947-09-01,"M","-",5,6,7,8,9,2000
"Green","Al","TX","N00026686","G000553",9,1947-09-01,"M","+",5,6,7,8,9,0
"Green","Gene","TX","N00005870","G000410",29,1947-10-17,"M","-",11,12,13,13,13,96450
"Green","Gene","TX","N00005870","G000410",29,1947-10-17,"M","+",11,12,13,13,13,2500
"Griffith","H.","VA","N00032029","G000568",9,1958-03-15,"M","-",2,3,4,5,6,49050
"Griffith","H.","VA","N00032029","G000568",9,1958-03-15,"M","+",2,3,4,5,6,0
"Grijalva","Raúl","AZ","N00025284","G000551",7,1948-02-19,"M","-",6,7,8,9,10,1500
"Grijalva","Raúl","AZ","N00025284","G000551",7,1948-02-19,"M","+",6,7,8,9,10,0
"Grothman","Glenn","WI","N00036409","G000576",6,1955-07-03,"M","-",0,1,2,3,4,17010
"Grothman","Glenn","WI","N00036409","G000576",6,1955-07-03,"M","+",0,1,2,3,4,250
"Guinta","Frank","NH","N00030801","G000570",1,1970-09-26,"M","-",1,2,2,2,2,10500
"Guinta","Frank","NH","N00030801","G000570",1,1970-09-26,"M","+",1,2,2,2,2,0
"Guthrie","Brett","KY","N00029675","G000558",2,1964-02-18,"M","-",3,4,5,6,7,23500
"Guthrie","Brett","KY","N00029675","G000558",2,1964-02-18,"M","+",3,4,5,6,7,0
"Gutiérrez","Luis","IL","N00004874","G000535",4,1953-12-10,"M","-",11,12,13,13,13,5400
"Gutiérrez","Luis","IL","N00004874","G000535",4,1953-12-10,"M","+",11,12,13,13,13,0
"Hahn","Janice","CA","N00006806","H001063",44,1952-03-30,"F","-",2,3,3,3,3,0
"Hahn","Janice","CA","N00006806","H001063",44,1952-03-30,"F","+",2,3,3,3,3,0
"Hanabusa","Colleen","HI","N00025881","H001050",1,1951-05-04,"F","-",2,3,4,4,4,250
"Hanabusa","Colleen","HI","N00025881","H001050",1,1951-05-04,"F","+",2,3,4,4,4,0
"Hanna","Richard","NY","N00030197","H001051",22,1951-01-25,"M","-",2,3,3,3,3,0
"Hanna","Richard","NY","N00030197","H001051",22,1951-01-25,"M","+",2,3,3,3,3,0
"Hardy","Cresent","NV","N00035628","H001070",4,1957-06-23,"M","-",0,1,1,1,1,21800
"Hardy","Cresent","NV","N00035628","H001070",4,1957-06-23,"M","+",0,1,1,1,1,0
"Harper","Gregg","MS","N00029632","H001045",3,1956-06-01,"M","-",3,4,5,5,5,31400
"Harper","Gregg","MS","N00029632","H001045",3,1956-06-01,"M","+",3,4,5,5,5,0
"Harris","Andy","MD","N00029147","H001052",1,1957-01-25,"M","-",2,3,4,5,6,8500
"Harris","Andy","MD","N00029147","H001052",1,1957-01-25,"M","+",2,3,4,5,6,0
"Hartzler","Vicky","MO","N00031005","H001053",4,1960-10-13,"F","-",2,3,4,5,6,5000
"Hartzler","Vicky","MO","N00031005","H001053",4,1960-10-13,"F","+",2,3,4,5,6,0
"Hastings","Alcee","FL","N00002884","H000324",20,1936-09-05,"M","-",11,12,13,14,15,2500
"Hastings","Alcee","FL","N00002884","H000324",20,1936-09-05,"M","+",11,12,13,14,15,0
"Heck","Denny","WA","N00031557","H001064",10,1952-07-29,"M","-",1,2,3,4,4,3000
"Heck","Denny","WA","N00031557","H001064",10,1952-07-29,"M","+",1,2,3,4,4,0
"Heck","Joseph","NV","N00031244","H001055",3,1961-10-30,"M","-",2,3,3,3,3,213703
"Heck","Joseph","NV","N00031244","H001055",3,1961-10-30,"M","+",2,3,3,3,3,0
"Hensarling","Jeb","TX","N00024922","H001036",5,1957-05-29,"M","-",6,7,8,8,8,25650
"Hensarling","Jeb","TX","N00024922","H001036",5,1957-05-29,"M","+",6,7,8,8,8,0
"Herrera Beutler","Jaime","WA","N00031559","H001056",3,1978-11-03,"F","-",2,3,4,5,6,4770
"Herrera Beutler","Jaime","WA","N00031559","H001056",3,1978-11-03,"F","+",2,3,4,5,6,0
"Hice","Jody","GA","N00032243","H001071",10,1960-04-22,"M","-",0,1,2,3,4,2500
"Hice","Jody","GA","N00032243","H001071",10,1960-04-22,"M","+",0,1,2,3,4,0
"Higgins","Brian","NY","N00027060","H001038",26,1959-10-06,"M","-",5,6,7,8,9,2000
"Higgins","Brian","NY","N00027060","H001038",26,1959-10-06,"M","+",5,6,7,8,9,0
"Hill","J.","AR","N00035792","H001072",2,1956-12-05,"M","-",0,1,2,3,4,18500
"Hill","J.","AR","N00035792","H001072",2,1956-12-05,"M","+",0,1,2,3,4,0
"Himes","James","CT","N00029070","H001047",4,1966-07-05,"M","-",3,4,5,6,7,12000
"Himes","James","CT","N00029070","H001047",4,1966-07-05,"M","+",3,4,5,6,7,0
"Hinojosa","Rubén","TX","N00006008","H000636",15,1940-08-20,"M","-",9,10,10,10,10,0
"Hinojosa","Rubén","TX","N00006008","H000636",15,1940-08-20,"M","+",9,10,10,10,10,0
"Holding","George","NC","N00033399","H001065",2,1968-04-17,"M","-",1,2,3,4,4,44132
"Holding","George","NC","N00033399","H001065",2,1968-04-17,"M","+",1,2,3,4,4,14400
"Honda","Michael","CA","N00012611","H001034",17,1941-06-27,"M","-",7,8,8,8,8,9700
"Honda","Michael","CA","N00012611","H001034",17,1941-06-27,"M","+",7,8,8,8,8,110
"Hoyer","Steny","MD","N00001821","H000874",5,1939-06-14,"M","-",14,15,16,17,18,107750
"Hoyer","Steny","MD","N00001821","H000874",5,1939-06-14,"M","+",14,15,16,17,18,4500
"Hudson","Richard","NC","N00033630","H001067",9,1971-11-04,"M","-",1,2,3,4,5,94650
"Hudson","Richard","NC","N00033630","H001067",9,1971-11-04,"M","+",1,2,3,4,5,0
"Huelskamp","Tim","KS","N00027649","H001057",1,1968-11-11,"M","-",2,3,3,3,3,10200
"Huelskamp","Tim","KS","N00027649","H001057",1,1968-11-11,"M","+",2,3,3,3,3,0
"Huffman","Jared","CA","N00033030","H001068",2,1964-02-18,"M","-",1,2,3,4,5,13320
"Huffman","Jared","CA","N00033030","H001068",2,1964-02-18,"M","+",1,2,3,4,5,200
"Huizenga","Bill","MI","N00030673","H001058",4,1969-01-31,"M","-",2,3,4,5,6,22050
"Huizenga","Bill","MI","N00030673","H001058",4,1969-01-31,"M","+",2,3,4,5,6,0
"Hultgren","Randy","IL","N00031104","H001059",14,1966-03-01,"M","-",2,3,4,4,4,22000
"Hultgren","Randy","IL","N00031104","H001059",14,1966-03-01,"M","+",2,3,4,4,4,0
"Hunter","Duncan","CA","N00029258","H001048",50,1976-12-07,"M","-",3,4,5,6,6,26500
"Hunter","Duncan","CA","N00029258","H001048",50,1976-12-07,"M","+",3,4,5,6,6,0
"Hurd","Will","TX","N00031417","H001073",23,1977-08-19,"M","-",0,1,2,3,3,130656
"Hurd","Will","TX","N00031417","H001073",23,1977-08-19,"M","+",0,1,2,3,3,3033
"Hurt","Robert","VA","N00031265","H001060",5,1969-06-16,"M","-",2,3,3,3,3,1000
"Hurt","Robert","VA","N00031265","H001060",5,1969-06-16,"M","+",2,3,3,3,3,0
"Israel","Steve","NY","N00013345","I000057",3,1958-05-30,"M","-",7,8,8,8,8,2000
"Israel","Steve","NY","N00013345","I000057",3,1958-05-30,"M","+",7,8,8,8,8,0
"Issa","Darrell","CA","N00007017","I000056",48,1953-11-01,"M","-",7,8,9,9,10,13400
"Issa","Darrell","CA","N00007017","I000056",48,1953-11-01,"M","+",7,8,9,9,10,2700
"Jackson Lee","Sheila","TX","N00005818","J000032",18,1950-01-12,"F","-",10,11,12,13,14,5000
"Jackson Lee","Sheila","TX","N00005818","J000032",18,1950-01-12,"F","+",10,11,12,13,14,0
"Jeffries","Hakeem","NY","N00033640","J000294",8,1970-08-04,"M","-",1,2,3,4,5,5000
"Jeffries","Hakeem","NY","N00033640","J000294",8,1970-08-04,"M","+",1,2,3,4,5,0
"Jenkins","Evan","WV","N00035531","J000297",3,1960-09-12,"M","-",0,1,2,2,2,27500
"Jenkins","Evan","WV","N00035531","J000297",3,1960-09-12,"M","+",0,1,2,2,2,0
"Jenkins","Lynn","KS","N00029077","J000290",2,1963-06-10,"F","-",3,4,5,5,5,55750
"Jenkins","Lynn","KS","N00029077","J000290",2,1963-06-10,"F","+",3,4,5,5,5,2250
"Johnson","Bill","OH","N00032088","J000292",6,1954-11-10,"M","-",2,3,4,5,6,99450
"Johnson","Bill","OH","N00032088","J000292",6,1954-11-10,"M","+",2,3,4,5,6,12500
"Johnson","Eddie","TX","N00008122","J000126",30,1935-12-03,"F","-",11,12,13,14,15,1000
"Johnson","Eddie","TX","N00008122","J000126",30,1935-12-03,"F","+",11,12,13,14,15,0
"Johnson","Henry","GA","N00027848","J000288",4,1954-10-02,"M","-",4,5,6,7,8,1000
"Johnson","Henry","GA","N00027848","J000288",4,1954-10-02,"M","+",4,5,6,7,8,0
"Johnson","Sam","TX","N00008028","J000174",3,1930-10-11,"M","-",12,13,14,14,14,7000
"Johnson","Sam","TX","N00008028","J000174",3,1930-10-11,"M","+",12,13,14,14,14,1000
"Jolly","David","FL","N00035717","J000296",13,1972-10-31,"M","-",1,2,2,2,2,10700
"Jolly","David","FL","N00035717","J000296",13,1972-10-31,"M","+",1,2,2,2,2,0
"Jones","Walter","NC","N00002299","J000255",3,1943-02-10,"M","-",10,11,12,13,13,3000
"Jones","Walter","NC","N00002299","J000255",3,1943-02-10,"M","+",10,11,12,13,13,2500
"Jordan","Jim","OH","N00027894","J000289",4,1964-02-17,"M","-",4,5,6,7,8,8500
"Jordan","Jim","OH","N00027894","J000289",4,1964-02-17,"M","+",4,5,6,7,8,0
"Joyce","David","OH","N00035007","J000295",14,1957-03-17,"M","-",1,2,3,4,5,25800
"Joyce","David","OH","N00035007","J000295",14,1957-03-17,"M","+",1,2,3,4,5,2300
"Kaptur","Marcy","OH","N00003522","K000009",9,1946-06-17,"F","-",14,15,16,17,18,17500
"Kaptur","Marcy","OH","N00003522","K000009",9,1946-06-17,"F","+",14,15,16,17,18,0
"Katko","John","NY","N00035934","K000386",24,1962-11-09,"M","-",0,1,2,3,4,48050
"Katko","John","NY","N00035934","K000386",24,1962-11-09,"M","+",0,1,2,3,4,0
"Keating","William","MA","N00031933","K000375",9,1952-09-06,"M","-",2,3,4,5,6,10000
"Keating","William","MA","N00031933","K000375",9,1952-09-06,"M","+",2,3,4,5,6,0
"Kelly","Mike","PA","N00031647","K000376",16,1948-05-10,"M","-",2,3,4,5,6,30850
"Kelly","Mike","PA","N00031647","K000376",16,1948-05-10,"M","+",2,3,4,5,6,2700
"Kelly","Robin","IL","N00035215","K000385",2,1956-04-30,"F","-",1,2,3,4,5,7500
"Kelly","Robin","IL","N00035215","K000385",2,1956-04-30,"F","+",1,2,3,4,5,1000
"Kelly","Trent","MS","N00037003","K000388",1,1966-03-01,"M","-",0,1,2,3,4,10200
"Kelly","Trent","MS","N00037003","K000388",1,1966-03-01,"M","+",0,1,2,3,4,0
"Kennedy","Joseph","MA","N00034044","K000379",4,1980-10-04,"M","-",1,2,3,4,4,14400
"Kennedy","Joseph","MA","N00034044","K000379",4,1980-10-04,"M","+",1,2,3,4,4,0
"Kildee","Daniel","MI","N00033395","K000380",8,1958-08-11,"M","-",1,2,3,4,5,10600
"Kildee","Daniel","MI","N00033395","K000380",8,1958-08-11,"M","+",1,2,3,4,5,0
"Kilmer","Derek","WA","N00034453","K000381",6,1974-01-01,"M","-",1,2,3,4,5,4500
"Kilmer","Derek","WA","N00034453","K000381",6,1974-01-01,"M","+",1,2,3,4,5,0
"Kind","Ron","WI","N00004403","K000188",3,1963-03-16,"M","-",9,10,11,12,13,9000
"Kind","Ron","WI","N00004403","K000188",3,1963-03-16,"M","+",9,10,11,12,13,0
"King","Peter","NY","N00001193","K000210",2,1944-04-05,"M","-",11,12,13,14,14,6000
"King","Peter","NY","N00001193","K000210",2,1944-04-05,"M","+",11,12,13,14,14,0
"King","Steve","IA","N00025237","K000362",4,1949-05-28,"M","-",6,7,8,9,9,5550
"King","Steve","IA","N00025237","K000362",4,1949-05-28,"M","+",6,7,8,9,9,11800
"Kinzinger","Adam","IL","N00030667","K000378",16,1978-02-27,"M","-",2,3,4,5,6,68400
"Kinzinger","Adam","IL","N00030667","K000378",16,1978-02-27,"M","+",2,3,4,5,6,4500
"Kirkpatrick","Ann","AZ","N00029260","K000368",2,1950-03-24,"F","-",2,3,3,4,5,3605
"Kirkpatrick","Ann","AZ","N00029260","K000368",2,1950-03-24,"F","+",2,3,3,4,5,3025
"Kline","John","MN","N00004436","K000363",2,1947-09-06,"M","-",6,7,7,7,7,1000
"Kline","John","MN","N00004436","K000363",2,1947-09-06,"M","+",6,7,7,7,7,0
"Knight","Steve","CA","N00035820","K000387",25,1966-12-17,"M","-",0,1,2,2,2,28800
"Knight","Steve","CA","N00035820","K000387",25,1966-12-17,"M","+",0,1,2,2,2,0
"Kuster","Ann","NH","N00030875","K000382",2,1956-09-05,"F","-",1,2,3,4,5,8500
"Kuster","Ann","NH","N00030875","K000382",2,1956-09-05,"F","+",1,2,3,4,5,1000
"LaHood","Darin","IL","N00037031","L000585",16,1968-07-05,"M","-",0,1,2,3,4,46400
"LaHood","Darin","IL","N00037031","L000585",16,1968-07-05,"M","+",0,1,2,3,4,7200
"LaMalfa","Doug","CA","N00033987","L000578",1,1960-07-02,"M","-",1,2,3,4,5,13400
"LaMalfa","Doug","CA","N00033987","L000578",1,1960-07-02,"M","+",1,2,3,4,5,501
"Labrador","Raúl","ID","N00031377","L000573",1,1967-12-08,"M","-",2,3,4,4,4,11200
"Labrador","Raúl","ID","N00031377","L000573",1,1967-12-08,"M","+",2,3,4,4,4,0
"Lamborn","Doug","CO","N00028133","L000564",5,1954-05-24,"M","-",4,5,6,7,8,32250
"Lamborn","Doug","CO","N00028133","L000564",5,1954-05-24,"M","+",4,5,6,7,8,0
"Lance","Leonard","NJ","N00000898","L000567",7,1952-06-25,"M","-",3,4,5,5,5,17575
"Lance","Leonard","NJ","N00000898","L000567",7,1952-06-25,"M","+",3,4,5,5,5,0
"Langevin","James","RI","N00009724","L000559",2,1964-04-22,"M","-",7,8,9,10,11,5000
"Langevin","James","RI","N00009724","L000559",2,1964-04-22,"M","+",7,8,9,10,11,0
"Larsen","Rick","WA","N00009759","L000560",2,1965-06-15,"M","-",7,8,9,10,11,15000
"Larsen","Rick","WA","N00009759","L000560",2,1965-06-15,"M","+",7,8,9,10,11,0
"Larson","John","CT","N00000575","L000557",1,1948-07-22,"M","-",8,9,10,11,12,7500
"Larson","John","CT","N00000575","L000557",1,1948-07-22,"M","+",8,9,10,11,12,1000
"Latta","Robert","OH","N00012233","L000566",5,1956-04-18,"M","-",4,5,6,7,8,36750
"Latta","Robert","OH","N00012233","L000566",5,1956-04-18,"M","+",4,5,6,7,8,0
"Lawrence","Brenda","MI","N00034068","L000581",14,1954-10-18,"F","-",0,1,2,3,4,7500
"Lawrence","Brenda","MI","N00034068","L000581",14,1954-10-18,"F","+",0,1,2,3,4,0
"Lee","Barbara","CA","N00008046","L000551",12,1946-07-16,"F","-",9,10,11,12,13,2900
"Lee","Barbara","CA","N00008046","L000551",12,1946-07-16,"F","+",9,10,11,12,13,0
"Levin","Sander","MI","N00003950","L000263",9,1931-09-06,"M","-",14,15,16,16,16,28500
"Levin","Sander","MI","N00003950","L000263",9,1931-09-06,"M","+",14,15,16,16,16,2000
"Lewis","John","GA","N00002577","L000287",5,1940-02-21,"M","-",14,15,16,17,17,2500
"Lewis","John","GA","N00002577","L000287",5,1940-02-21,"M","+",14,15,16,17,17,0
"Lieu","Ted","CA","N00035825","L000582",36,1969-03-29,"M","-",0,1,2,3,4,9000
"Lieu","Ted","CA","N00035825","L000582",36,1969-03-29,"M","+",0,1,2,3,4,0
"Lipinski","Daniel","IL","N00027239","L000563",3,1966-07-15,"M","-",5,6,7,8,8,3000
"Lipinski","Daniel","IL","N00027239","L000563",3,1966-07-15,"M","+",5,6,7,8,8,0
"LoBiondo","Frank","NJ","N00000851","L000554",2,1946-05-12,"M","-",10,11,12,12,12,9000
"LoBiondo","Frank","NJ","N00000851","L000554",2,1946-05-12,"M","+",10,11,12,12,12,0
"Loebsack","David","IA","N00027741","L000565",2,1952-12-23,"M","-",4,5,6,7,7,4100
"Loebsack","David","IA","N00027741","L000565",2,1952-12-23,"M","+",4,5,6,7,7,4500
"Lofgren","Zoe","CA","N00007479","L000397",18,1947-12-21,"F","-",10,11,12,13,14,7500
"Lofgren","Zoe","CA","N00007479","L000397",18,1947-12-21,"F","+",10,11,12,13,14,0
"Long","Billy","MO","N00030676","L000576",7,1955-08-11,"M","-",2,3,4,5,6,22000
"Long","Billy","MO","N00030676","L000576",7,1955-08-11,"M","+",2,3,4,5,6,0
"Loudermilk","Barry","GA","N00035347","L000583",11,1963-12-22,"M","-",0,1,2,3,4,14875
"Loudermilk","Barry","GA","N00035347","L000583",11,1963-12-22,"M","+",0,1,2,3,4,0
"Love","Mia","UT","N00033842","L000584",4,1975-12-06,"F","-",0,1,2,2,2,24465
"Love","Mia","UT","N00033842","L000584",4,1975-12-06,"F","+",0,1,2,2,2,0
"Lowenthal","Alan","CA","N00033274","L000579",47,1941-03-08,"M","-",1,2,3,4,5,12000
"Lowenthal","Alan","CA","N00033274","L000579",47,1941-03-08,"M","+",1,2,3,4,5,0
"Lowey","Nita","NY","N00001024","L000480",17,1937-07-05,"F","-",13,14,15,16,16,0
"Lowey","Nita","NY","N00001024","L000480",17,1937-07-05,"F","+",13,14,15,16,16,0
"Lucas","Frank","OK","N00005559","L000491",3,1960-01-06,"M","-",11,12,13,14,15,23500
"Lucas","Frank","OK","N00005559","L000491",3,1960-01-06,"M","+",11,12,13,14,15,0
"Luetkemeyer","Blaine","MO","N00030026","L000569",3,1952-05-07,"M","-",3,4,5,6,7,7500
"Luetkemeyer","Blaine","MO","N00030026","L000569",3,1952-05-07,"M","+",3,4,5,6,7,2500
"Lujan Grisham","Michelle","NM","N00029400","L000580",1,1959-10-24,"F","-",1,2,3,3,3,9500
"Lujan Grisham","Michelle","NM","N00029400","L000580",1,1959-10-24,"F","+",1,2,3,3,3,3000
"Lynch","Stephen","MA","N00013855","L000562",8,1955-03-31,"M","-",7,8,9,10,11,0
"Lynch","Stephen","MA","N00013855","L000562",8,1955-03-31,"M","+",7,8,9,10,11,0
"MacArthur","Tom","NJ","N00036155","M001193",3,1960-10-16,"M","-",0,1,2,2,2,28100
"MacArthur","Tom","NJ","N00036155","M001193",3,1960-10-16,"M","+",0,1,2,2,2,0
"Maloney","Carolyn","NY","N00000078","M000087",12,1946-02-19,"F","-",11,12,13,14,15,13300
"Maloney","Carolyn","NY","N00000078","M000087",12,1946-02-19,"F","+",11,12,13,14,15,0
"Maloney","Sean","NY","N00034277","M001185",18,1966-07-30,"M","-",1,2,3,4,5,7000
"Maloney","Sean","NY","N00034277","M001185",18,1966-07-30,"M","+",1,2,3,4,5,0
"Marchant","Kenny","TX","N00026710","M001158",24,1951-02-23,"M","-",5,6,7,8,8,47200
"Marchant","Kenny","TX","N00026710","M001158",24,1951-02-23,"M","+",5,6,7,8,8,0
"Marino","Tom","PA","N00031777","M001179",12,1952-08-15,"M","-",2,3,4,5,5,13700
"Marino","Tom","PA","N00031777","M001179",12,1952-08-15,"M","+",2,3,4,5,5,5000
"Massie","Thomas","KY","N00034041","M001184",4,1971-01-13,"M","-",2,3,4,5,6,6000
"Massie","Thomas","KY","N00034041","M001184",4,1971-01-13,"M","+",2,3,4,5,6,0
"Matsui","Doris","CA","N00027459","M001163",7,1944-09-25,"F","-",5,6,7,8,9,4700
"Matsui","Doris","CA","N00027459","M001163",7,1944-09-25,"F","+",5,6,7,8,9,5400
"McCarthy","Kevin","CA","N00028152","M001165",20,1965-01-26,"M","-",4,5,6,7,8,202750
"McCarthy","Kevin","CA","N00028152","M001165",20,1965-01-26,"M","+",4,5,6,7,8,7900
"McCaul","Michael","TX","N00026460","M001157",10,1962-01-14,"M","-",5,6,7,8,9,58950
"McCaul","Michael","TX","N00026460","M001157",10,1962-01-14,"M","+",5,6,7,8,9,0
"McClintock","Tom","CA","N00006863","M001177",5,1956-07-10,"M","-",3,4,5,6,7,4925
"McClintock","Tom","CA","N00006863","M001177",5,1956-07-10,"M","+",3,4,5,6,7,0
"McCollum","Betty","MN","N00012942","M001143",4,1954-07-12,"F","-",7,8,9,10,11,1000
"McCollum","Betty","MN","N00012942","M001143",4,1954-07-12,"F","+",7,8,9,10,11,0
"McDermott","Jim","WA","N00009829","M000404",7,1936-12-28,"M","-",13,14,14,14,14,0
"McDermott","Jim","WA","N00009829","M000404",7,1936-12-28,"M","+",13,14,14,14,14,0
"McGovern","James","MA","N00000179","M000312",2,1959-11-20,"M","-",9,10,11,12,13,2510
"McGovern","James","MA","N00000179","M000312",2,1959-11-20,"M","+",9,10,11,12,13,0
"McHenry","Patrick","NC","N00026627","M001156",10,1975-10-22,"M","-",5,6,7,8,9,47500
"McHenry","Patrick","NC","N00026627","M001156",10,1975-10-22,"M","+",5,6,7,8,9,0
"McKinley","David","WV","N00031681","M001180",1,1947-03-28,"M","-",2,3,4,5,6,45200
"McKinley","David","WV","N00031681","M001180",1,1947-03-28,"M","+",2,3,4,5,6,0
"McMorris Rodgers","Cathy","WA","N00026314","M001159",5,1969-05-22,"F","-",5,6,7,8,9,73990
"McMorris Rodgers","Cathy","WA","N00026314","M001159",5,1969-05-22,"F","+",5,6,7,8,9,6000
"McNerney","Jerry","CA","N00026926","M001166",9,1951-06-18,"M","-",4,5,6,7,8,17350
"McNerney","Jerry","CA","N00026926","M001166",9,1951-06-18,"M","+",4,5,6,7,8,1350
"Meadows","Mark","NC","N00033631","M001187",11,1959-07-28,"M","-",1,2,3,4,4,6500
"Meadows","Mark","NC","N00033631","M001187",11,1959-07-28,"M","+",1,2,3,4,4,0
"Meehan","Patrick","PA","N00031134","M001181",7,1955-10-20,"M","-",2,3,4,4,4,26700
"Meehan","Patrick","PA","N00031134","M001181",7,1955-10-20,"M","+",2,3,4,4,4,6500
"Meeks","Gregory","NY","N00001171","M001137",5,1953-09-25,"M","-",9,10,11,12,13,7000
"Meeks","Gregory","NY","N00001171","M001137",5,1953-09-25,"M","+",9,10,11,12,13,0
"Meng","Grace","NY","N00034547","M001188",6,1975-10-01,"F","-",1,2,3,4,5,1500
"Meng","Grace","NY","N00034547","M001188",6,1975-10-01,"F","+",1,2,3,4,5,500
"Messer","Luke","IN","N00012546","M001189",6,1969-02-27,"M","-",1,2,3,3,3,28500
"Messer","Luke","IN","N00012546","M001189",6,1969-02-27,"M","+",1,2,3,3,3,500
"Mica","John","FL","N00002793","M000689",7,1943-01-27,"M","-",11,12,12,12,12,5800
"Mica","John","FL","N00002793","M000689",7,1943-01-27,"M","+",11,12,12,12,12,0
"Miller","Candice","MI","N00009795","M001150",10,1954-05-07,"F","-",6,7,7,7,7,0
"Miller","Candice","MI","N00009795","M001150",10,1954-05-07,"F","+",6,7,7,7,7,0
"Moolenaar","John","MI","N00036275","M001194",2,1961-05-08,"M","-",0,1,2,3,4,9500
"Moolenaar","John","MI","N00036275","M001194",2,1961-05-08,"M","+",0,1,2,3,4,0
"Mooney","Alexander","WV","N00033814","M001195",2,1971-06-05,"M","-",0,1,2,3,4,14100
"Mooney","Alexander","WV","N00033814","M001195",2,1971-06-05,"M","+",0,1,2,3,4,250
"Moore","Gwen","WI","N00026914","M001160",4,1951-04-18,"F","-",5,6,7,8,9,4500
"Moore","Gwen","WI","N00026914","M001160",4,1951-04-18,"F","+",5,6,7,8,9,0
"Moulton","Seth","MA","N00035431","M001196",6,1978-10-24,"M","-",0,1,2,3,4,1000
"Moulton","Seth","MA","N00035431","M001196",6,1978-10-24,"M","+",0,1,2,3,4,150
"Mulvaney","Mick","SC","N00031412","M001182",5,1967-07-21,"M","-",2,3,4,4,4,11500
"Mulvaney","Mick","SC","N00031412","M001182",5,1967-07-21,"M","+",2,3,4,4,4,0
"Murphy","Patrick","FL","N00033091","M001191",18,1983-03-30,"M","-",1,2,2,2,2,3050
"Murphy","Patrick","FL","N00033091","M001191",18,1983-03-30,"M","+",1,2,2,2,2,13075
"Murphy","Tim","PA","N00024992","M001151",18,1952-09-11,"M","-",6,7,8,8,8,53250
"Murphy","Tim","PA","N00024992","M001151",18,1952-09-11,"M","+",6,7,8,8,8,1000
"Nadler","Jerrold","NY","N00000939","N000002",12,1947-06-13,"M","-",12,13,14,15,16,0
"Nadler","Jerrold","NY","N00000939","N000002",12,1947-06-13,"M","+",12,13,14,15,16,0
"Napolitano","Grace","CA","N00006789","N000179",31,1936-12-04,"F","-",8,9,10,11,12,5500
"Napolitano","Grace","CA","N00006789","N000179",31,1936-12-04,"F","+",8,9,10,11,12,0
"Neal","Richard","MA","N00000153","N000015",1,1949-02-14,"M","-",13,14,15,16,17,17000
"Neal","Richard","MA","N00000153","N000015",1,1949-02-14,"M","+",13,14,15,16,17,0
"Neugebauer","Randy","TX","N00026043","N000182",19,1949-12-24,"M","-",6,7,7,7,7,0
"Neugebauer","Randy","TX","N00026043","N000182",19,1949-12-24,"M","+",6,7,7,7,7,0
"Newhouse","Dan","WA","N00036403","N000189",4,1955-07-10,"M","-",0,1,2,3,4,23000
"Newhouse","Dan","WA","N00036403","N000189",4,1955-07-10,"M","+",0,1,2,3,4,250
"Noem","Kristi","SD","N00032022","N000184",0,1971-11-30,"F","-",2,3,4,4,4,37950
"Noem","Kristi","SD","N00032022","N000184",0,1971-11-30,"F","+",2,3,4,4,4,1000
"Nolan","Richard","MN","N00021207","N000127",8,1943-12-17,"M","-",1,2,3,3,3,13650
"Nolan","Richard","MN","N00021207","N000127",8,1943-12-17,"M","+",1,2,3,3,3,0
"Norcross","Donald","NJ","N00036154","N000188",1,1958-12-13,"M","-",1,2,3,4,5,32736
"Norcross","Donald","NJ","N00036154","N000188",1,1958-12-13,"M","+",1,2,3,4,5,0
"Nugent","Richard","FL","N00032441","N000185",11,1951-05-26,"M","-",2,3,3,3,3,0
