"","LastName","FirstName","Party","State","member_id","Amount.oil.114","Amount.coal.114","Amount.mining.114","Amount.gas.114","Amount.env.114","Amount.alt_en.114","Amount.oil.115","Amount.coal.115","Amount.mining.115","Amount.gas.115","Amount.env.115","Amount.alt_en.115","Amount.oil.116","Amount.coal.116","Amount.mining.116","Amount.gas.116","Amount.env.116","Amount.alt_en.116"
"200","Jones","Walter B Jr","R","NC","J000255",6350,0,0,1500,0,0,13500,0,0,500,0,0,NA,NA,NA,NA,NA,NA
"201","Jordan","Jim","R","OH","J000289",23400,3000,6000,4000,0,0,16000,0,2000,1000,0,0,16000,0,1000,0,0,0
"202","Joyce","David P","R","OH","J000295",51300,22000,34200,9200,7500,2000,29850,13900,38100,3500,3000,2200,40600,22200,36875,7000,3000,6400
"203","Kaptur","Marcy","D","OH","K000009",10500,0,4000,3000,1000,8000,8500,0,2000,4000,1000,3000,4500,0,7500,3500,1000,0
"204","Katko","John","R","NY","K000386",14450,0,0,1000,0,0,64950,0,0,9000,250,1000,122590,0,0,18552,0,0
"205","Keating","Bill","D","MA","K000375",5850,0,0,2500,2000,250,8250,0,0,3000,4000,0,6250,0,0,2500,1850,100
"206","Kelly","Mike","R","PA","K000376",89850,45200,60150,34950,0,0,76412,37100,40850,21412,0,0,85100,27500,34550,24000,0,1500
"207","Kelly","Robin","D","IL","K000385",1750,0,0,0,1000,0,5500,0,0,0,2000,500,3000,0,0,0,0,0
"208","Kelly","Trent","R","MS","K000388",0,0,0,0,0,0,27450,2700,2700,3000,0,0,29087,350,350,1000,0,0
"209","Kennedy","Joe III","D","MA","K000379",7800,0,0,7800,20000,750,15600,0,0,2000,19750,2750,13875,0,15,1015,21485,6655
"210","Kildee","Dan","D","MI","K000380",3500,0,0,0,4235,800,500,0,0,0,3573,1500,0,0,0,0,4000,0
"211","Kilmer","Derek","D","WA","K000381",7500,0,0,0,43767,4050,5950,0,0,0,38079,250,12375,0,0,0,25613,0
"212","Kind","Ron","D","WI","K000188",5500,0,0,1000,3500,13000,7500,0,0,1000,4775,2000,7500,0,0,3000,1800,12375
"213","King","Pete","R","NY","K000210",4000,0,0,2000,0,3000,8400,0,0,0,0,0,12900,0,0,2500,0,0
"214","King","Steven A","R","IA","K000362",11500,0,0,3500,0,27450,4150,0,0,0,0,19050,7750,1000,1000,0,0,27418
"215","Kinzinger","Adam","R","IL","K000378",80600,3000,6000,16000,0,11500,67250,1000,4000,16500,0,21200,45500,0,12500,15500,0,12500
"216","Kirkpatrick","Ann","D","AZ","K000368",6700,0,7500,0,7000,1000,NA,NA,NA,NA,NA,NA,3746,0,5,22,15743,3022
"217","Kline","John","R","MN","K000363",28300,48050,83000,1000,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","Knight","Steve","R","CA","K000387",0,0,250,0,0,0,50400,0,850,0,0,0,NA,NA,NA,NA,NA,NA
"219","Kuster","Ann","D","NH","K000382",3750,0,0,0,61095,9500,5,0,0,0,42911,12965,1260,0,0,250,30532,4600
"220","Labrador","Raul","R","ID","L000573",13100,0,5000,3000,1000,0,14900,250,3750,5500,2000,0,NA,NA,NA,NA,NA,NA
"221","LaHood","Darin","R","IL","L000585",0,0,0,0,0,0,56050,5050,7050,14700,0,31600,64600,3400,8400,7500,0,33600
"222","LaMalfa","Doug","R","CA","L000578",42500,0,5600,12000,0,0,27550,0,0,10250,0,0,21980,2700,2700,9630,0,2250
"223","Lamborn","Doug","R","CO","L000564",59000,9000,17500,4000,1000,0,67377,15500,38000,8500,1000,0,22791,6000,15000,1000,0,0
"224","Lance","Leonard","R","NJ","L000567",30500,0,0,9500,1000,0,26200,0,0,7000,0,0,NA,NA,NA,NA,NA,NA
"225","Langevin","Jim","D","RI","L000559",800,0,0,0,1000,500,500,0,0,0,2000,2000,900,0,0,0,2000,0
"226","Larsen","Rick","D","WA","L000560",31000,0,0,9500,0,0,34500,0,0,14000,3000,0,27751,0,0,9000,1500,15
"227","Larson","John","D","CT","L000557",8600,3000,3000,6100,2700,1000,11000,0,0,3000,2500,0,0,0,0,0,1000,0
"228","Latta","Bob","R","OH","L000566",84000,0,2000,15000,1000,11700,78750,0,0,7500,0,1250,93825,2700,5700,6000,0,3500
"229","Lawrence","Brenda","D","MI","L000581",1000,0,500,0,2500,0,100,0,0,0,4000,0,2500,0,500,2500,1010,0
"230","Lee","Barbara","D","CA","L000551",5600,0,0,0,7750,0,2700,0,0,0,17098,0,3463,0,0,0,20655,185
"231","Levin","Sander","D","MI","L000263",4500,0,2000,2000,3095,1000,2000,0,0,2000,4750,2000,NA,NA,NA,NA,NA,NA
"232","Lewis","John","D","GA","L000287",0,0,0,0,0,0,1500,0,0,0,2000,300,NA,NA,NA,NA,NA,NA
"233","Lieu","Ted","D","CA","L000582",5500,0,0,5500,6350,8100,0,0,0,0,7950,0,400,0,0,150,11600,25
"234","Lipinski","Daniel","D","IL","L000563",3500,0,0,0,0,0,6500,0,0,0,0,0,27000,0,0,2500,0,1000
"235","LoBiondo","Frank","R","NJ","L000554",14750,0,0,1000,8390,700,11000,0,0,5500,4500,0,NA,NA,NA,NA,NA,NA
"236","Loebsack","David","D","IA","L000565",5750,0,0,3000,6500,9000,7250,0,2500,4500,13750,20000,8262,0,0,0,2750,32301
"237","Lofgren","Zoe","D","CA","L000397",4000,0,0,0,2000,12400,3700,0,0,0,17100,6400,5000,0,0,0,9000,21600
"238","Long","Billy","R","MO","L000576",44850,11500,13500,2000,0,0,45000,2500,6000,5500,0,0,55000,2000,4000,8000,0,3500
"239","Loudermilk","Barry","R","GA","L000583",10000,0,0,0,0,0,15250,0,0,1000,0,0,24000,0,500,1000,0,0
"240","Love","Mia","R","UT","L000584",61700,1000,3000,5500,0,7481,68686,0,3000,3800,200,2300,NA,NA,NA,NA,NA,NA
"241","Lowenthal","Alan","D","CA","L000579",10000,0,0,3000,9950,1000,11000,0,1000,2000,7223,100,7000,0,2500,0,5100,0
"242","Lowey","Nita M","D","NY","L000480",500,0,0,0,6850,0,0,0,0,0,13316,0,500,0,0,0,6903,0
"243","Lucas","Frank D","R","OK","L000491",101450,1500,2500,10000,0,1000,62050,0,1000,6000,0,3500,64600,0,0,10000,0,5000
"244","Luetkemeyer","Blaine","R","MO","L000569",7250,2500,2500,4000,0,9500,6000,6400,8400,3000,0,5500,11000,0,1750,2000,0,6000
"245","Lujan","Ben Ray","D","NM","L000570",31500,3000,9000,5000,5430,0,28000,2000,9500,12000,9525,6000,22651,1000,6000,7000,5967,500
"246","Lummis","Cynthia","R","WY","L000571",91050,22500,29750,9000,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","Lynch","Stephen","D","MA","L000562",4000,0,700,1000,0,1000,2500,0,0,0,0,4200,1000,0,2500,0,0,2500
"248","MacArthur","Thomas","R","NJ","M001193",5000,0,0,0,0,0,26600,0,0,15900,1500,1000,NA,NA,NA,NA,NA,NA
"249","Maloney","Carolyn","D","NY","M000087",12400,0,0,0,5850,1000,10805,0,0,5,2500,0,11400,0,2000,0,3550,1500
"250","Maloney","Sean Patrick","D","NY","M001185",7200,0,0,500,29150,3500,7500,0,0,4000,9406,750,1055,0,0,0,7470,50
"251","Marchant","Kenny","R","TX","M001158",56400,0,1000,8000,0,0,86450,0,0,15700,0,0,71650,1000,2000,16000,0,0
"252","Marino","Tom","R","PA","M001179",34000,500,500,8000,0,0,17750,2950,2950,4250,0,10000,NA,NA,NA,NA,NA,NA
"253","Massie","Thomas","R","KY","M001184",21500,6600,9600,0,0,0,14000,1000,1000,0,0,0,10200,1000,2000,0,0,0
"254","Matsui","Doris","D","CA","M001163",13500,0,0,4000,2000,1000,14500,0,0,1000,6200,0,17000,0,1000,3000,4537,5000
"255","McCarthy","Kevin","R","CA","M001165",362000,1500,8000,58300,0,2000,355050,15700,30700,24800,1000,20800,484650,68600,184500,69300,5250,54150
"256","McCaul","Michael","R","TX","M001157",82050,1000,3600,19500,0,0,111150,0,2000,17100,0,0,126700,0,0,12200,0,1250
"257","McClintock","Tom","R","CA","M001177",54450,0,6000,4000,0,2500,20900,0,0,4000,0,0,14750,0,5500,2000,0,1000
"258","McCollum","Betty","D","MN","M001143",0,0,0,0,1077,0,0,0,0,0,10000,650,1,0,0,0,6250,261
"259","McDermott","Jim","D","WA","M000404",0,0,0,0,7250,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","McGovern","James P","D","MA","M000312",4000,0,0,0,1250,0,6010,0,0,0,9480,0,3505,0,0,0,2433,782
"261","McHenry","Patrick","R","NC","M001156",34500,0,0,5500,0,0,69250,0,0,6500,0,0,79000,0,0,10000,0,20200
"262","McKinley","David","R","WV","M001180",84450,116850,193150,20250,0,0,80000,37700,70150,17000,0,0,85175,23000,30500,15000,0,0
"263","McNerney","Jerry","D","CA","M001166",6500,0,0,2000,34000,21150,4500,0,0,2000,46457,18750,6900,0,0,3500,9950,12700
"264","McSally","Martha","R","AZ","M001197",49200,6100,7600,1000,400,500,77161,0,13325,1500,125,1200,NA,NA,NA,NA,NA,NA
"265","Meadows","Mark","R","NC","M001187",6000,0,0,0,0,0,12800,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"266","Meehan","Patrick","R","PA","M001181",64400,0,0,25600,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","Meeks","Gregory","D","NY","M001137",9100,0,0,2000,0,0,2500,0,0,0,0,0,2500,0,0,0,0,0
"268","Meng","Grace","D","NY","M001188",0,0,0,0,0,1000,1500,0,0,0,1000,500,5,0,0,0,1001,1200
"269","Messer","Luke","R","IN","M001189",31500,3000,8550,0,0,3000,43400,0,31200,2000,0,2500,NA,NA,NA,NA,NA,NA
"270","Mica","John L","R","FL","M000689",33500,0,3000,8000,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","Miller","Candice S","R","MI","M001150",30500,0,0,4000,0,13500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","Miller","Jeff","R","FL","M001144",3000,0,0,0,7600,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","Moolenaar","John","R","MI","M001194",29300,0,0,2000,0,1000,10050,0,0,0,0,1000,12750,0,0,1000,0,0
"274","Mooney","Alex","R","WV","M001195",38667,61780,113385,500,700,0,35200,20726,31126,9000,0,250,25850,15800,17800,4500,0,250
"275","Moore","Gwen","D","WI","M001160",0,0,0,0,1000,0,0,0,0,0,2000,0,0,0,0,0,2000,0
"276","Moulton","Seth","D","MA","M001196",9650,0,500,0,21800,250,5500,0,0,1000,13100,1000,4100,0,0,4000,1300,0
"277","Mullin","Markwayne","R","OK","M001190",148950,2500,6000,14600,0,0,227850,10000,11000,36800,0,0,183350,2700,4700,36000,0,1500
"278","Mulvaney","Mick","R","SC","M001182",23250,0,0,1750,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","Murphy","Patrick","D","FL","M001191",11400,0,0,0,25910,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","Murphy","Tim","R","PA","M001151",111000,38600,47900,43500,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","Nadler","Jerrold","D","NY","N000002",5700,0,0,0,0,0,5650,0,0,0,7550,0,5400,0,0,0,1510,0
"282","Napolitano","Grace","D","CA","N000179",6500,0,0,6500,2000,0,5000,0,0,5000,2651,0,3500,0,0,3500,3000,2500
"283","Neal","Richard E","D","MA","N000015",8500,0,0,4000,0,1000,7000,0,0,3500,1000,0,39900,0,0,13500,1500,7500
"284","Neugebauer","Randy","R","TX","N000182",94900,0,2600,1000,0,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","Newhouse","Dan","R","WA","N000189",6800,0,0,1800,2250,0,30400,4000,8000,5150,0,250,20000,0,1000,1500,0,0
"286","Noem","Kristi","R","SD","N000184",64550,2000,3000,9000,0,32050,77150,250,2750,0,500,25800,NA,NA,NA,NA,NA,NA
"287","Nolan","Rick","D","MN","N000127",500,1000,12800,0,10451,3000,1570,0,18941,1041,14667,3870,NA,NA,NA,NA,NA,NA
"288","Norcross","Don","D","NJ","N000188",4500,0,0,1000,0,1000,21700,0,2700,7000,1000,0,26210,0,0,7500,500,0
"289","Nugent","Richard","R","FL","N000185",13950,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","Nunes","Devin","R","CA","N000181",70500,0,1000,6000,0,3600,73500,2000,3000,8500,0,250,124552,2700,5300,5250,0,1500
"291","O'Rourke","Beto","D","TX","O000170",19500,0,0,0,1000,0,250,0,0,250,0,0,NA,NA,NA,NA,NA,NA
"292","Olson","Pete","R","TX","O000168",248000,1000,3600,35500,0,0,221200,1000,2000,49800,0,7700,206328,0,6000,44500,0,0
"293","Palazzo","Steven","R","MS","P000601",57850,0,0,4000,3600,0,41200,0,1000,3500,0,0,29450,0,1000,3000,0,0
"294","Pallone","Frank Jr","D","NJ","P000034",12250,0,0,8500,2500,1500,22900,0,500,13400,4090,12000,30950,0,0,17450,2000,22500
"295","Palmer","Gary","R","AL","P000609",21500,5000,5250,0,0,0,17300,13300,13300,0,0,0,17500,6000,6000,0,0,0
"296","Pascrell","Bill Jr","D","NJ","P000096",2500,0,0,2000,2500,0,2750,0,0,1000,2000,7000,0,0,0,0,1000,0
"297","Paulsen","Erik","R","MN","P000594",35250,0,0,0,6250,1000,61799,0,1000,3700,0,2000,NA,NA,NA,NA,NA,NA
"298","Payne","Donald M Jr","D","NJ","P000604",2500,0,500,0,0,0,3000,0,0,0,0,1000,10000,0,0,0,0,10000
"299","Pearce","Steve","R","NM","P000588",342820,1000,27812,8600,0,0,271906,1000,25400,10000,0,0,NA,NA,NA,NA,NA,NA
"300","Pelosi","Nancy","D","CA","P000197",250,0,0,0,25800,4000,2393,0,0,905,19295,7233,6233,0,75,1260,23626,19095
"301","Perlmutter","Ed","D","CO","P000593",25900,0,5500,1000,13950,0,11950,0,5250,0,9250,1000,8111,0,3000,0,1250,0
"302","Perry","Scott","R","PA","P000605",28600,0,0,10500,0,0,35000,0,0,10500,0,0,46550,0,2000,4000,0,0
"303","Peters","Scott","D","CA","P000608",6500,0,0,2500,50459,5000,9400,0,0,5900,27449,10050,31703,0,10000,15200,16392,9038
"304","Peterson","Collin","D","MN","P000258",16500,4500,4500,0,0,21500,35575,1500,4500,0,0,23500,36501,1500,7500,1500,0,10600
"305","Pingree","Chellie","D","ME","P000597",250,0,0,0,9700,2000,0,0,0,0,7420,1000,1000,0,0,1000,8262,0
"306","Pittenger","Robert","R","NC","P000606",17500,250,2750,9500,0,0,18900,0,0,13900,0,0,NA,NA,NA,NA,NA,NA
"307","Pitts","Joe","R","PA","P000373",57000,1500,3500,10500,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","Pocan","Mark","D","WI","P000607",6350,0,0,2000,2500,500,4000,0,0,2000,4100,2500,3023,0,0,0,5903,500
"309","Poe","Ted","R","TX","P000592",94200,0,0,21750,0,1000,75000,0,0,7400,0,2700,NA,NA,NA,NA,NA,NA
"310","Poliquin","Bruce","R","ME","P000611",24650,4600,4600,0,0,3000,54100,0,100,3800,0,500,NA,NA,NA,NA,NA,NA
"311","Polis","Jared","D","CO","P000598",6200,0,0,0,18400,0,7500,0,0,0,10975,0,NA,NA,NA,NA,NA,NA
"312","Pompeo","Mike","R","KS","P000602",376850,10500,14000,31500,0,11400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","Posey","Bill","R","FL","P000599",28400,0,0,0,0,0,15600,0,0,0,0,0,11400,0,0,0,0,0
"314","Price","David","D","NC","P000523",1000,0,0,0,4000,250,6000,0,0,1000,14029,0,2000,0,0,1000,6763,0
"315","Price","Tom","R","GA","P000591",35250,0,3000,2000,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","Quigley","Mike","D","IL","Q000023",1500,0,0,0,5100,0,3700,0,0,0,3900,0,0,0,0,0,6525,0
"317","Radewagen","Amata Coleman","R","AS","R000600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"318","Rangel","Charles B","D","NY","R000053",8800,0,0,0,1000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","Ratcliffe","John","R","TX","R000601",49950,0,0,0,0,0,40050,0,0,6400,0,0,NA,NA,NA,NA,NA,NA
"320","Reed","Tom","R","NY","R000585",211200,1000,2555,39950,0,10250,121050,0,0,31900,0,35500,122475,0,500,21400,0,40225
"321","Reichert","Dave","R","WA","R000578",8900,0,1500,5000,5000,7500,10000,0,250,4750,0,16500,NA,NA,NA,NA,NA,NA
"322","Renacci","Jim","R","OH","R000586",66199,0,-1250,8000,0,1000,53243,0,0,4500,1000,2250,NA,NA,NA,NA,NA,NA
"323","Ribble","Reid","R","WI","R000587",33800,0,0,3000,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","Rice","Kathleen","D","NY","R000602",22600,0,0,1000,17550,7450,5200,0,0,0,13800,3700,6408,0,0,0,501,0
"325","Rice","Tom","R","SC","R000597",10500,1000,2000,2500,0,0,15750,0,0,0,0,0,29950,0,250,0,0,2000
"326","Richmond","Cedric","D","LA","R000588",50100,0,0,2000,4600,0,62500,0,0,5000,3700,0,79200,0,0,15000,1000,0
"327","Rigell","Scott","R","VA","R000589",45000,1000,1555,4000,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","Roby","Martha","R","AL","R000591",10500,3600,5600,3000,0,0,21950,7500,7500,2000,0,0,28100,2000,2000,2500,0,0
"329","Rodgers McMorris","Cathy","R","WA","M001159",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"330","Roe","Phil","R","TN","R000582",3250,0,0,0,0,0,4500,300,300,0,0,0,2700,1000,1000,0,0,0
"331","Rogers","Hal","R","KY","R000395",40100,46600,60600,0,8850,0,21800,21400,38400,0,0,0,40996,8000,12500,5000,0,0
"332","Rogers","Mike D","R","AL","R000575",7500,14450,14450,1000,0,0,12500,11000,11000,3000,0,0,7000,7000,7000,0,0,0
"333","Rohrabacher","Dana","R","CA","R000409",14400,0,0,0,0,250,8650,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"334","Rokita","Todd","R","IN","R000592",29500,22150,61600,0,0,0,26600,500,2500,0,0,6000,NA,NA,NA,NA,NA,NA
"335","Rooney","Tom","R","FL","R000583",11500,0,0,1000,0,0,5000,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"336","Ros-Lehtinen","Ileana","R","FL","R000435",2000,0,0,0,5600,0,9000,0,0,0,1000,0,NA,NA,NA,NA,NA,NA
"337","Roskam","Peter","R","IL","R000580",73550,1000,3000,17750,0,0,35350,0,0,5450,0,1000,NA,NA,NA,NA,NA,NA
"338","Ross","Dennis","R","FL","R000593",34000,250,250,0,0,0,13500,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"339","Rothfus","Keith J","R","PA","R000598",79550,71240,127304,16700,0,0,43550,43850,59850,12050,0,0,NA,NA,NA,NA,NA,NA
"340","Rouzer","David","R","NC","R000603",29100,0,0,1500,0,0,23740,0,0,2000,0,0,37000,0,0,1000,0,3500
"341","Roybal-Allard","Lucille","D","CA","R000486",1300,0,0,0,1000,0,0,0,0,0,3700,0,0,0,0,0,1200,0
"342","Royce","Ed","R","CA","R000487",64900,0,6200,0,3500,0,49300,0,0,2500,1000,2000,NA,NA,NA,NA,NA,NA
"343","Ruiz","Raul","D","CA","R000599",5000,0,0,3000,46387,11200,9000,280,280,3500,27078,6900,3626,0,0,0,13619,11150
"344","Ruppersberger","Dutch","D","MD","R000576",4500,1000,1000,2000,0,7800,3500,0,0,2000,2752,2700,500,0,0,0,0,0
"345","Rush","Bobby","D","IL","R000515",8500,0,0,1000,2000,5000,15500,0,0,12000,4000,1000,13000,0,1000,5000,1000,1000
"346","Russell","Steven","R","OK","R000604",89650,0,2600,4000,0,0,93250,0,5400,6500,0,0,NA,NA,NA,NA,NA,NA
"347","Ryan","Paul","R","WI","R000570",309799,8650,22100,26850,6200,500,761678,58860,75290,81975,23920,26725,NA,NA,NA,NA,NA,NA
"348","Ryan","Tim","D","OH","R000577",38000,0,1000,16500,7200,500,15500,0,0,4000,6400,0,13725,5400,7400,6200,5513,322
"349","Salmon","Matt","R","AZ","S000018",15400,2000,16250,4500,0,13950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","Sanchez","Linda","D","CA","S001156",4750,0,0,0,4500,0,7575,0,0,75,5330,1500,7000,0,0,2500,2503,2500
"351","Sanchez","Loretta","D","CA","S000030",1500,0,0,0,1000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","Sanford","Mark","R","SC","S000051",15350,0,0,0,0,4500,7000,0,0,1000,0,0,NA,NA,NA,NA,NA,NA
"353","Sarbanes","John","D","MD","S001168",3000,0,0,0,0,5000,2100,0,0,0,100,2700,1003,0,0,0,0,2700
"354","Scalise","Steve","R","LA","S001176",217274,9500,16500,21100,7200,0,285300,6400,13900,26750,0,0,383665,0,13225,22700,0,1435
"355","Schakowsky","Jan","D","IL","S001145",0,0,0,0,9800,8500,15,0,0,0,10750,4350,171,0,0,0,2456,1500
"356","Schiff","Adam","D","CA","S001150",0,0,0,0,3250,0,0,0,0,0,1250,0,2638,0,100,525,16523,3859
"357","Schrader","Kurt","D","OR","S001180",4250,1000,1000,2500,0,1000,55500,2000,2000,15000,2500,3200,75250,1000,3500,14250,500,1000
"358","Schultz Wasserman","Debbie","D","FL","W000797",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"359","Schweikert","David","R","AZ","S001183",10000,1000,8750,0,0,0,10000,0,5250,0,0,0,40950,0,6000,1500,0,5400
"360","Scott","Austin","R","GA","S001189",5500,0,1750,2000,1000,0,3000,0,3000,0,3885,0,3500,0,500,0,0,0
"361","Scott","Bobby","D","VA","S000185",1000,0,0,0,750,0,0,0,0,0,3200,0,0,0,0,0,1500,0
"362","Scott","David","D","GA","S001157",2500,0,0,0,0,0,9250,0,250,2000,0,0,1000,0,0,0,0,0
"363","Sensenbrenner","Jim","R","WI","S000244",6000,0,0,0,0,250,14000,0,1500,0,0,0,10500,0,0,0,0,0
"364","Serrano","Jose E","D","NY","S000248",0,0,0,0,0,0,0,0,0,0,1250,0,0,0,0,0,1750,0
"365","Sessions","Pete","R","TX","S000250",159450,1000,3000,16300,0,0,139550,0,1000,27600,0,0,NA,NA,NA,NA,NA,NA
"366","Sewell","Terri","D","AL","S001185",15000,14500,14500,0,0,0,8700,10000,10000,0,0,0,16750,2500,2500,1000,0,0
"367","Sherman","Brad","D","CA","S000344",2000,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,1000,500
"368","Shimkus","John","R","IL","S000364",112300,16000,25000,18000,0,23250,180582,29200,40700,46000,0,37700,148250,14000,29000,30000,0,24400
"369","Shuster","Bill","R","PA","S000394",205048,52315,105090,62100,0,1000,198512,25300,39350,64500,0,0,NA,NA,NA,NA,NA,NA
"370","Simpson","Mike","R","ID","S001148",92000,9000,46200,10500,14150,1250,46700,3700,12450,5000,7750,1000,47500,1000,13500,5000,3500,3200
"371","Sinema","Kyrsten","D","AZ","S001191",2500,0,5000,2500,21497,1250,11000,0,7500,2750,0,4000,NA,NA,NA,NA,NA,NA
"372","Sires","Albio","D","NJ","S001165",5400,0,0,3000,500,0,3500,0,0,2000,0,0,1000,0,0,1000,500,2500
"373","Slaughter","Louise M","D","NY","S000480",0,0,0,0,2250,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","Smith","Adam","D","WA","S000510",1500,0,0,0,3000,500,0,0,0,0,0,0,0,0,0,0,4500,1700
"375","Smith","Adrian","R","NE","S001172",15500,2000,4500,3000,0,4500,13750,2500,2500,2500,0,16500,19000,1500,1500,0,0,23000
"376","Smith","Chris","R","NJ","S000522",500,0,0,0,0,0,1000,0,0,0,0,0,18956,0,0,0,0,0
"377","Smith","Jason","R","MO","S001195",24400,13100,37665,0,0,5100,33300,2000,8750,1000,0,7000,40500,2000,5500,4000,0,14000
"378","Smith","Lamar","R","TX","S000583",112350,1000,2000,0,0,0,108400,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"379","Speier","Jackie","D","CA","S001175",0,0,0,0,2000,2000,0,0,0,0,13800,1000,0,0,0,0,2900,0
"380","Stefanik","Elise","R","NY","S001196",39800,0,0,0,0,0,55675,0,0,5500,6650,3750,45500,0,0,5000,10850,13943
"381","Stewart","Chris","R","UT","S001192",65350,2500,10000,8250,0,7800,95200,8256,13756,14400,0,0,85650,4200,7200,0,0,0
"382","Stivers","Steve","R","OH","S001187",55600,17850,25050,5500,0,0,56350,15775,15775,12500,0,0,96500,21000,70475,13000,0,2000
"383","Stutzman","Marlin","R","IN","S001188",41100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","Swalwell","Eric","D","CA","S001193",14300,0,0,1000,2000,8200,9200,0,500,2000,9900,5900,25558,0,0,3000,3965,3361
"385","Takano","Mark","D","CA","T000472",0,0,0,0,3700,5200,0,0,0,0,6300,0,0,0,0,0,1604,0
"386","Thompson","Bennie G","D","MS","T000193",14000,0,0,6000,3000,0,18000,0,0,10000,500,0,9500,0,0,4500,2000,0
"387","Thompson","Glenn","R","PA","T000467",125330,17500,28250,31450,0,0,85550,9250,17250,22200,0,0,80100,9216,14916,15000,0,0
"388","Thompson","Mike","D","CA","T000460",18250,0,1000,2000,5000,1500,7500,0,0,0,14000,9885,22000,0,0,1000,3025,8000
"389","Thornberry","Mac","R","TX","T000238",101375,0,0,0,0,1750,82175,0,-1000,0,0,8000,48925,0,1000,0,0,4000
"390","Tiberi","Pat","R","OH","T000462",90350,2500,7000,8500,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","Tipton","Scott","R","CO","T000470",130739,16750,44300,6000,2000,1000,139100,22400,53400,6500,0,0,106350,8500,33149,11300,0,0
"392","Titus","Dina","D","NV","T000468",6600,0,13000,0,2500,5500,0,0,13000,0,3060,6000,2500,0,7500,2500,2033,0
"393","Tonko","Paul","D","NY","T000469",4500,0,0,3500,4750,10800,5400,0,0,4000,11957,7390,24475,0,0,8000,4153,22290
"394","Torres","Norma","D","CA","T000474",3000,0,0,0,2500,0,6500,0,0,3500,5200,0,4000,0,0,6000,600,2500
"395","Trott","Dave","R","MI","T000475",9500,0,0,2000,0,0,4000,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"396","Tsongas","Niki","D","MA","T000465",0,0,0,0,5000,1000,4700,0,0,0,9058,2000,NA,NA,NA,NA,NA,NA
"397","Turner","Michael R","R","OH","T000463",23000,0,0,6000,0,0,29950,0,0,2000,0,0,15200,0,1000,0,0,0
"398","Upton","Fred","R","MI","U000031",245800,24500,34000,55700,0,4500,229000,4000,8000,52600,0,6000,151250,2500,7500,49300,0,0
"399","Valadao","David","R","CA","V000129",81150,0,4000,3000,0,0,59750,0,3550,1000,0,5000,NA,NA,NA,NA,NA,NA
"400","Van Hollen","Chris","D","MD","V000128",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","Vargas","Juan","D","CA","V000130",2500,0,0,0,1000,0,0,0,0,0,1000,0,2000,0,0,0,500,3500
"402","Veasey","Marc","D","TX","V000131",54400,0,0,4000,3500,500,71800,0,0,2000,1000,500,64006,0,0,3000,1000,0
